bin	contig	start	end	strand	rrna
2019_TBCBL-04_bin.3.purify	2019_TBCBL-04_bin.3.purify_k141_94478	13555	16325	+	(3' truncated) 23S
2019_TBCBL-04_bin.3.purify	2019_TBCBL-04_bin.3.purify_k141_583686	1234	2322	+	(partial) 16S
2019_TBCBL-04_bin.38.purify	2019_TBCBL-04_bin.38.purify_k141_104725	2394	2485	-	(partial) 5S
2019_TBCBL-04_bin.40.purify	2019_TBCBL-04_bin.40.purify_k141_231611	627	738	+	5S
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_417379	1	879	-	(partial) 16S
2019_TBCBL-04_bin.5.purify	2019_TBCBL-04_bin.5.purify_k141_602426	749842	749956	-	5S
2019_TBCBL-04_bin.5.purify	2019_TBCBL-04_bin.5.purify_k141_602426	750093	752884	-	23S
2019_TBCBL-04_bin.5.purify	2019_TBCBL-04_bin.5.purify_k141_602426	753560	755046	-	16S
2019_TBCBL-04_bin.6.purify	2019_TBCBL-04_bin.6.purify_k141_174447	3759	3871	-	5S
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_106011	19	135	+	5S
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_428868	1	2507	-	(3' truncated) 23S
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_428868	3389	4873	-	16S
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_442932	19	135	+	5S
2019_TBCBL-04_bin.68.purify	2019_TBCBL-04_bin.68.purify_k141_48308	279	390	+	5S
2019_TBCBL-04_bin.75.purify	2019_TBCBL-04_bin.75.purify_k141_478339	8329	9468	+	(partial) 16S
2019_TBCBL-04_bin.75.purify	2019_TBCBL-04_bin.75.purify_k141_713921	1	995	+	(partial) 23S
2019_TBCBL-04_bin.75.purify	2019_TBCBL-04_bin.75.purify_k141_713921	1119	1234	+	5S
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_348879	9	121	+	5S
2019_TBCBL-04_bin.80.purify	2019_TBCBL-04_bin.80.purify_k141_46665	2050	5021	+	23S
2019_TBCBL-04_bin.80.purify	2019_TBCBL-04_bin.80.purify_k141_46665	5584	5691	+	5S
2019_TBCBL-04_bin.80.purify	2019_TBCBL-04_bin.80.purify_k141_568515	4487	5550	+	(partial) 16S
2019_TBCBL-04_bin.80.purify	2019_TBCBL-04_bin.80.purify_k141_761356	1	645	+	(partial) 16S
2019_TBCBL-04_bin.81.purify	2019_TBCBL-04_bin.81.purify_k141_266046	6317	8321	+	(partial) 23S
2019_TBCBL-04_bin.82.purify	2019_TBCBL-04_bin.82.purify_k141_193857	6144	7073	+	(partial) 16S
2019_TBCBL-05_bin.1.purify	2019_TBCBL-05_bin.1.purify_k141_326414	6396	6489	-	(partial) 5S
2019_TBCBL-05_bin.13.purify	2019_TBCBL-05_bin.13.purify_k141_260445	8339	8451	-	5S
2019_TBCBL-05_bin.2.purify	2019_TBCBL-05_bin.2.purify_k141_196879	1	100	+	(5' truncated) 5S
2019_TBCBL-05_bin.24.purify	2019_TBCBL-05_bin.24.purify_k141_216957	5648	5761	-	5S
2019_TBCBL-05_bin.43.purify	2019_TBCBL-05_bin.43.purify_k141_13602	1	1754	-	(partial) 23S
2019_TBCBL-05_bin.43.purify	2019_TBCBL-05_bin.43.purify_k141_13602	2275	3803	-	16S
2019_TBCBL-05_bin.43.purify	2019_TBCBL-05_bin.43.purify_k141_456370	487	597	+	5S
2019_TBCBL-05_bin.8.purify	2019_TBCBL-05_bin.8.purify_k141_386039	8	120	+	5S
2019_TBLSH-01_bin.12.purify	2019_TBLSH-01_bin.12.purify_k141_211534	1	97	+	(5' truncated) 5S
2019_TBLSH-01_bin.14.purify	2019_TBLSH-01_bin.14.purify_k141_322566	1	1193	-	(partial) 16S
2019_TBLSH-01_bin.14.purify	2019_TBLSH-01_bin.14.purify_k141_502249	6367	7711	+	(partial) 23S
2019_TBLSH-01_bin.17.purify	2019_TBLSH-01_bin.17.purify_k141_600026	3894	4001	-	5S
2019_TBLSH-01_bin.24.purify	2019_TBLSH-01_bin.24.purify_k141_5439	1195	1310	-	5S
2019_TBLSH-01_bin.24.purify	2019_TBLSH-01_bin.24.purify_k141_5439	1433	2348	-	(partial) 23S
2019_TBLSH-01_bin.24.purify	2019_TBLSH-01_bin.24.purify_k141_488482	3423	3990	+	(partial) 16S
2019_TBLSH-01_bin.30.purify	2019_TBLSH-01_bin.30.purify_k141_159809	1211	1673	+	(partial) 16S
2019_TBLSH-01_bin.74.purify	2019_TBLSH-01_bin.74.purify_k141_173490	1	97	+	(5' truncated) 5S
2019_TBLSH-01_bin.77.purify	2019_TBLSH-01_bin.77.purify_k141_318820	7369	8855	+	(partial) 23S
2019_TBLSH-01_bin.78.purify	2019_TBLSH-01_bin.78.purify_k141_449843	1375	1491	-	5S
2019_TBLSH-01_bin.84.purify	2019_TBLSH-01_bin.84.purify_k141_184354	18	132	+	5S
2019_TBLSH-01_bin.88.purify	2019_TBLSH-01_bin.88.purify_k141_584492	430	544	+	5S
2019_TBLSH-01_bin.88.purify	2019_TBLSH-01_bin.88.purify_k141_616537	37724	37840	-	5S
2019_TBLSH-01_bin.9.purify	2019_TBLSH-01_bin.9.purify_k141_180503	37973	38089	-	5S
2019_TBLSH-02_bin.5.purify	2019_TBLSH-02_bin.5.purify_k141_85578	842579	842686	-	(5' truncated) 5S
2019_TBLSH-03_bin.13.purify	2019_TBLSH-03_bin.13.purify_k141_507218	27470	27580	-	(5' truncated) 5S
2019_TBLSH-03_bin.13.purify	2019_TBLSH-03_bin.13.purify_k141_518644	1	576	-	(partial) 16S
2019_TBLSH-03_bin.14.purify	2019_TBLSH-03_bin.14.purify_k141_529905	1420	2918	-	16S
2019_TBLSH-03_bin.14.purify	2019_TBLSH-03_bin.14.purify_k141_572991	363	479	+	5S
2019_TBLSH-03_bin.21.purify	2019_TBLSH-03_bin.21.purify_k141_564128	192220	195648	+	23S
2019_TBLSH-03_bin.21.purify	2019_TBLSH-03_bin.21.purify_k141_564128	196977	197084	+	5S
2019_TBLSH-03_bin.21.purify	2019_TBLSH-03_bin.21.purify_k141_564128	207828	209422	+	16S
2019_TBLSH-03_bin.92.purify	2019_TBLSH-03_bin.92.purify_k141_874565	50994	51106	-	5S
2019_TBLSH-04_bin.20.purify	2019_TBLSH-04_bin.20.purify_k141_609600	1	627	-	(partial) 16S
2019_TBLSH-04_bin.22.purify	2019_TBLSH-04_bin.22.purify_k141_216013	26	137	+	5S
2019_TBLSH-04_bin.3.purify	2019_TBLSH-04_bin.3.purify_k141_201979	1	92	+	(partial) 5S
2019_TBLSH-04_bin.43.purify	2019_TBLSH-04_bin.43.purify_k141_572012	14088	14202	-	5S
2019_TBLSH-04_bin.43.purify	2019_TBLSH-04_bin.43.purify_k141_572012	14343	15592	-	(partial) 23S
2019_TBLSH-04_bin.47.purify	2019_TBLSH-04_bin.47.purify_k141_587384	17	131	+	5S
2019_TBLU-01_bin.1.purify	2019_TBLU-01_bin.1.purify_k141_199639	8	122	+	5S
2019_TBLU-01_bin.10.purify	2019_TBLU-01_bin.10.purify_k141_292470	259	370	+	5S
2019_TBLU-01_bin.10.purify	2019_TBLU-01_bin.10.purify_k141_619810	2478	2583	-	(5' truncated) 5S
2019_TBLU-01_bin.10.purify	2019_TBLU-01_bin.10.purify_k141_638710	61	172	+	5S
2019_TBLU-01_bin.13.purify	2019_TBLU-01_bin.13.purify_k141_58180	1	72	+	(partial) 5S
2019_TBLU-02_bin.6.purify	2019_TBLU-02_bin.6.purify_k141_318817	1	484	-	(partial) 16S
2019_TBLU-03_bin.2.purify	2019_TBLU-03_bin.2.purify_k141_543930	568	684	+	5S
2019_TBLU-04_bin.20.purify	2019_TBLU-04_bin.20.purify_k141_203101	1	108	+	(5' truncated) 5S
2019_TBLU-04_bin.20.purify	2019_TBLU-04_bin.20.purify_k141_409556	26	137	+	5S
2019_TBLU-04_bin.36.purify	2019_TBLU-04_bin.36.purify_k141_2671	3482	3586	-	(5' truncated) 5S
2019_TBLU-04_bin.36.purify	2019_TBLU-04_bin.36.purify_k141_251123	9478	11006	+	16S
2019_TBLU-04_bin.36.purify	2019_TBLU-04_bin.36.purify_k141_251123	11525	13322	+	(partial) 23S
2019_TBLU-04_bin.36.purify	2019_TBLU-04_bin.36.purify_k141_401596	487	597	+	5S
2019_TBLU-04_bin.7.purify	2019_TBLU-04_bin.7.purify_k141_51164	21971	22084	-	5S
2019_TBLU-05_bin.18.purify	2019_TBLU-05_bin.18.purify_k141_246669	1	95	+	(partial) 5S
2019_TBLU-05_bin.18.purify	2019_TBLU-05_bin.18.purify_k141_556447	178	293	+	5S
2019_TBLU-05_bin.2.purify	2019_TBLU-05_bin.2.purify_k141_174042	6845	6940	-	(5' truncated) 5S
2019_TBLU-05_bin.21.purify	2019_TBLU-05_bin.21.purify_k141_699450	5428	5539	-	5S
2019_TBLU-05_bin.6.purify	2019_TBLU-05_bin.6.purify_k141_287459	2694	2805	-	5S
2019_TBLU-05_bin.6.purify	2019_TBLU-05_bin.6.purify_k141_673992	13670	13781	-	5S
2019_TBLU-06_bin.11.purify	2019_TBLU-06_bin.11.purify_k141_229090	1	114	+	(5' truncated) 5S
2019_TBLU-06_bin.16.purify	2019_TBLU-06_bin.16.purify_k141_547614	15640	15752	-	5S
2019_TBLU-06_bin.21.purify	2019_TBLU-06_bin.21.purify_k141_122570	2506	2617	-	5S
2019_TBLU-06_bin.21.purify	2019_TBLU-06_bin.21.purify_k141_162285	2631	3131	+	(partial) 16S
2019_TBLU-06_bin.23.purify	2019_TBLU-06_bin.23.purify_k141_542798	3617	3720	-	(5' truncated) 5S
2019_TBLU-06_bin.9.purify	2019_TBLU-06_bin.9.purify_k141_249380	86213	86326	-	5S
2019_TBLU-06_bin.9.purify	2019_TBLU-06_bin.9.purify_k141_535071	104788	104901	-	5S
2019_TBLU-07_bin.10.purify	2019_TBLU-07_bin.10.purify_k141_756328	1	95	+	(partial) 5S
2019_TBLU-07_bin.31.purify	2019_TBLU-07_bin.31.purify_k141_94239	3186	3302	-	5S
2019_TBLU-07_bin.31.purify	2019_TBLU-07_bin.31.purify_k141_174072	9240	9356	-	5S
2019_TBLU-07_bin.46.purify	2019_TBLU-07_bin.46.purify_k141_274212	21	134	+	5S
2019_TBLU-07_bin.6.purify	2019_TBLU-07_bin.6.purify_k141_734507	1	100	+	(5' truncated) 5S
2019_TBLU-09_bin.16.purify	2019_TBLU-09_bin.16.purify_k141_257895	3049	3159	-	(5' truncated) 5S
2019_TBLU-09_bin.30.purify	2019_TBLU-09_bin.30.purify_k141_382044	7177	7257	-	(partial) 5S
2019_TBLU-09_bin.38.purify	2019_TBLU-09_bin.38.purify_k141_313654	2502	2597	-	(5' truncated) 5S
2019_TBLU-09_bin.50.purify	2019_TBLU-09_bin.50.purify_k141_90866	7235	7347	-	5S
2019_TBLU-09_bin.51.purify	2019_TBLU-09_bin.51.purify_k141_194141	3500	5207	+	16S
2019_TBLU-09_bin.51.purify	2019_TBLU-09_bin.51.purify_k141_557740	3	112	+	5S
2019_TBLU-09_bin.53.purify	2019_TBLU-09_bin.53.purify_k141_526719	231	345	+	5S
2019_TBLU-10_bin.32.purify	2019_TBLU-10_bin.32.purify_k141_213938	750	1553	+	(partial) 16S
2019_TBLU-10_bin.32.purify	2019_TBLU-10_bin.32.purify_k141_346193	24	137	+	5S
2019_TBLU-10_bin.32.purify	2019_TBLU-10_bin.32.purify_k141_393666	13	126	+	5S
2019_TBLU-10_bin.32.purify	2019_TBLU-10_bin.32.purify_k141_500786	830	945	-	5S
2019_TBLU-10_bin.37.purify	2019_TBLU-10_bin.37.purify_k141_640224	11	123	+	5S
2019_TBLU-10_bin.59.purify	2019_TBLU-10_bin.59.purify_k141_11629	11384	11462	-	(partial) 5S
2019_TBLU-11_bin.15.purify	2019_TBLU-11_bin.15.purify_k141_119851	239	353	+	5S
2019_TBLU-11_bin.15.purify	2019_TBLU-11_bin.15.purify_k141_131282	10865	10979	-	5S
2019_TBLU-11_bin.26.purify	2019_TBLU-11_bin.26.purify_k141_218016	16	129	+	5S
2019_TBLU-11_bin.26.purify	2019_TBLU-11_bin.26.purify_k141_280876	16	129	+	5S
2019_TBLU-11_bin.26.purify	2019_TBLU-11_bin.26.purify_k141_304838	1	104	+	(5' truncated) 5S
2019_TBLU-11_bin.29.purify	2019_TBLU-11_bin.29.purify_k141_27022	146	258	+	5S
2019_TBLU-11_bin.29.purify	2019_TBLU-11_bin.29.purify_k141_43012	2243	2356	-	5S
2019_TBLU-11_bin.29.purify	2019_TBLU-11_bin.29.purify_k141_43012	2431	2543	-	5S
2019_TBLU-11_bin.29.purify	2019_TBLU-11_bin.29.purify_k141_187726	168	280	+	5S
2019_TBLU-11_bin.30.purify	2019_TBLU-11_bin.30.purify_k141_757869	11	126	+	5S
2019_TBLU-11_bin.35.purify	2019_TBLU-11_bin.35.purify_k141_351606	6107	6193	-	(partial) 5S
2019_TBLU-11_bin.37.purify	2019_TBLU-11_bin.37.purify_k141_177588	7300	7410	-	5S
2019_TBLU-11_bin.37.purify	2019_TBLU-11_bin.37.purify_k141_353490	6395	6505	-	5S
2019_TBLU-11_bin.52.purify	2019_TBLU-11_bin.52.purify_k141_188264	6490	6605	-	5S
2019_TBLU-11_bin.52.purify	2019_TBLU-11_bin.52.purify_k141_518407	24126	24241	-	5S
2019_TBLU-11_bin.57.purify	2019_TBLU-11_bin.57.purify_k141_290194	1603	2130	+	(partial) 16S
2019_TBMTW-10_bin.13.purify	2019_TBMTW-10_bin.13.purify_k141_207001	25485	25601	+	5S
2019_TBMTW-10_bin.13.purify	2019_TBMTW-10_bin.13.purify_k141_312751	15	131	+	5S
2019_TBMTW-10_bin.18.purify	2019_TBMTW-10_bin.18.purify_k141_333798	18	134	+	5S
2019_TBMTW-10_bin.2.purify	2019_TBMTW-10_bin.2.purify_k141_88790	67044	67153	-	5S
2019_TBMTW-10_bin.2.purify	2019_TBMTW-10_bin.2.purify_k141_292974	1693	1804	-	5S
2019_TBMTW-10_bin.2.purify	2019_TBMTW-10_bin.2.purify_k141_396798	7	121	+	5S
2019_TBMTW-10_bin.2.purify	2019_TBMTW-10_bin.2.purify_k141_551922	1171	1682	+	(partial) 16S
2019_TBMTW-10_bin.21.purify	2019_TBMTW-10_bin.21.purify_k141_253638	1582	2247	+	(partial) 16S
2019_TBMTW-10_bin.23.purify	2019_TBMTW-10_bin.23.purify_k141_66176	580	694	+	5S
2019_TBMTW-10_bin.23.purify	2019_TBMTW-10_bin.23.purify_k141_318885	1	1865	-	(partial) 23S
2019_TBMTW-10_bin.25.purify	2019_TBMTW-10_bin.25.purify_k141_468342	2028	2144	-	5S
2019_TBMTW-10_bin.8.purify	2019_TBMTW-10_bin.8.purify_k141_93213	1916	2033	-	5S
2019_TBMTW-10_bin.8.purify	2019_TBMTW-10_bin.8.purify_k141_344292	233	350	+	5S
2019_TBMTW-10_bin.8.purify	2019_TBMTW-10_bin.8.purify_k141_519649	1	1316	-	(3' truncated) 16S
2019_TBMTW-10_bin.8.purify	2019_TBMTW-10_bin.8.purify_k141_539645	1	1726	-	(partial) 23S
2019_TBMTW-12_bin.51.purify	2019_TBMTW-12_bin.51.purify_k141_872176	13920	14034	-	5S
2019_TBMTW-14_bin.27.purify	2019_TBMTW-14_bin.27.purify_k141_775262	16	129	+	5S
2019_TBMTW-14_bin.63.purify	2019_TBMTW-14_bin.63.purify_k141_596606	1	2069	-	(partial) 23S
2019_TBMTW-14_bin.63.purify	2019_TBMTW-14_bin.63.purify_k141_181144	1	1293	+	(partial) 23S
2019_TBMTW-14_bin.63.purify	2019_TBMTW-14_bin.63.purify_k141_645469	930	1046	+	5S
2019_TBMTW-15_bin.1.purify	2019_TBMTW-15_bin.1.purify_k141_386667	1862	1972	-	(5' truncated) 5S
2019_TBMTW-15_bin.11.purify	2019_TBMTW-15_bin.11.purify_k141_70237	796	910	-	5S
2019_TBMTW-15_bin.11.purify	2019_TBMTW-15_bin.11.purify_k141_70237	996	2110	-	(partial) 23S
2019_TBMTW-15_bin.11.purify	2019_TBMTW-15_bin.11.purify_k141_210067	4329	5863	+	16S
2019_TBMTW-15_bin.11.purify	2019_TBMTW-15_bin.11.purify_k141_210067	6362	9167	+	23S
2019_TBMTW-15_bin.11.purify	2019_TBMTW-15_bin.11.purify_k141_210067	9323	9439	+	5S
2019_TBMTW-15_bin.14.purify	2019_TBMTW-15_bin.14.purify_k141_92232	364	480	+	5S
2019_TBMTW-15_bin.14.purify	2019_TBMTW-15_bin.14.purify_k141_460864	6867	8379	+	16S
2019_TBMTW-16_bin.10.purify	2019_TBMTW-16_bin.10.purify_k141_513274	242	352	+	5S
2019_TBMTW-16_bin.12.purify	2019_TBMTW-16_bin.12.purify_k141_375271	474	586	+	5S
2019_TBMTW-16_bin.13.purify	2019_TBMTW-16_bin.13.purify_k141_156049	14	126	+	5S
2019_TBMTW-16_bin.13.purify	2019_TBMTW-16_bin.13.purify_k141_269495	14	126	+	5S
2019_TBMTW-16_bin.24.purify	2019_TBMTW-16_bin.24.purify_k141_228631	399214	399296	-	(partial) 5S
2019_TBMTW-16_bin.24.purify	2019_TBMTW-16_bin.24.purify_k141_264869	619354	619436	-	(partial) 5S
2019_TBMTW-16_bin.27.purify	2019_TBMTW-16_bin.27.purify_k141_8834	513	629	+	5S
2019_TBMTW-16_bin.27.purify	2019_TBMTW-16_bin.27.purify_k141_32677	1	512	-	(partial) 16S
2019_TBMTW-16_bin.28.purify	2019_TBMTW-16_bin.28.purify_k141_482222	1	832	-	(partial) 16S
2019_TBMTW-16_bin.32.purify	2019_TBMTW-16_bin.32.purify_k141_679	509	624	+	5S
2019_TBMTW-16_bin.37.purify	2019_TBMTW-16_bin.37.purify_k141_389884	1	105	+	(5' truncated) 5S
2019_TBMTW-16_bin.39.purify	2019_TBMTW-16_bin.39.purify_k141_344113	303	419	+	5S
2019_TBMTW-16_bin.40.purify	2019_TBMTW-16_bin.40.purify_k141_113104	270	382	+	5S
2019_TBMTW-16_bin.41.purify	2019_TBMTW-16_bin.41.purify_k141_563604	15471	15953	+	(partial) 16S
2019_TBMTW-16_bin.43.purify	2019_TBMTW-16_bin.43.purify_k141_416716	195	311	+	5S
2019_TBMTW-16_bin.44.purify	2019_TBMTW-16_bin.44.purify_k141_201219	68214	68960	+	(partial) 16S
2019_TBMTW-16_bin.44.purify	2019_TBMTW-16_bin.44.purify_k141_247422	14002	14118	-	5S
2019_TBMTW-16_bin.44.purify	2019_TBMTW-16_bin.44.purify_k141_247422	14220	17313	-	23S
2019_TBMTW-16_bin.45.purify	2019_TBMTW-16_bin.45.purify_k141_95611	1910	2020	-	5S
2019_TBMTW-16_bin.5.purify	2019_TBMTW-16_bin.5.purify_k141_390968	232	345	+	5S
2019_TBMTW-16_bin.50.purify	2019_TBMTW-16_bin.50.purify_k141_284395	1	96	+	(5' truncated) 5S
2019_TBMTW-16_bin.53.purify	2019_TBMTW-16_bin.53.purify_k141_39669	511	627	+	5S
2019_TBMTW-16_bin.54.purify	2019_TBMTW-16_bin.54.purify_k141_128032	140	251	+	5S
2019_TBMTW-16_bin.54.purify	2019_TBMTW-16_bin.54.purify_k141_302266	200	311	+	5S
2019_TBMTW-16_bin.55.purify	2019_TBMTW-16_bin.55.purify_k141_102776	1891	2001	-	5S
2019_TBMTW-16_bin.57.purify	2019_TBMTW-16_bin.57.purify_k141_309951	1889	2002	-	5S
2019_TBMTW-16_bin.62.purify	2019_TBMTW-16_bin.62.purify_k141_332999	1	978	+	(partial) 23S
2019_TBMTW-16_bin.62.purify	2019_TBMTW-16_bin.62.purify_k141_332999	1211	1326	+	5S
2019_TBMTW-16_bin.64.purify	2019_TBMTW-16_bin.64.purify_k141_371599	156493	156608	-	5S
2019_TBMTW-16_bin.64.purify	2019_TBMTW-16_bin.64.purify_k141_371599	156699	159602	-	23S
2019_TBMTW-16_bin.64.purify	2019_TBMTW-16_bin.64.purify_k141_371599	160070	161627	-	16S
2019_TBMTW-16_bin.67.purify	2019_TBMTW-16_bin.67.purify_k141_349217	10146	10254	-	5S
2019_TBMTW-16_bin.68.purify	2019_TBMTW-16_bin.68.purify_k141_99501	302	418	+	5S
2019_TBMTW-16_bin.72.purify	2019_TBMTW-16_bin.72.purify_k141_226095	70209	70325	-	5S
2019_TBMTW-16_bin.72.purify	2019_TBMTW-16_bin.72.purify_k141_226095	70397	73373	-	23S
2019_TBMTW-16_bin.75.purify	2019_TBMTW-16_bin.75.purify_k141_322442	1	541	-	(partial) 16S
2019_TBMTW-16_bin.75.purify	2019_TBMTW-16_bin.75.purify_k141_554866	511	627	+	5S
2019_TBMTW-16_bin.76.purify	2019_TBMTW-16_bin.76.purify_k141_502798	1	1145	+	(partial) 23S
2019_TBMTW-16_bin.76.purify	2019_TBMTW-16_bin.76.purify_k141_502798	1275	1390	+	5S
2019_TBMTW-16_bin.8.purify	2019_TBMTW-16_bin.8.purify_k141_11194	45	161	+	5S
2019_TBMTW-16_bin.80.purify	2019_TBMTW-16_bin.80.purify_k141_149017	1	81	+	(partial) 5S
2019_TBMTW-16_bin.81.purify	2019_TBMTW-16_bin.81.purify_k141_328527	1106	1214	-	5S
2019_TBMTW-16_bin.9.purify	2019_TBMTW-16_bin.9.purify_k141_90221	454	570	+	5S
2019_TBMTW-16_bin.9.purify	2019_TBMTW-16_bin.9.purify_k141_510808	1	935	-	(partial) 16S
2019_TBMTW-17_bin.2.purify	2019_TBMTW-17_bin.2.purify_k141_68692	14	128	+	5S
2019_TBMTW-17_bin.2.purify	2019_TBMTW-17_bin.2.purify_k141_93405	6516	6612	-	(5' truncated) 5S
2019_TBMTW-17_bin.2.purify	2019_TBMTW-17_bin.2.purify_k141_236827	25488	25584	-	(5' truncated) 5S
2019_TBMTW-17_bin.27.purify	2019_TBMTW-17_bin.27.purify_k141_656465	18818	18930	-	5S
2019_TBMTW-17_bin.3.purify	2019_TBMTW-17_bin.3.purify_k141_74168	4381	4479	-	(5' truncated) 5S
2019_TBMTW-17_bin.3.purify	2019_TBMTW-17_bin.3.purify_k141_124318	6542	6623	-	(partial) 5S
2019_TBMTW-17_bin.3.purify	2019_TBMTW-17_bin.3.purify_k141_309051	289	398	+	5S
2019_TBMTW-17_bin.3.purify	2019_TBMTW-17_bin.3.purify_k141_469789	3552	3633	-	(partial) 5S
2019_TBMTW-17_bin.3.purify	2019_TBMTW-17_bin.3.purify_k141_484950	22	136	+	5S
2019_TBCBL-01_bin.12.purify	2019_TBCBL-01_bin.12.purify_k141_213179	8543	8659	-	5S
2019_TBCBL-01_bin.12.purify	2019_TBCBL-01_bin.12.purify_k141_560540	1	581	-	(partial) 16S
2019_TBCBL-02_bin.62.purify	2019_TBCBL-02_bin.62.purify_k141_285286	16137	16250	-	5S
2019_TBCBL-02_bin.66.purify	2019_TBCBL-02_bin.66.purify_k141_81930	699	2229	-	16S
2019_TBCBL-02_bin.8.purify	2019_TBCBL-02_bin.8.purify_k141_196670	4999	5085	-	(partial) 5S
2019_TBCBL-03_bin.21.purify	2019_TBCBL-03_bin.21.purify_k141_268158	1	2750	+	(5' truncated) 23S
2019_TBCBL-03_bin.21.purify	2019_TBCBL-03_bin.21.purify_k141_268158	2888	3002	+	5S
2019_TBCBL-03_bin.29.purify	2019_TBCBL-03_bin.29.purify_k141_242383	9277	9389	-	5S
2019_TBCBL-03_bin.41.purify	2019_TBCBL-03_bin.41.purify_k141_132264	598	714	+	5S
2019_TBCBL-03_bin.55.purify	2019_TBCBL-03_bin.55.purify_k141_285841	5411	6035	+	(partial) 16S
2019_TBCBL-03_bin.58.purify	2019_TBCBL-03_bin.58.purify_k141_44659	1	86	+	(partial) 5S
2019_TBCBL-03_bin.58.purify	2019_TBCBL-03_bin.58.purify_k141_243664	1	97	+	(5' truncated) 5S
2019_TBCBL-03_bin.58.purify	2019_TBCBL-03_bin.58.purify_k141_271608	1	85	+	(partial) 5S
2019_TBCBL-04_bin.10.purify	2019_TBCBL-04_bin.10.purify_k141_445817	1643	1755	-	5S
2019_TBCBL-04_bin.13.purify	2019_TBCBL-04_bin.13.purify_k141_320947	1949	3567	-	16S
2019_TBCBL-04_bin.13.purify	2019_TBCBL-04_bin.13.purify_k141_535043	21913	25976	+	23S
2019_TBCBL-04_bin.15.purify	2019_TBCBL-04_bin.15.purify_k141_320675	643	1369	+	(partial) 16S
2019_TBCBL-04_bin.16.purify	2019_TBCBL-04_bin.16.purify_k141_344660	1783	1896	-	5S
2019_TBCBL-04_bin.21.purify	2019_TBCBL-04_bin.21.purify_k141_195266	1	878	+	(partial) 23S
2019_TBCBL-04_bin.21.purify	2019_TBCBL-04_bin.21.purify_k141_195266	954	1066	+	5S
2019_TBCBL-04_bin.21.purify	2019_TBCBL-04_bin.21.purify_k141_680166	9350	10303	+	(partial) 16S
2019_TBMTW-17_bin.5.purify	2019_TBMTW-17_bin.5.purify_k141_439457	210	322	+	5S
2019_TBMTW-17_bin.56.purify	2019_TBMTW-17_bin.56.purify_k141_143136	5035	5132	-	(5' truncated) 5S
