bin	contig	start	end	strand	rrna
MFD00008.bin.1.34	contig_34367	739	2240	-	16S
MFD00008.bin.1.35	contig_20933	190362	190476	-	5S
MFD00008.bin.1.35	contig_20933	190541	193380	-	23S
MFD00008.bin.1.35	contig_20933	194327	195813	-	16S
MFD00008.bin.1.45	contig_43778	42559	44090	+	16S
MFD00008.bin.1.45	contig_43778	44370	47454	+	23S
MFD00008.bin.1.45	contig_43778	47551	47664	+	5S
MFD00008.bin.1.47	contig_19504	49517	49633	-	5S
MFD00008.bin.1.47	contig_19504	50037	52997	-	23S
MFD00008.bin.1.47	contig_19504	54307	55808	-	16S
MFD00008.bin.1.48	contig_32876	4690	6189	+	16S
MFD00008.bin.1.48	contig_32876	7015	9938	+	23S
MFD00008.bin.1.48	contig_32876	10185	10301	+	5S
MFD00008.bin.1.48	contig_42435	245123	248073	+	23S
MFD00008.bin.1.48	contig_42435	248321	248437	+	5S
MFD00008.bin.1.48	contig_73257	306287	307820	+	16S
MFD00008.bin.1.5	contig_14501	1940423	1941958	+	16S
MFD00008.bin.1.5	contig_14501	1943194	1947144	+	23S
MFD00008.bin.1.5	contig_14501	1948022	1948138	+	5S
MFD00008.bin.1.51	contig_38893	2325456	2325572	-	5S
MFD00008.bin.1.51	contig_38893	2325634	2328595	-	23S
MFD00008.bin.1.51	contig_38893	2328791	2330308	-	16S
MFD00008.bin.1.61	contig_21526	241559	241673	-	5S
MFD00008.bin.1.61	contig_21526	241822	245582	-	23S
MFD00008.bin.1.61	contig_21526	246123	247653	-	16S
MFD00008.bin.1.63	contig_29164	31004	31121	-	5S
MFD00008.bin.1.63	contig_29164	31499	34461	-	23S
MFD00008.bin.1.63	contig_29164	35541	37041	-	16S
MFD00008.bin.1.70	contig_13859	492501	492617	-	5S
MFD00008.bin.1.70	contig_13859	492965	496073	-	23S
MFD00008.bin.1.70	contig_13859	497112	498613	-	16S
MFD00008.bin.1.84	contig_6302	1702350	1702466	-	5S
MFD00008.bin.1.84	contig_6302	1702542	1705741	-	23S
MFD00008.bin.1.84	contig_6302	1706077	1707591	-	16S
MFD00008.bin.1.87	contig_68580	286172	286288	-	5S
MFD00008.bin.1.87	contig_68580	286724	289683	-	23S
MFD00008.bin.1.87	contig_68580	290811	292312	-	16S
MFD00008.bin.1.9	contig_19139	381965	383466	+	16S
MFD00008.bin.1.9	contig_19139	384435	387396	+	23S
MFD00008.bin.1.9	contig_19139	387775	387890	+	5S
MFD00008.bin.1.91	contig_20929	754902	756388	+	16S
MFD00008.bin.2.1	contig_29232	168258	169737	+	16S
MFD00008.bin.2.1	contig_29232	170318	173108	+	23S
MFD00008.bin.2.1	contig_29232	173184	173298	+	5S
MFD00008.bin.2.10	contig_11597	521154	522655	+	16S
MFD00008.bin.2.10	contig_11597	523521	526478	+	23S
MFD00008.bin.2.10	contig_11597	526713	526829	+	5S
MFD00008.bin.2.100	contig_31787	367231	368766	-	16S
MFD00008.bin.2.100	contig_31787	876130	876246	-	5S
MFD00008.bin.2.100	contig_31787	876424	879846	-	23S
MFD00008.bin.2.102	contig_7207	823037	823153	-	5S
MFD00008.bin.2.102	contig_7207	823260	826365	-	23S
MFD00008.bin.2.102	contig_7207	826759	828282	-	16S
MFD00008.bin.2.103	contig_17720	51035	51149	-	5S
MFD00008.bin.2.103	contig_17720	51295	54108	-	23S
MFD00008.bin.2.103	contig_17720	55175	56663	-	16S
MFD00008.bin.2.104	contig_37955	428694	428810	-	5S
MFD00008.bin.2.104	contig_37955	428904	432038	-	23S
MFD00008.bin.2.104	contig_37955	432581	434098	-	16S
MFD00008.bin.2.105	contig_21010	259714	261234	+	16S
MFD00008.bin.2.105	contig_21010	262108	265263	+	(3' truncated) 23S
MFD00008.bin.2.105	contig_21028	296063	297581	+	16S
MFD00008.bin.2.105	contig_21028	298476	301292	+	23S
MFD00008.bin.2.105	contig_21028	301591	301706	+	5S
MFD00008.bin.2.106	contig_4253	348571	350086	+	16S
MFD00008.bin.2.106	contig_4253	351390	354353	+	23S
MFD00008.bin.2.106	contig_4253	354810	354926	+	5S
MFD00008.bin.2.107	contig_24576	401139	402642	+	16S
MFD00008.bin.2.107	contig_24576	404100	407754	+	23S
MFD00008.bin.2.107	contig_24576	408165	408282	+	5S
MFD00008.bin.2.11	contig_54662	598021	598137	-	5S
MFD00008.bin.2.11	contig_54662	598211	601193	-	23S
MFD00008.bin.2.11	contig_54662	601460	603004	-	16S
MFD00008.bin.2.110	contig_53173	19806	21320	+	16S
MFD00008.bin.2.110	contig_53173	21699	24791	+	23S
MFD00008.bin.2.110	contig_53173	24878	24993	+	5S
MFD00008.bin.2.110	contig_53173	25381	26896	+	16S
MFD00008.bin.2.110	contig_53173	27253	30343	+	23S
MFD00008.bin.2.110	contig_53173	30431	30547	+	5S
MFD00008.bin.2.110	contig_53173	30932	32447	+	16S
MFD00008.bin.2.110	contig_53173	32804	35894	+	23S
MFD00008.bin.2.110	contig_53173	35981	36097	+	5S
MFD00008.bin.2.111	contig_19501	785133	785250	-	5S
MFD00008.bin.2.111	contig_19501	785680	788638	-	23S
MFD00008.bin.2.111	contig_19501	790017	791518	-	16S
MFD00008.bin.2.112	contig_24683	63990	64106	-	5S
MFD00008.bin.2.112	contig_24683	64196	67396	-	23S
MFD00008.bin.2.112	contig_24683	67725	69239	-	16S
MFD00008.bin.2.113	contig_14635	122485	124015	+	16S
MFD00008.bin.2.113	contig_14635	124292	127388	+	23S
MFD00008.bin.2.113	contig_14635	127480	127593	+	5S
MFD00008.bin.2.115	contig_106300	2861	2977	-	5S
MFD00008.bin.2.115	contig_30803	108283	109788	+	16S
MFD00008.bin.2.115	contig_30803	110299	110415	+	5S
MFD00008.bin.2.115	contig_37768	115596	118594	-	23S
MFD00008.bin.2.115	contig_37936	48679	48795	-	5S
MFD00008.bin.2.115	contig_67528	109562	111068	+	16S
MFD00008.bin.2.116	contig_84213	359058	359170	-	5S
MFD00008.bin.2.116	contig_84213	360371	360487	-	5S
MFD00008.bin.2.116	contig_84213	360621	363629	-	23S
MFD00008.bin.2.116	contig_84213	364088	365647	-	16S
MFD00008.bin.2.117	contig_75085	171105	172607	+	16S
MFD00008.bin.2.118	contig_29151	287529	289013	+	16S
MFD00008.bin.2.118	contig_29151	289896	292726	+	23S
MFD00008.bin.2.118	contig_29151	292909	293023	+	5S
MFD00008.bin.2.119	contig_27040	1	1085	+	(partial) 23S
MFD00008.bin.2.119	contig_27040	1262	1379	+	5S
MFD00008.bin.2.119	contig_27043	1	1004	-	(partial) 23S
MFD00008.bin.2.119	contig_27043	1618	3183	-	16S
MFD00008.bin.2.120	contig_101681	15743	15859	-	5S
MFD00008.bin.2.120	contig_104263	162	3161	+	23S
MFD00008.bin.2.120	contig_26342	132	3132	+	23S
MFD00008.bin.2.120	contig_40301	66489	67753	+	(3' truncated) 16S
MFD00008.bin.2.120	contig_48732	60284	61798	+	16S
MFD00008.bin.2.120	contig_48757	2667	2783	-	5S
MFD00008.bin.2.121	contig_28004	409146	409262	-	5S
MFD00008.bin.2.121	contig_28004	409481	412449	-	23S
MFD00008.bin.2.121	contig_28004	928292	929825	-	16S
MFD00008.bin.2.123	contig_11372	229	345	+	5S
MFD00008.bin.2.125	contig_4736	1352842	1352958	-	5S
MFD00008.bin.2.125	contig_4736	1353354	1356316	-	23S
MFD00008.bin.2.125	contig_4736	1357431	1358932	-	16S
MFD00008.bin.2.127	contig_5874	339272	339387	-	5S
MFD00008.bin.2.127	contig_5874	339698	342618	-	23S
MFD00008.bin.2.127	contig_5874	343530	345031	-	16S
MFD00008.bin.2.128	contig_48041	387887	388003	-	5S
MFD00008.bin.2.128	contig_48041	388113	392037	-	23S
MFD00008.bin.2.128	contig_48041	392411	393934	-	16S
MFD00008.bin.2.129	contig_106084	34596	34709	-	5S
MFD00008.bin.2.129	contig_106084	34776	35739	-	(partial) 23S
MFD00008.bin.2.129	contig_14528	1669663	1671177	+	16S
MFD00008.bin.2.129	contig_14528	1671616	1674682	+	23S
MFD00008.bin.2.129	contig_14528	1674749	1674865	+	5S
MFD00008.bin.2.13	contig_31576	777120	777236	-	5S
MFD00008.bin.2.13	contig_31576	777313	780294	-	23S
MFD00008.bin.2.13	contig_31576	780550	782094	-	16S
MFD00008.bin.2.130	contig_14088	796001	796117	-	5S
MFD00008.bin.2.130	contig_14088	796223	799662	-	23S
MFD00008.bin.2.130	contig_14088	800064	801563	-	16S
MFD00008.bin.2.131	contig_11586	774692	774808	-	5S
MFD00008.bin.2.131	contig_11586	775149	778444	-	23S
MFD00008.bin.2.131	contig_11586	779446	780947	-	16S
MFD00008.bin.2.131	contig_11600	935	2435	-	16S
MFD00008.bin.2.132	contig_42915	602964	603080	-	5S
MFD00008.bin.2.132	contig_42915	603516	606635	-	23S
MFD00008.bin.2.132	contig_42915	608007	609525	-	16S
MFD00008.bin.2.133	contig_20377	39086	39200	-	5S
MFD00008.bin.2.133	contig_20377	39334	42085	-	23S
MFD00008.bin.2.133	contig_20377	42974	44471	-	16S
MFD00008.bin.2.135	contig_15446	75660	75774	-	5S
MFD00008.bin.2.135	contig_15446	75941	78927	-	23S
MFD00008.bin.2.135	contig_15446	79857	81358	-	16S
MFD00008.bin.2.135	contig_15457	13	1498	+	16S
MFD00008.bin.2.135	contig_15457	2322	5214	+	23S
MFD00008.bin.2.135	contig_15457	5382	5496	+	5S
MFD00008.bin.2.136	contig_57225	97324	98833	+	16S
MFD00008.bin.2.136	contig_57225	99529	103602	+	23S
MFD00008.bin.2.136	contig_57225	103769	103885	+	5S
MFD00008.bin.2.138	contig_16729	84083	84199	-	5S
MFD00008.bin.2.138	contig_4611	506741	508253	+	16S
MFD00008.bin.2.138	contig_4611	508586	511788	+	23S
MFD00008.bin.2.138	contig_7649	666702	666818	-	5S
MFD00008.bin.2.138	contig_7649	666920	670122	-	23S
MFD00008.bin.2.138	contig_7649	670455	671966	-	16S
MFD00008.bin.2.14	contig_34877	173810	173932	+	5S
MFD00008.bin.2.14	contig_34877	418823	420297	+	16S
MFD00008.bin.2.14	contig_43292	150346	153284	+	23S
MFD00008.bin.2.143	contig_43067	2867	2981	-	5S
MFD00008.bin.2.143	contig_43067	3077	5886	-	23S
MFD00008.bin.2.143	contig_43067	6729	8214	-	16S
MFD00008.bin.2.144	contig_6520	151855	153339	+	16S
MFD00008.bin.2.144	contig_6520	154223	157035	+	23S
MFD00008.bin.2.144	contig_6520	157169	157283	+	5S
MFD00008.bin.2.144	contig_6520	157882	157996	+	5S
MFD00008.bin.2.148	contig_23473	635421	636990	+	16S
MFD00008.bin.2.148	contig_23473	637670	640673	+	23S
MFD00008.bin.2.148	contig_23473	640828	640943	+	5S
MFD00008.bin.2.149	contig_14596	317868	319367	+	16S
MFD00008.bin.2.149	contig_14596	320057	323006	+	23S
MFD00008.bin.2.149	contig_14596	323180	323296	+	5S
MFD00008.bin.2.151	contig_56478	253694	255262	+	16S
MFD00008.bin.2.151	contig_56478	255865	258756	+	23S
MFD00008.bin.2.151	contig_56478	258871	258986	+	5S
MFD00008.bin.2.152	contig_7657	875327	876845	+	16S
MFD00008.bin.2.152	contig_7657	877274	880408	+	23S
MFD00008.bin.2.152	contig_7657	880498	880614	+	5S
MFD00008.bin.2.153	contig_18656	696473	696589	-	5S
MFD00008.bin.2.153	contig_18656	696714	699664	-	23S
MFD00008.bin.2.153	contig_18656	700364	701864	-	16S
MFD00008.bin.2.154	contig_56279	318949	320432	+	16S
MFD00008.bin.2.154	contig_56279	321153	324082	+	23S
MFD00008.bin.2.154	contig_56279	324258	324375	+	5S
MFD00008.bin.2.154	contig_56279	328001	328127	+	5S
MFD00008.bin.2.157	contig_39751	378399	379873	+	16S
MFD00008.bin.2.157	contig_39751	1632383	1635320	-	23S
MFD00008.bin.2.157	contig_91993	17223	17345	-	5S
MFD00008.bin.2.160	contig_58203	252148	253713	+	16S
MFD00008.bin.2.160	contig_58203	254381	257381	+	23S
MFD00008.bin.2.160	contig_58203	257569	257686	+	5S
MFD00008.bin.2.162	contig_48983	148148	149677	+	16S
MFD00008.bin.2.163	contig_70907	28985	30473	+	16S
MFD00008.bin.2.163	contig_70907	31361	34178	+	23S
MFD00008.bin.2.163	contig_70907	34242	34356	+	5S
MFD00008.bin.2.164	contig_13763	756750	758265	+	16S
MFD00008.bin.2.164	contig_13763	758593	761721	+	23S
MFD00008.bin.2.164	contig_13763	761831	761947	+	5S
MFD00008.bin.2.168	contig_14638	140236	141766	+	16S
MFD00008.bin.2.168	contig_14638	142039	145155	+	23S
MFD00008.bin.2.168	contig_14638	145238	145351	+	5S
MFD00008.bin.2.17	contig_22796	2239511	2241039	-	16S
MFD00008.bin.2.17	contig_8698	701860	701976	-	5S
MFD00008.bin.2.17	contig_8698	702101	705073	-	23S
MFD00008.bin.2.170	contig_13772	157386	157502	-	5S
MFD00008.bin.2.170	contig_13772	157616	160819	-	23S
MFD00008.bin.2.170	contig_13772	161177	162691	-	16S
MFD00008.bin.2.171	contig_71148	1	1555	+	(partial) 23S
MFD00008.bin.2.171	contig_71148	1693	1808	+	5S
MFD00008.bin.2.173	contig_7827	243317	243433	-	5S
MFD00008.bin.2.173	contig_7827	243503	247532	-	23S
MFD00008.bin.2.173	contig_7827	247805	249351	-	16S
MFD00008.bin.2.174	contig_27622	3595438	3595554	-	5S
MFD00008.bin.2.174	contig_27622	3595622	3599362	-	23S
MFD00008.bin.2.174	contig_27622	3599702	3601248	-	16S
MFD00008.bin.2.176	contig_23982	149	263	+	5S
MFD00008.bin.2.18	contig_10334	953848	955362	+	16S
MFD00008.bin.2.18	contig_10334	955701	958898	+	23S
MFD00008.bin.2.18	contig_10334	959008	959124	+	5S
MFD00008.bin.2.180	contig_40314	261003	263964	+	23S
MFD00008.bin.2.180	contig_40314	264213	264329	+	5S
MFD00008.bin.2.180	contig_40314	617841	619370	+	16S
MFD00008.bin.2.19	contig_47407	1633700	1633814	-	5S
MFD00008.bin.2.19	contig_47407	1633981	1637551	-	23S
MFD00008.bin.2.19	contig_47407	1637908	1639461	-	16S
MFD00008.bin.2.2	contig_11596	1360486	1361987	+	16S
MFD00008.bin.2.2	contig_11596	1362862	1365817	+	23S
MFD00008.bin.2.2	contig_11596	1366180	1366296	+	5S
MFD00008.bin.2.20	contig_63811	1	888	-	(partial) 16S
MFD00008.bin.2.22	contig_42307	102664	104187	+	16S
MFD00008.bin.2.22	contig_42307	104563	108476	+	23S
MFD00008.bin.2.22	contig_42307	108587	108703	+	5S
MFD00008.bin.2.28	contig_5316	2508249	2509777	+	16S
MFD00008.bin.2.28	contig_5316	3921686	3924660	+	23S
MFD00008.bin.2.28	contig_5316	3924906	3925022	+	5S
MFD00008.bin.2.29	contig_32639	376716	378228	+	16S
MFD00008.bin.2.29	contig_32639	379177	383452	+	23S
MFD00008.bin.2.29	contig_32639	383616	383732	+	5S
MFD00008.bin.2.30	contig_28838	263143	264665	+	16S
MFD00008.bin.2.30	contig_28838	264969	268962	+	23S
MFD00008.bin.2.30	contig_28838	269043	269159	+	5S
MFD00008.bin.2.34	contig_100941	107	221	+	5S
MFD00008.bin.2.35	contig_12977	84583	86084	+	16S
MFD00008.bin.2.35	contig_12977	87421	90798	+	23S
MFD00008.bin.2.35	contig_12977	91273	91389	+	5S
MFD00008.bin.2.37	contig_43315	45293	45407	-	5S
MFD00008.bin.2.37	contig_43315	45588	48397	-	23S
MFD00008.bin.2.37	contig_43315	49101	50586	-	16S
MFD00008.bin.2.38	contig_35377	185759	187305	+	16S
MFD00008.bin.2.38	contig_35377	187673	190672	+	23S
MFD00008.bin.2.38	contig_35377	190742	190858	+	5S
MFD00008.bin.2.40	contig_8502	420442	420558	-	5S
MFD00008.bin.2.40	contig_8502	420628	424338	-	23S
MFD00008.bin.2.40	contig_8502	424793	426325	-	16S
MFD00008.bin.2.41	contig_96767	848	2349	-	16S
MFD00008.bin.2.42	contig_6231	367356	368854	+	16S
MFD00008.bin.2.42	contig_6231	369672	372743	+	23S
MFD00008.bin.2.42	contig_6231	372859	372975	+	5S
MFD00008.bin.2.44	contig_13771	274832	274948	-	5S
MFD00008.bin.2.44	contig_13771	275062	278259	-	23S
MFD00008.bin.2.44	contig_13771	278586	280100	-	16S
MFD00008.bin.2.45	contig_7984	135821	137368	+	16S
MFD00008.bin.2.45	contig_7984	137599	140586	+	23S
MFD00008.bin.2.45	contig_7984	140650	140766	+	5S
MFD00008.bin.2.46	contig_35150	908923	910446	+	16S
MFD00008.bin.2.46	contig_35150	910821	914712	+	23S
MFD00008.bin.2.46	contig_35150	914827	914943	+	5S
MFD00008.bin.2.47	contig_7479	213832	215333	+	16S
MFD00008.bin.2.47	contig_7479	216172	217389	+	(partial) 23S
MFD00008.bin.2.48	contig_27234	489823	489939	-	5S
MFD00008.bin.2.48	contig_27234	490077	493003	-	23S
MFD00008.bin.2.48	contig_27234	493765	495263	-	16S
MFD00008.bin.2.49	contig_55814	80595	82140	+	16S
MFD00008.bin.2.49	contig_7987	1	1015	+	(partial) 23S
MFD00008.bin.2.49	contig_7987	1082	1197	+	5S
MFD00008.bin.2.5	contig_14599	183	1692	+	16S
MFD00008.bin.2.5	contig_14599	2387	5909	+	23S
MFD00008.bin.2.5	contig_14599	6072	6188	+	5S
MFD00008.bin.2.53	contig_38647	35822	35938	-	5S
MFD00008.bin.2.54	contig_55691	172277	173749	+	16S
MFD00008.bin.2.54	contig_55691	174561	178161	+	23S
MFD00008.bin.2.54	contig_55691	178337	178451	+	5S
MFD00008.bin.2.55	contig_102386	227	342	+	5S
MFD00008.bin.2.55	contig_35183	40747	40862	-	5S
MFD00008.bin.2.55	contig_35183	41177	43994	-	23S
MFD00008.bin.2.55	contig_35183	44890	46408	-	16S
MFD00008.bin.2.56	contig_56231	62004	63521	+	16S
MFD00008.bin.2.56	contig_56231	64740	67701	+	23S
MFD00008.bin.2.56	contig_56231	68101	68217	+	5S
MFD00008.bin.2.56	contig_77132	161836	161952	-	5S
MFD00008.bin.2.59	contig_16967	89418	90954	-	16S
MFD00008.bin.2.59	contig_26452	538991	541961	+	23S
MFD00008.bin.2.59	contig_26452	542108	542224	+	5S
MFD00008.bin.2.6	contig_43291	143782	143898	-	5S
MFD00008.bin.2.6	contig_43291	143981	146907	-	23S
MFD00008.bin.2.6	contig_43291	147539	149039	-	16S
MFD00008.bin.2.6	contig_51026	223536	225037	+	16S
MFD00008.bin.2.6	contig_51026	225611	228537	+	23S
MFD00008.bin.2.6	contig_51026	228620	228736	+	5S
MFD00008.bin.2.60	contig_13021	69379	69486	-	5S
MFD00008.bin.2.60	contig_13021	69663	72462	-	23S
MFD00008.bin.2.60	contig_13021	73089	74569	-	16S
MFD00008.bin.2.60	contig_65105	111962	113442	+	16S
MFD00008.bin.2.60	contig_65105	114069	116868	+	23S
MFD00008.bin.2.60	contig_65105	117045	117152	+	5S
MFD00008.bin.2.61	contig_15592	218692	218807	-	5S
MFD00008.bin.2.61	contig_15593	1	3841	-	(3' truncated) 23S
MFD00008.bin.2.61	contig_15593	4495	6033	-	16S
MFD00008.bin.2.62	contig_5885	110	225	+	5S
MFD00008.bin.2.63	contig_5878	1	110	-	(3' truncated) 5S
MFD00008.bin.2.63	contig_5878	477	3393	-	23S
MFD00008.bin.2.63	contig_5878	4277	5778	-	16S
MFD00008.bin.2.63	contig_5884	1	1594	+	(partial) 23S
MFD00008.bin.2.63	contig_5884	1897	2012	+	5S
MFD00008.bin.2.65	contig_20072	419016	420542	+	16S
MFD00008.bin.2.65	contig_20072	420879	424003	+	23S
MFD00008.bin.2.65	contig_30713	94821	98007	-	23S
MFD00008.bin.2.65	contig_30713	125594	125710	+	5S
MFD00008.bin.2.68	contig_39829	38522	39083	+	(partial) 16S
MFD00008.bin.2.69	contig_62527	194381	195865	+	16S
MFD00008.bin.2.69	contig_62527	196666	199488	+	23S
MFD00008.bin.2.69	contig_62527	199578	199692	+	5S
MFD00008.bin.2.7	contig_10676	217825	219309	+	16S
