bin	contig	start	end	strand	rrna
Cshang2bin.2	Cshang2bin.2k141_1324035	3442	4421	+	(partial) 16S
Cshang2bin.2	Cshang2bin.2k141_1612453	576	689	+	5S
Cshang4bin.10	Cshang4bin.10k141_159446	31937	33453	-	16S
Cshang4bin.10	Cshang4bin.10k141_159446	33569	36331	-	23S
Cshang5bin.10	Cshang5bin.10k141_614698	5449	5560	-	5S
Cshang5bin.10	Cshang5bin.10k141_299646	21551	21662	-	5S
Cshang5bin.2	Cshang5bin.2k141_229678	408	1933	-	16S
Ctu5_BDbin.2	Ctu5_BDbin.2k141_556085	657	772	+	5S
Cxia3_Bbin.11	Cxia3_Bbin.11k141_454307	2553	2648	-	(5' truncated) 5S
Cxia3_Bbin.11	Cxia3_Bbin.11k141_27105	4691	4806	-	5S
Cxia4_Bbin.2	Cxia4_Bbin.2k141_861303	11466	11585	+	5S
Cxia5_Bbin.11	Cxia5_Bbin.11k141_132355	1505	4394	+	23S
Cxia5_Bbin.11	Cxia5_Bbin.11k141_132355	4587	4699	+	5S
Cxia5_Bbin.4	Cxia5_Bbin.4k141_523039	15488	16396	+	(partial) 16S
D1rbin.1	D1rbin.1k141_1245750	1	937	-	(partial) 16S
D1rbin.13	D1rbin.13k141_1951750	260	375	+	5S
D1rbin.2	D1rbin.2k141_152714	1	1407	-	(3' truncated) 16S
D1rbin.2	D1rbin.2k141_1534079	1143	2631	+	16S
D1rbin.2	D1rbin.2k141_1962914	41952	42067	-	5S
D2rbin.13	D2rbin.13k141_388145	4151	4247	-	(5' truncated) 5S
D2rbin.14	D2rbin.14k141_1888745	66441	66558	-	5S
D2rbin.5	D2rbin.5k141_218367	16629	16743	-	5S
D2rbin.5	D2rbin.5k141_427172	1	833	-	(partial) 16S
D2rbin.9	D2rbin.9k141_1230329	64416	64530	-	5S
D3rbin.1	D3rbin.1k141_1590298	359	2341	+	(partial) 23S
D3rbin.1	D3rbin.1k141_885515	746	1247	-	(partial) 16S
D3rbin.1	D3rbin.1k141_1078372	1	745	-	(partial) 16S
D3rbin.1	D3rbin.1k141_1508696	1088	2494	+	(partial) 23S
D3rbin.1	D3rbin.1k141_997031	1	86	+	(partial) 5S
D3rbin.1	D3rbin.1k141_2595966	1	86	+	(partial) 5S
D3rbin.10	D3rbin.10k141_731597	39942	40411	+	(partial) 16S
D3rbin.10	D3rbin.10k141_704949	17651	17766	-	5S
D3rbin.12	D3rbin.12k141_68854	2643	3609	+	(partial) 16S
D3rbin.13	D3rbin.13k141_2561896	361	476	+	5S
D3rbin.17	D3rbin.17k141_139303	48182	48276	-	(partial) 5S
D3rbin.2	D3rbin.2k141_655899	10889	11003	-	5S
D3rbin.3	D3rbin.3k141_735537	20	136	+	5S
D3rbin.3	D3rbin.3k141_563754	24696	24812	-	5S
D3rbin.3	D3rbin.3k141_771931	280	396	+	5S
D3rbin.3	D3rbin.3k141_83334	52403	52519	-	5S
D3rbin.3	D3rbin.3k141_2510472	513	629	+	5S
D3rbin.3	D3rbin.3k141_150963	1	105	+	(5' truncated) 5S
D3rbin.3	D3rbin.3k141_151143	1	105	+	(5' truncated) 5S
D3rbin.4	D3rbin.4k141_2378478	23128	23224	-	(5' truncated) 5S
D3rbin.6	D3rbin.6k141_1463267	1	1008	-	(partial) 16S
D3rbin.6	D3rbin.6k141_600330	1	1516	-	(partial) 23S
D3rbin.6	D3rbin.6k141_2366444	1	2842	-	(3' truncated) 23S
D3rbin.6	D3rbin.6k141_1906015	2009	2123	-	5S
D4rbin.1	D4rbin.1k141_1679123	18288	18404	-	5S
D4rbin.14	D4rbin.14k141_1917492	427	541	+	5S
D4rbin.15	D4rbin.15k141_2389237	398	515	+	5S
D4rbin.2	D4rbin.2k141_553415	1	1221	-	(partial) 23S
D4rbin.2	D4rbin.2k141_1118054	566	2021	+	(3' truncated) 16S
D4rbin.2	D4rbin.2k141_211884	75	1144	-	(partial) 23S
D4rbin.2	D4rbin.2k141_2045434	1	1290	+	(partial) 23S
D4rbin.2	D4rbin.2k141_2254271	1	1601	+	(partial) 23S
D4rbin.2	D4rbin.2k141_125059	1	475	+	(partial) 16S
D4rbin.2	D4rbin.2k141_2495676	4706	6537	+	16S
D4rbin.8	D4rbin.8k141_1971600	292	408	+	5S
D5rbin.1	D5rbin.1k141_39945	19576	19691	-	5S
D5rbin.7	D5rbin.7k141_2400129	3996	4111	-	5S
D6rbin.11	D6rbin.11k141_1449175	1	992	+	(partial) 23S
D6rbin.11	D6rbin.11k141_1449175	1188	1302	+	5S
D6rbin.11	D6rbin.11k141_1744286	15933	16926	+	(partial) 16S
D6rbin.12	D6rbin.12k141_1113147	3068	3186	-	5S
D6rbin.14	D6rbin.14k141_2754594	1331	1447	-	5S
D6rbin.15	D6rbin.15k141_10282	69406	70399	+	(partial) 16S
D6rbin.15	D6rbin.15k141_3033830	69992	70107	-	5S
D6rbin.16	D6rbin.16k141_188105	4309	5095	+	(partial) 16S
D6rbin.2	D6rbin.2k141_242700	635	751	+	5S
D6rbin.20	D6rbin.20k141_1614625	20115	20231	-	5S
D6rbin.3	D6rbin.3k141_2209145	4604	4720	-	5S
D6rbin.7	D6rbin.7k141_2940081	1917	2028	-	5S
D6rbin.8	D6rbin.8k141_2060794	83	199	+	5S
D6rbin.8	D6rbin.8k141_297304	1	773	-	(partial) 16S
DRR101455rebin.1	DRR101455rebin.1k141_393220	16427	17965	+	16S
DRR101456rebin.12	DRR101456rebin.12k141_903897	2010	3417	+	16S
DRR101456rebin.12	DRR101456rebin.12k141_969163	1	2257	-	(partial) 23S
DRR101456rebin.3	DRR101456rebin.3k141_868418	4363	4479	-	5S
DRR101456rebin.3	DRR101456rebin.3k141_680084	1	1176	+	(partial) 23S
DRR101456rebin.3	DRR101456rebin.3k141_680084	1303	1419	+	5S
DRR101456rebin.6	DRR101456rebin.6k141_454218	56920	58471	+	16S
DRR101456rebin.6	DRR101456rebin.6k141_454218	58617	60758	+	(partial) 23S
DRR101456rebin.8	DRR101456rebin.8k141_431441	4554	4670	-	5S
DRR101456rebin.8	DRR101456rebin.8k141_431441	4797	6275	-	(partial) 23S
DRR101456rebin.9	DRR101456rebin.9k141_101099	60416	61295	+	(partial) 16S
DRR101456rebin.9	DRR101456rebin.9k141_697406	13	125	+	5S
DRR101456rebin.9	DRR101456rebin.9k141_604300	13	125	+	5S
DRR101457rebin.3	DRR101457rebin.3k141_525273	1541	1657	+	5S
DRR101457rebin.6	DRR101457rebin.6k141_43769	19	134	+	5S
DRR101457rebin.6	DRR101457rebin.6k141_525706	3371	3474	-	(5' truncated) 5S
DRR101457rebin.6	DRR101457rebin.6k141_90036	19	134	+	5S
DRR101457rebin.6	DRR101457rebin.6k141_314601	10	125	+	5S
DRR101458rebin.1	DRR101458rebin.1k141_408398	1309	1425	-	5S
DRR101462rebin.2	DRR101462rebin.2k141_486	8	1545	+	16S
DRR101462rebin.2	DRR101462rebin.2k141_459084	28	147	-	5S
DRR101462rebin.2	DRR101462rebin.2k141_63848	1	1767	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_355085	1	1785	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_334672	1	2215	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_709277	442	1585	-	(partial) 16S
DRR101462rebin.2	DRR101462rebin.2k141_43660	40	1530	+	16S
DRR101462rebin.2	DRR101462rebin.2k141_147975	1	2014	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_356009	1	1243	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_356009	1443	1558	+	5S
DRR101462rebin.2	DRR101462rebin.2k141_543766	62	1552	-	16S
DRR101462rebin.2	DRR101462rebin.2k141_2868	2845	2958	-	(5' truncated) 5S
DRR101462rebin.2	DRR101462rebin.2k141_586299	179	1715	-	16S
DRR101462rebin.2	DRR101462rebin.2k141_544915	147	1706	-	16S
DRR101462rebin.2	DRR101462rebin.2k141_87049	1	1360	+	(5' truncated) 16S
DRR101462rebin.2	DRR101462rebin.2k141_524468	258	2644	+	(3' truncated) 23S
DRR101462rebin.2	DRR101462rebin.2k141_274998	1	1457	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_379427	1	661	-	(partial) 16S
DRR101462rebin.2	DRR101462rebin.2k141_68237	1	2364	-	23S
DRR101462rebin.2	DRR101462rebin.2k141_630297	246	1744	-	16S
DRR101462rebin.2	DRR101462rebin.2k141_671800	1	1230	+	(5' truncated) 16S
DRR101462rebin.2	DRR101462rebin.2k141_672271	15	2936	-	23S
DRR101462rebin.2	DRR101462rebin.2k141_568215	1	1626	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_506038	1	1897	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_298194	1113	2643	-	16S
DRR101462rebin.2	DRR101462rebin.2k141_215096	1	1492	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_132259	1	1577	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_133125	1	2605	+	23S
DRR101462rebin.2	DRR101462rebin.2k141_674100	1	1753	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_258938	74	1549	+	16S
DRR101462rebin.2	DRR101462rebin.2k141_592063	1	1754	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_301113	1	2042	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_113822	477	1724	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_51671	1	1931	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_93909	1	1469	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_136173	437	1606	-	(partial) 16S
DRR101462rebin.2	DRR101462rebin.2k141_32427	403	1939	+	16S
DRR101462rebin.2	DRR101462rebin.2k141_178403	1	2263	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_116148	1	1624	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_615705	1	1513	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_95729	3894	5275	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_470323	1	1750	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_533253	59	1580	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_741320	136	1527	-	(5' truncated) 16S
DRR101462rebin.2	DRR101462rebin.2k141_492007	1	1835	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_679381	1	1667	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_493259	362	1588	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_139720	334	2274	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_493450	301	1791	+	16S
DRR101462rebin.2	DRR101462rebin.2k141_368738	1	1632	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_56548	134	1508	+	(3' truncated) 16S
DRR101462rebin.2	DRR101462rebin.2k141_743995	1	523	+	(partial) 16S
DRR101462rebin.2	DRR101462rebin.2k141_182754	1	2081	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_661497	393	1676	-	(5' truncated) 16S
DRR101462rebin.2	DRR101462rebin.2k141_224484	1	1254	-	(3' truncated) 16S
DRR101462rebin.2	DRR101462rebin.2k141_744805	1	1231	+	(5' truncated) 16S
DRR101462rebin.2	DRR101462rebin.2k141_744805	1621	3651	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_372086	337	2851	+	(3' truncated) 23S
DRR101462rebin.2	DRR101462rebin.2k141_726224	120	1612	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_414310	1	2038	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_186209	386	1897	+	16S
DRR101462rebin.2	DRR101462rebin.2k141_270026	1	1362	+	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_270026	1441	1557	+	5S
DRR101462rebin.2	DRR101462rebin.2k141_436792	1	1508	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_686540	102	1630	-	(partial) 23S
DRR101462rebin.2	DRR101462rebin.2k141_582661	1	1440	+	(partial) 23S
DRR101463bin.2	DRR101463bin.2k141_559714	328	444	+	5S
DRR101463bin.4	DRR101463bin.4k141_108404	1	897	-	(partial) 16S
DRR101464rebin.1	DRR101464rebin.1k141_295346	3440	3556	-	5S
DRR101464rebin.4	DRR101464rebin.4k141_900009	1339	1917	+	(partial) 16S
DRR160707rebin.2	DRR160707rebin.2k141_511770	2820	2936	-	5S
DRR160708rebin.3	DRR160708rebin.3k141_195427	1	1355	+	(5' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_390522	19	1725	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_703823	1	1540	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_197078	1	1680	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_274102	277	2197	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_508183	1	1464	+	(5' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_393108	997	1113	-	5S
DRR160708rebin.3	DRR160708rebin.3k141_393108	1191	2789	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_432545	1111	1896	-	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_705650	1	790	+	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_705650	982	2089	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_275163	1	3352	+	23S
DRR160708rebin.3	DRR160708rebin.3k141_397291	1	2147	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_4098	457	1966	+	16S
DRR160708rebin.3	DRR160708rebin.3k141_710366	432	3435	+	23S
DRR160708rebin.3	DRR160708rebin.3k141_710366	3503	3619	+	5S
DRR160708rebin.3	DRR160708rebin.3k141_472285	1	1643	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_439410	165	1699	+	16S
DRR160708rebin.3	DRR160708rebin.3k141_92035	393	1895	+	16S
DRR160708rebin.3	DRR160708rebin.3k141_170812	724	2055	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_445590	1136	1812	+	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_250422	264	380	-	5S
DRR160708rebin.3	DRR160708rebin.3k141_250422	456	1723	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_719137	1	1748	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_719137	1825	1941	+	5S
DRR160708rebin.3	DRR160708rebin.3k141_173611	1	1513	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_57028	294	1557	+	(3' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_408882	997	1113	-	5S
DRR160708rebin.3	DRR160708rebin.3k141_126527	1	1412	-	(3' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_721809	157	1960	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_516912	1	925	+	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_410940	1	1641	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_410940	1793	1908	+	5S
DRR160708rebin.3	DRR160708rebin.3k141_517516	783	2126	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_596348	1086	1200	-	5S
DRR160708rebin.3	DRR160708rebin.3k141_179955	151	3042	+	23S
DRR160708rebin.3	DRR160708rebin.3k141_688889	1	1539	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_689755	1	1380	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_418000	357	1529	+	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_364787	4	1496	-	16S
DRR160708rebin.3	DRR160708rebin.3k141_419001	235	1912	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_224147	1	1677	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_420005	327	1878	-	16S
DRR160708rebin.3	DRR160708rebin.3k141_692915	1	1665	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_226981	1	675	+	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_327266	1	1321	-	(3' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_366627	1	1270	+	(5' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_734583	1	1295	+	(5' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_228014	636	1556	+	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_522841	1	1860	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_522841	1947	2063	+	5S
DRR160708rebin.3	DRR160708rebin.3k141_110970	1116	2223	-	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_737857	276	1572	+	(3' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_524126	114	1658	+	16S
DRR160708rebin.3	DRR160708rebin.3k141_271453	1	1544	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_760376	1	1234	+	(5' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_136703	314	1535	-	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_331745	134	1738	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_489645	1	1608	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_21608	531	1738	-	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_573902	310	1808	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_648705	1	625	+	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_29183	319	1819	+	(3' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_578884	145	261	-	5S
DRR160708rebin.3	DRR160708rebin.3k141_578884	398	1951	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_532952	1	1545	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_652202	1	1958	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_771449	400	1771	-	(5' truncated) 16S
DRR160708rebin.3	DRR160708rebin.3k141_304455	1	876	+	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_774642	1	1138	+	(partial) 16S
DRR160708rebin.3	DRR160708rebin.3k141_656459	1	1501	+	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_657357	1	1451	-	(partial) 23S
DRR160708rebin.3	DRR160708rebin.3k141_544565	1	506	+	(partial) 16S
DRR160710rebin.1	DRR160710rebin.1k141_508653	1	551	-	(partial) 16S
DRR160710rebin.1	DRR160710rebin.1k141_117549	6989	7105	-	5S
DRR160710rebin.1	DRR160710rebin.1k141_117549	7169	8116	-	(partial) 23S
DRR160711rebin.1	DRR160711rebin.1k141_367417	6107	6223	-	5S
DRR160711rebin.1	DRR160711rebin.1k141_717348	715	832	+	5S
DRR160712rebin.2	DRR160712rebin.2k141_137030	5733	5849	-	5S
DRR160712rebin.7	DRR160712rebin.7k141_299218	735	851	+	5S
DRR160712rebin.7	DRR160712rebin.7k141_359839	310	1812	-	16S
DRR160714rebin.2	DRR160714rebin.2k141_451811	7459	7575	-	5S
DRR160715rebin.1	DRR160715rebin.1k141_778678	1892	2008	-	5S
DRR160715rebin.1	DRR160715rebin.1k141_197493	2413	3380	+	(partial) 16S
ED2bin.1	ED2bin.1k141_2861349	127	242	+	5S
ED2bin.10	ED2bin.10k141_349871	2744	2859	-	5S
ED2bin.11	ED2bin.11k141_348526	1964	2065	-	(5' truncated) 5S
ED2bin.11	ED2bin.11k141_956631	6025	6140	-	5S
ED2bin.11	ED2bin.11k141_1480924	8716	8831	-	5S
ED2bin.11	ED2bin.11k141_1548829	13	128	+	5S
ED2bin.11	ED2bin.11k141_1617240	12132	12236	-	(5' truncated) 5S
ED2bin.11	ED2bin.11k141_2857197	1646	1755	-	5S
ED2bin.2	ED2bin.2k141_1618960	10483	11991	-	16S
ED2bin.2	ED2bin.2k141_1618960	12169	14885	-	23S
ED2bin.2	ED2bin.2k141_1630584	6595	6704	-	5S
ED2bin.3	ED2bin.3k141_1025921	15901	16013	-	5S
ED2bin.6	ED2bin.6k141_2752629	7790	7908	+	5S
ED2bin.7	ED2bin.7k141_732008	7574	8288	+	(partial) 16S
ED2bin.8	ED2bin.8k141_185142	616	731	+	5S
ED3bin.3	ED3bin.3k141_157420	4474	4590	-	5S
ED3bin.4	ED3bin.4k141_450957	2039	4958	+	23S
ED3bin.4	ED3bin.4k141_450957	5124	5239	+	5S
ERR1051325rbin.1	ERR1051325rbin.1k141_863030	20036	20152	-	5S
ERR1051325rbin.1	ERR1051325rbin.1k141_863030	20218	24171	-	23S
ERR1051325rbin.1	ERR1051325rbin.1k141_863030	24811	25766	-	(partial) 16S
ERR1051325rbin.1	ERR1051325rbin.1k141_1020283	1	1448	-	(3' truncated) 16S
ERR1051325rbin.11	ERR1051325rbin.11k141_281323	1	991	-	(partial) 16S
ERR1051325rbin.12	ERR1051325rbin.12k141_422851	1	1427	-	(3' truncated) 16S
ERR1051325rbin.12	ERR1051325rbin.12k141_158530	21172	21288	-	5S
ERR1051325rbin.12	ERR1051325rbin.12k141_350909	179070	180939	+	(partial) 23S
ERR1051325rbin.14	ERR1051325rbin.14k141_1371737	1	673	-	(partial) 16S
ERR1051325rbin.14	ERR1051325rbin.14k141_210768	328	444	+	5S
ERR1051325rbin.15	ERR1051325rbin.15k141_453808	2223	2339	-	5S
ERR1051325rbin.17	ERR1051325rbin.17k141_610687	1	1510	+	(partial) 23S
ERR1051325rbin.17	ERR1051325rbin.17k141_610687	1644	1750	+	5S
ERR1051325rbin.17	ERR1051325rbin.17k141_1207876	94628	96164	+	16S
ERR1051325rbin.17	ERR1051325rbin.17k141_1207876	96360	99286	+	23S
ERR1051325rbin.18	ERR1051325rbin.18k141_49722	620	735	+	5S
ERR1051325rbin.18	ERR1051325rbin.18k141_1151017	258	373	+	5S
ERR1051325rbin.19	ERR1051325rbin.19k141_1069211	2434	2550	-	5S
ERR1051325rbin.23	ERR1051325rbin.23k141_454869	359	475	+	5S
ERR1051325rbin.23	ERR1051325rbin.23k141_858657	38363	38960	+	(partial) 16S
ERR1051325rbin.24	ERR1051325rbin.24k141_92717	247	363	+	5S
ERR1051325rbin.25	ERR1051325rbin.25k141_173904	46095	47427	+	(partial) 23S
ERR1051325rbin.25	ERR1051325rbin.25k141_300353	2475	2981	-	(partial) 16S
ERR1051325rbin.25	ERR1051325rbin.25k141_160111	12738	13402	-	(partial) 16S
ERR1051325rbin.26	ERR1051325rbin.26k141_257049	14848	14963	-	5S
ERR1051325rbin.26	ERR1051325rbin.26k141_102950	9113	10028	+	(partial) 16S
ERR1051325rbin.27	ERR1051325rbin.27k141_1029034	6367	6483	+	5S
ERR1051325rbin.28	ERR1051325rbin.28k141_591105	6409	7922	+	16S
ERR1051325rbin.29	ERR1051325rbin.29k141_802165	37070	38648	+	16S
ERR1051325rbin.29	ERR1051325rbin.29k141_802165	39238	43599	+	23S
ERR1051325rbin.29	ERR1051325rbin.29k141_148211	1	2549	+	(5' truncated) 23S
ERR1051325rbin.29	ERR1051325rbin.29k141_148211	2675	2791	+	5S
ERR1051325rbin.30	ERR1051325rbin.30k141_1248616	12726	12845	+	5S
ERR1051325rbin.30	ERR1051325rbin.30k141_747701	8048	9351	+	(3' truncated) 16S
ERR1051325rbin.31	ERR1051325rbin.31k141_374762	5093	5209	-	5S
ERR1051325rbin.5	ERR1051325rbin.5k141_610118	971	1088	-	5S
ERR1051325rbin.5	ERR1051325rbin.5k141_610118	1167	2146	-	(partial) 23S
