bin	contig	start	end	strand	rrna
2199034002_1	2199034002.a:ANASMECb_4085297_C5847	26912	27033	-	5S
2199034002_1	2199034002.a:ANASMECb_4085297_C5847	27645	27766	-	5S
2199034002_1	2199034002.a:ANASMECb_4085297_C5847	27961	30956	-	23S
2199034002_1	2199034002.a:ANASMECb_4085297_C5847	31302	32785	-	16S
2199034002_3	2199034002.a:ANASMECb_4085297_C2155	122257	122374	-	5S
2199034002_3	2199034002.a:ANASMECb_4085297_C2155	122565	122682	-	5S
2199034002_3	2199034002.a:ANASMECb_4085297_C2155	122852	125753	-	23S
2199034002_3	2199034002.a:ANASMECb_4085297_C2155	126254	126371	-	5S
2199034002_3	2199034002.a:ANASMECb_4085297_C2155	126472	128005	-	16S
2199352035_7	2199352035.a:2207102126	877	993	+	5S
2209111003_3	2209111003.a:2210046136	8811	10334	+	16S
2225789004_10	2225789004.a:2227519077	1	1382	-	(partial) 23S
2225789004_10	2225789004.a:2227303027	1003	1115	+	5S
2225789004_11	2225789004.a:2227219680	238	352	+	5S
2225789004_15	2225789004.a:2227241901	1	954	-	(partial) 16S
2225789004_15	2225789004.a:2227493257	1	1407	-	(partial) 23S
2225789004_17	2225789004.a:2227496847	83	1644	-	16S
2225789004_28	2225789004.a:2227358550	9806	11309	+	16S
2225789004_28	2225789004.a:2227358550	14832	17952	+	23S
2225789004_28	2225789004.a:2227358550	18153	18260	+	5S
2225789004_5	2225789004.a:2227358540	1	103	+	(5' truncated) 5S
2225789004_9	2225789004.a:2227464381	417	533	+	5S
2225789004_9	2225789004.a:2227464381	540	656	+	5S
2228664000_9	2228664000.a:2228664000	77427	77537	-	5S
2228664000_9	2228664000.a:2228664000	77590	80483	-	23S
2228664000_9	2228664000.a:2228664000	80834	82369	-	16S
2236876025_22	2236876025.a:CowRDRAFT01_c0008680	194	310	+	5S
2236876025_8	2236876025.a:CowRDRAFT01_c0001296	12848	12957	-	5S
3300000030_4	3300000030.a:WSSedB1B_c000073	30902	31018	-	5S
3300000030_4	3300000030.a:WSSedB1B_c000073	31089	34093	-	23S
3300000030_4	3300000030.a:WSSedB1B_c000073	34499	35177	-	(partial) 16S
3300000030_4	3300000030.a:WSSedB1B_c000059	28776	30344	+	16S
3300000030_4	3300000030.a:WSSedB1B_c000059	30750	33754	+	23S
3300000030_4	3300000030.a:WSSedB1B_c000059	33825	33941	+	5S
3300000036_1	3300000036.a:IMNBGM34_c001145	2749	4257	-	16S
3300000036_1	3300000036.a:IMNBGM34_c001197	1	96	+	(5' truncated) 5S
3300000036_1	3300000036.a:IMNBGM34_c000178	10	126	-	5S
3300000036_1	3300000036.a:IMNBGM34_c000178	214	3396	-	23S
3300000036_2	3300000036.a:IMNBGM34_c000370	12227	12338	-	5S
3300000036_3	3300000036.a:IMNBGM34_c000314	1	573	-	(partial) 16S
3300000036_3	3300000036.a:IMNBGM34_c001221	4621	4733	-	5S
3300000041_1	3300000041.a:ARcpr5oldR_c000039	24978	25092	-	5S
3300000059_10	3300000059.a:PaHGMunAill_c0005002	6083	6183	-	(5' truncated) 5S
3300000059_10	3300000059.a:PaHGMunAill_c0002085	1	89	+	(partial) 5S
3300000059_15	3300000059.a:PaHGMunAill_c0003347	1	648	-	(partial) 16S
3300000059_16	3300000059.a:PaHGMunAill_c0002436	162	278	+	5S
3300000059_17	3300000059.a:PaHGMunAill_c0013409	343	457	+	5S
3300000059_18	3300000059.a:PaHGMunAill_c0013252	1	99	+	(5' truncated) 5S
3300000059_18	3300000059.a:PaHGMunAill_c0000281	8009	8122	-	5S
3300000059_18	3300000059.a:PaHGMunAill_c0000281	8204	11103	-	23S
3300000059_18	3300000059.a:PaHGMunAill_c0000281	11406	12967	-	16S
3300000059_23	3300000059.a:PaHGMunAill_c0001125	3	119	+	5S
3300000062_13	3300000062.a:IMNBL1DRAFT_c0009595	1	91	+	(partial) 5S
3300000062_14	3300000062.a:IMNBL1DRAFT_c0009145	4851	4939	-	(partial) 5S
3300000062_17	3300000062.a:IMNBL1DRAFT_c0001574	1	96	+	(5' truncated) 5S
3300000062_17	3300000062.a:IMNBL1DRAFT_c0002547	12495	12590	-	(5' truncated) 5S
3300000062_25	3300000062.a:IMNBL1DRAFT_c0005798	7	122	+	5S
3300000062_31	3300000062.a:IMNBL1DRAFT_c0002130	497	2058	-	16S
3300000062_35	3300000062.a:IMNBL1DRAFT_c0003852	8864	8974	-	5S
3300000062_46	3300000062.a:IMNBL1DRAFT_c0000151	1	670	+	(partial) 16S
3300000062_46	3300000062.a:IMNBL1DRAFT_c0000151	990	3921	+	23S
3300000062_46	3300000062.a:IMNBL1DRAFT_c0000151	3991	4095	+	5S
3300000062_46	3300000062.a:IMNBL1DRAFT_c0003799	8429	9426	+	(partial) 16S
3300000062_48	3300000062.a:IMNBL1DRAFT_c0000049	492	600	+	5S
3300000062_48	3300000062.a:IMNBL1DRAFT_c0000117	5	1511	-	16S
3300000062_8	3300000062.a:IMNBL1DRAFT_c0008080	1	99	+	(5' truncated) 5S
3300000062_8	3300000062.a:IMNBL1DRAFT_c0006306	171	286	+	5S
3300000089_5	3300000089.a:AustNasuHG_c1000026	1	98	+	(5' truncated) 5S
3300000089_5	3300000089.a:AustNasuHG_c1000853	1	98	+	(5' truncated) 5S
3300000110_2	3300000110.a:BSg2DRAFT_c10006716	1	102	+	(5' truncated) 5S
3300000110_2	3300000110.a:BSg2DRAFT_c10002929	1	97	+	(5' truncated) 5S
3300000111_6	3300000111.a:BSg1DRAFT_c10000002	276	1734	+	16S
3300000111_6	3300000111.a:BSg1DRAFT_c10000018	36027	38955	-	23S
3300000116_5	3300000116.a:DelMOSpr2010_c10000175	40992	41106	-	5S
3300000116_5	3300000116.a:DelMOSpr2010_c10000034	81691	81791	-	(5' truncated) 5S
3300000119_8	3300000119.a:KGI_S1_ANT01_95mDRAFT_c10009142	505	613	+	5S
3300000119_8	3300000119.a:KGI_S1_ANT01_95mDRAFT_c10000351	18663	20074	+	(3' truncated) 16S
3300000123_6	3300000123.a:KGI_S2_ANT06_2345mDRAFT_c1002406	530	645	+	5S
3300000123_6	3300000123.a:KGI_S2_ANT06_2345mDRAFT_c1002406	752	869	+	5S
3300000125_1	3300000125.a:TDF_MC_ARG01_113mDRAFT_c1000012	525	640	+	5S
3300000129_8	3300000129.a:KGI_S2_ANT04_2345mDRAFT_c1009267	2838	2953	-	5S
3300000129_8	3300000129.a:KGI_S2_ANT04_2345mDRAFT_c1002360	1	101	+	(5' truncated) 5S
3300000129_8	3300000129.a:KGI_S2_ANT04_2345mDRAFT_c1002187	1	95	+	(partial) 5S
3300000130_7	3300000130.a:SA_S2_NOR15_50mDRAFT_c10001643	456	572	+	5S
3300000132_10	3300000132.a:KGI_S2_ANT05_2345mDRAFT_c1005485	1	643	+	(partial) 16S
3300000132_10	3300000132.a:KGI_S2_ANT05_2345mDRAFT_c1004358	1861	1977	+	5S
3300000132_4	3300000132.a:KGI_S2_ANT05_2345mDRAFT_c1003986	591	706	+	5S
3300000132_4	3300000132.a:KGI_S2_ANT05_2345mDRAFT_c1000169	17408	18376	+	(partial) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10010564	693	2210	+	16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10010564	2649	3660	+	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10013135	1	1338	+	(5' truncated) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10008248	1	2039	-	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10008248	2545	4102	-	16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10009696	1	1482	-	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10009696	2365	3867	-	(5' truncated) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10008833	1	2393	-	(3' truncated) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10008833	2939	4090	-	(partial) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10014192	1	643	+	(partial) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10014192	1302	3041	+	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10008103	1	687	+	(partial) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10008103	1262	4264	+	23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10012761	1	1963	-	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10012761	2594	3252	-	(partial) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011446	1	1252	+	(5' truncated) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011446	1461	3478	+	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10009490	314	3288	+	23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10009490	3507	3623	+	5S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10010488	275	1801	+	16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10010488	2001	3676	+	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011462	1	1248	+	(5' truncated) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011462	1474	3474	+	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10009441	1	1832	-	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10009441	2723	3932	-	(partial) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011991	1	106	-	(3' truncated) 5S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011991	221	3146	-	23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011128	374	3299	+	23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011128	3452	3542	+	(partial) 5S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10006238	552	667	-	5S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10006238	859	3737	-	23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10006238	4315	5002	-	(partial) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10009241	2738	3979	-	(5' truncated) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10008809	203	4003	+	23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10000973	808	917	-	5S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10000973	1106	4347	-	23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10000973	5639	7114	-	16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10009754	1	658	+	(partial) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10009754	1028	3854	+	(3' truncated) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011539	1	659	+	(partial) 16S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011539	1548	3460	+	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011464	1	2002	-	(partial) 23S
3300000136_20	3300000136.a:KGI_S1_ANT02_95mDRAFT_c10011464	2817	3474	-	(partial) 16S
3300000145_1	3300000145.a:NICFPass4ILDRAFT_c000351	8216	9771	+	16S
3300000145_1	3300000145.a:NICFPass4ILDRAFT_c000351	10293	13185	+	23S
3300000145_1	3300000145.a:NICFPass4ILDRAFT_c000351	13327	13442	+	5S
3300000145_5	3300000145.a:NICFPass4ILDRAFT_c000924	1	91	+	(partial) 5S
3300000145_5	3300000145.a:NICFPass4ILDRAFT_c000308	19998	20114	-	5S
3300000145_7	3300000145.a:NICFPass4ILDRAFT_c000699	10283	11798	+	16S
3300000145_7	3300000145.a:NICFPass4ILDRAFT_c004841	32	186	+	5S
3300000145_8	3300000145.a:NICFPass4ILDRAFT_c001658	1	79	+	(partial) 5S
3300000145_8	3300000145.a:NICFPass4ILDRAFT_c000655	12883	12985	-	(5' truncated) 5S
3300000146_2	3300000146.a:SI54feb11_120mDRAFT_c1000726	9626	9709	-	(partial) 5S
3300000154_21	3300000154.a:SI47jul10_150mDRAFT_c1000185	1	1131	-	(partial) 16S
3300000154_21	3300000154.a:SI47jul10_150mDRAFT_c1000123	40450	43190	+	(3' truncated) 23S
3300000154_21	3300000154.a:SI47jul10_150mDRAFT_c1001076	12264	12370	-	5S
3300000162_3	3300000162.a:TB03JUN2009H_c000088	25800	27314	+	16S
3300000164_12	3300000164.a:SI39no09_200mDRAFT_c1000738	517	634	+	5S
3300000164_38	3300000164.a:SI39no09_200mDRAFT_c1000229	57	173	+	5S
3300000169_14	3300000169.a:NICFPass4SGDRAFT_c002203	3957	5461	+	16S
3300000169_14	3300000169.a:NICFPass4SGDRAFT_c002203	6036	7306	+	(partial) 23S
3300000169_14	3300000169.a:NICFPass4SGDRAFT_c000799	2260	2376	-	5S
3300000169_8	3300000169.a:NICFPass4SGDRAFT_c000233	23817	23933	-	5S
3300000169_8	3300000169.a:NICFPass4SGDRAFT_c000233	24008	26946	-	23S
3300000171_12	3300000171.a:SI47jul10_200mDRAFT_c1002144	4985	5103	-	5S
3300000171_12	3300000171.a:SI47jul10_200mDRAFT_c1000357	14822	15651	+	(partial) 16S
3300000171_15	3300000171.a:SI47jul10_200mDRAFT_c1000057	1314	1428	+	5S
3300000172_30	3300000172.a:SI34jun09_200mDRAFT_c1004123	1382	1498	+	5S
3300000172_30	3300000172.a:SI34jun09_200mDRAFT_c1000159	1	975	-	(partial) 16S
3300000205_11	3300000205.a:NICFPass4XylDRAFT_c000294	1	2718	+	(5' truncated) 23S
3300000205_11	3300000205.a:NICFPass4XylDRAFT_c000294	2790	2906	+	5S
3300000205_14	3300000205.a:NICFPass4XylDRAFT_c000535	16863	18352	+	16S
3300000205_14	3300000205.a:NICFPass4XylDRAFT_c000535	18967	21587	+	(3' truncated) 23S
3300000205_14	3300000205.a:NICFPass4XylDRAFT_c001411	9983	12920	-	23S
3300000205_14	3300000205.a:NICFPass4XylDRAFT_c000042	25084	25200	+	5S
3300000208_12	3300000208.a:NICFPass4AFXDRAFT_c000965	1	99	+	(5' truncated) 5S
3300000208_12	3300000208.a:NICFPass4AFXDRAFT_c000372	30594	31066	+	(partial) 16S
3300000208_12	3300000208.a:NICFPass4AFXDRAFT_c002095	1	101	+	(5' truncated) 5S
3300000208_12	3300000208.a:NICFPass4AFXDRAFT_c000282	35173	35276	-	(5' truncated) 5S
3300000208_12	3300000208.a:NICFPass4AFXDRAFT_c000394	30148	30250	-	(5' truncated) 5S
3300000208_12	3300000208.a:NICFPass4AFXDRAFT_c000121	48715	48813	-	(5' truncated) 5S
3300000208_14	3300000208.a:NICFPass4AFXDRAFT_c007413	244	360	+	5S
3300000208_15	3300000208.a:NICFPass4AFXDRAFT_c002115	413	529	+	5S
3300000208_15	3300000208.a:NICFPass4AFXDRAFT_c005699	5570	5666	-	(5' truncated) 5S
3300000208_16	3300000208.a:NICFPass4AFXDRAFT_c001841	10067	10183	-	5S
3300000208_16	3300000208.a:NICFPass4AFXDRAFT_c001841	10257	13215	-	23S
3300000208_16	3300000208.a:NICFPass4AFXDRAFT_c000153	42893	44452	+	16S
