bin	contig	len
2049941002_2	2049941002.a:LHMISPF_alex1_c1848	5196
2049941002_2	2049941002.a:LHMISPF_alex1_c1019	9216
2049941002_2	2049941002.a:LHMISPF_alex1_c1183	7263
2049941002_2	2049941002.a:LHMISPF_alex1_c904	11780
2049941002_2	2049941002.a:LHMISPF_alex1_c1681	6568
2049941002_2	2049941002.a:LHMISPF_alex1_c1418	7166
2049941002_2	2049941002.a:LHMISPF_alex1_c1912	3817
2049941002_2	2049941002.a:LHMISPF_alex1_c1080	17525
2049941002_2	2049941002.a:LHMISPF_alex1_c941	13185
2049941002_2	2049941002.a:LHMISPF_alex1_c951	10756
2049941002_2	2049941002.a:LHMISPF_alex1_c1606	6000
2049941002_2	2049941002.a:LHMISPF_alex1_c1193	8659
2049941002_2	2049941002.a:LHMISPF_alex1_c811	12027
2049941002_2	2049941002.a:LHMISPF_alex1_c1363	5352
2049941002_2	2049941002.a:LHMISPF_alex1_c1272	8935
2049941002_2	2049941002.a:LHMISPF_alex1_c1151	6703
2049941002_2	2049941002.a:LHMISPF_alex1_c1453	4583
2049941002_2	2049941002.a:LHMISPF_alex1_c57	18069
2049941002_2	2049941002.a:LHMISPF_alex1_c1340	9936
2049941002_2	2049941002.a:LHMISPF_alex1_c2058	5517
2051774008_1	2051774008.a:GSLNARP_contig28788	6035
2061766007_100	2061766007.a:rumenHiSeq_NODE_2618116_len_1213326_cov_3_989461	1213376
2061766007_100	2061766007.a:rumenHiSeq_NODE_23711_len_249476_cov_4_106303	249526
2061766007_111	2061766007.a:rumenHiSeq_NODE_4184686_len_165852_cov_2_396938	165902
2061766007_111	2061766007.a:rumenHiSeq_NODE_3901776_len_69579_cov_2_209991	69629
2061766007_111	2061766007.a:rumenHiSeq_NODE_3844706_len_135659_cov_2_350106	135709
2061766007_118	2061766007.a:rumenHiSeq_NODE_894248_len_97395_cov_3_682869	97445
2061766007_118	2061766007.a:rumenHiSeq_NODE_3264220_len_178207_cov_3_476856	178257
2061766007_118	2061766007.a:rumenHiSeq_NODE_97413_len_47617_cov_3_050150	47667
2061766007_118	2061766007.a:rumenHiSeq_NODE_2771153_len_260370_cov_3_574805	260420
2061766007_119	2061766007.a:rumenHiSeq_NODE_3812862_len_43894_cov_2_674329	43944
2061766007_124	2061766007.a:rumenHiSeq_NODE_3968140_len_40111_cov_3_413976	40161
2061766007_124	2061766007.a:rumenHiSeq_NODE_4300815_len_169710_cov_5_328560	169760
2061766007_124	2061766007.a:rumenHiSeq_NODE_3787768_len_44166_cov_4_061677	44216
2061766007_124	2061766007.a:rumenHiSeq_NODE_3907379_len_168220_cov_4_503507	168270
2061766007_124	2061766007.a:rumenHiSeq_NODE_3956981_len_101460_cov_4_073911	101510
2061766007_124	2061766007.a:rumenHiSeq_NODE_1718731_len_42983_cov_4_718121	43033
2061766007_144	2061766007.a:rumenHiSeq_NODE_593920_len_560173_cov_3_166072	560223
2061766007_144	2061766007.a:rumenHiSeq_NODE_1237696_len_147122_cov_3_143432	147172
2061766007_347	2061766007.a:rumenHiSeq_NODE_1285489_len_1049420_cov_1_848097	1049470
2061766007_49	2061766007.a:rumenHiSeq_NODE_2905649_len_268490_cov_2_756032	268540
2061766007_49	2061766007.a:rumenHiSeq_NODE_3647804_len_556469_cov_2_802916	556519
2061766007_49	2061766007.a:rumenHiSeq_NODE_4045596_len_300679_cov_2_601529	300729
2061766007_49	2061766007.a:rumenHiSeq_NODE_3886268_len_499230_cov_2_708804	499280
2061766007_49	2061766007.a:rumenHiSeq_NODE_3568020_len_106993_cov_3_082520	107043
2061766007_49	2061766007.a:rumenHiSeq_NODE_3703332_len_77926_cov_2_541000	77976
2061766007_49	2061766007.a:rumenHiSeq_NODE_951017_len_49873_cov_2_975458	49923
2061766007_49	2061766007.a:rumenHiSeq_NODE_1502_len_562652_cov_3_102646	562702
2061766007_49	2061766007.a:rumenHiSeq_NODE_2908073_len_399880_cov_3_084263	399930
2061766007_49	2061766007.a:rumenHiSeq_NODE_247522_len_64501_cov_3_016759	64551
2061766007_57	2061766007.a:rumenHiSeq_NODE_3811766_len_930460_cov_10_648161	930510
2061766007_57	2061766007.a:rumenHiSeq_NODE_498404_len_978722_cov_10_147888	978772
2061766007_57	2061766007.a:rumenHiSeq_NODE_1349183_len_441260_cov_10_284900	441310
2061766007_65	2061766007.a:rumenHiSeq_NODE_1058598_len_1068102_cov_5_138464	1068152
2061766007_65	2061766007.a:rumenHiSeq_NODE_2859513_len_1529587_cov_5_161252	1529637
2061766007_65	2061766007.a:rumenHiSeq_NODE_1003376_len_448496_cov_4_849749	448546
2061766007_67	2061766007.a:rumenHiSeq_NODE_2782421_len_97082_cov_2_241518	97132
2061766007_67	2061766007.a:rumenHiSeq_NODE_3754340_len_77251_cov_2_250249	77301
2061766007_68	2061766007.a:rumenHiSeq_NODE_3461702_len_229334_cov_4_764701	229384
2061766007_77	2061766007.a:rumenHiSeq_NODE_4202514_len_256401_cov_3_525899	256451
2061766007_77	2061766007.a:rumenHiSeq_NODE_1251918_len_142110_cov_4_325079	142160
2061766007_78	2061766007.a:rumenHiSeq_NODE_2888145_len_432483_cov_4_322628	432533
2061766007_78	2061766007.a:rumenHiSeq_NODE_2587687_len_114006_cov_4_894374	114056
2061766007_78	2061766007.a:rumenHiSeq_NODE_862584_len_881523_cov_4_490665	881573
2061766007_87	2061766007.a:rumenHiSeq_NODE_2955520_len_901645_cov_2_211239	901695
2061766007_87	2061766007.a:rumenHiSeq_NODE_4238105_len_148344_cov_2_134619	148394
2061766007_87	2061766007.a:rumenHiSeq_NODE_2130294_len_638750_cov_2_124056	638800
2061766007_88	2061766007.a:rumenHiSeq_NODE_3768782_len_155701_cov_4_277583	155751
2061766007_88	2061766007.a:rumenHiSeq_NODE_3645404_len_103352_cov_4_161497	103402
2061766007_88	2061766007.a:rumenHiSeq_NODE_3212127_len_138410_cov_4_042634	138460
2061766007_92	2061766007.a:rumenHiSeq_NODE_2340053_len_119255_cov_5_240611	119305
2061766007_92	2061766007.a:rumenHiSeq_NODE_1755686_len_150120_cov_4_215841	150170
2061766007_92	2061766007.a:rumenHiSeq_NODE_3694340_len_424740_cov_4_337997	424790
2061766007_92	2061766007.a:rumenHiSeq_NODE_1899867_len_170668_cov_4_293622	170718
2061766007_92	2061766007.a:rumenHiSeq_NODE_904836_len_499815_cov_4_476852	499865
2061766007_92	2061766007.a:rumenHiSeq_NODE_3039700_len_158662_cov_4_291948	158712
2061766007_97	2061766007.a:rumenHiSeq_NODE_4371661_len_1084011_cov_2_197811	1084061
2061766007_97	2061766007.a:rumenHiSeq_NODE_2134489_len_636853_cov_2_698995	636903
2061766007_98	2061766007.a:rumenHiSeq_NODE_1693098_len_115911_cov_5_252685	115961
2061766007_98	2061766007.a:rumenHiSeq_NODE_4139527_len_312313_cov_4_524890	312363
2061766007_98	2061766007.a:rumenHiSeq_NODE_2998508_len_37488_cov_5_535905	37538
2077657019_1	2077657019.a:ASA123_contig00083	5098
2077657019_1	2077657019.a:ASA123_contig00038	37442
2077657019_1	2077657019.a:ASA123_contig00008	161430
2077657019_1	2077657019.a:ASA123_contig00036	40429
2077657019_1	2077657019.a:ASA123_contig00080	5733
2077657019_1	2077657019.a:ASA123_contig00004	197236
2077657019_1	2077657019.a:ASA123_contig00020	79152
2077657019_1	2077657019.a:ASA123_contig00005	185377
2077657019_1	2077657019.a:ASA123_contig00063	12454
2084038021_1	2084038021.a:ASA129_contig00040	11016
2124908030_5	2124908030.a:A07AB_A07ABscf067442	129082
2140918006_1	2140918006.a:ConsensusfromContig35890	20830
2140918006_1	2140918006.a:ConsensusfromContig35892	64044
2140918006_1	2140918006.a:ConsensusfromContig80829	13830
2140918006_1	2140918006.a:ConsensusfromContig35850	54731
2140918006_1	2140918006.a:ConsensusfromContig1221	4912
2140918006_1	2140918006.a:ConsensusfromContig35874	40848
2140918008_12	2140918008.a:ConsensusfromContig216314	6641
2140918008_4	2140918008.a:ConsensusfromContig141146	14086
2140918008_4	2140918008.a:ConsensusfromContig147343	20695
2140918008_4	2140918008.a:ConsensusfromContig120835	20341
2140918008_4	2140918008.a:ConsensusfromContig2327	19296
2140918008_4	2140918008.a:ConsensusfromContig141179	50360
2140918008_4	2140918008.a:ConsensusfromContig120620	25356
2140918008_4	2140918008.a:ConsensusfromContig120567	10039
2140918017_3	2140918017.a:Contig_482	28549
2140918017_3	2140918017.a:Contig_411	25783
2140918017_3	2140918017.a:Contig_120	134192
2140918017_3	2140918017.a:Contig_8121	6014
2156126001_3	2156126001.a:2158262120	5486
2156126005_1	2156126005.a:TCCM__contig00629	3393
2156126005_1	2156126005.a:TCCM__contig00140	5957
2156126005_1	2156126005.a:TCCM__contig00284	4772
2156126005_1	2156126005.a:TCCM__contig00019	9876
2162886008_10	2162886008.a:PRSSGFe2_Sequence0000000044	38838
2162886008_10	2162886008.a:PRSSGFe2_Sequence0000001782	9860
2162886008_10	2162886008.a:PRSSGFe2_Sequence0000000086	31656
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000000647	15760
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000002850	7627
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000001240	11763
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000000251	22163
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000000910	13668
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000002023	9154
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000007509	4232
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000003316	7001
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000000601	16235
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000000513	17072
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000001446	10908
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000004896	5581
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000000274	21414
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000001685	10141
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000000066	34998
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000010294	3353
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000000939	13458
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000005518	5175
2162886008_2	2162886008.a:PRSSGFe2_Sequence0000000890	13773
2162886008_3	2162886008.a:PRSSGFe2_Sequence0000003580	6731
2162886008_3	2162886008.a:PRSSGFe2_Sequence0000008351	3923
2162886008_3	2162886008.a:PRSSGFe2_Sequence0000001033	12852
2162886008_3	2162886008.a:PRSSGFe2_Sequence0000006553	4632
2162886008_3	2162886008.a:PRSSGFe2_Sequence0000009751	3493
2162886008_7	2162886008.a:PRSSGFe2_Sequence0000000093	31027
2189573022_5	2189573022.a:PRSSG2_Sequence0000000060	87458
2189573022_5	2189573022.a:PRSSG2_Sequence0000000011	208087
2189573022_5	2189573022.a:PRSSG2_Sequence0000000075	74894
2189573022_8	2189573022.a:PRSSG2_Sequence0000000061	86771
2189573022_8	2189573022.a:PRSSG2_Sequence0000000096	64212
2189573022_9	2189573022.a:PRSSG2_Sequence0000002093	9358
2199034002_1	2199034002.a:ANASMECb_4085297_C7916	62085
2199034002_1	2199034002.a:ANASMECb_4085297_C5847	57742
2199034002_1	2199034002.a:ANASMECb_4085297_C10129	15741
2199034002_1	2199034002.a:ANASMECb_4085297_C7444	55536
2199034002_3	2199034002.a:ANASMECb_4085297_C7752	921258
2199352010_2	2199352010.a:TFO_HY__Contig_17564	14878
2199352010_2	2199352010.a:TFO_HY__Contig_14529	16789
2199352010_2	2199352010.a:TFO_HY__Contig_3278	7989
2199352035_5	2199352035.a:2207096910	833581
2199352035_5	2199352035.a:2207096913	375458
2199352035_5	2199352035.a:2207096911	482814
2209111003_4	2209111003.a:2211721830	3458
2225789004_10	2225789004.a:2227605166	12371
2225789004_10	2225789004.a:2227580185	13407
2225789004_10	2225789004.a:2227471843	23579
2225789004_10	2225789004.a:2227474627	22841
2225789004_11	2225789004.a:2227247460	31721
2225789004_17	2225789004.a:2227164123	35839
2225789004_17	2225789004.a:2227164120	35991
2225789004_17	2225789004.a:2227507950	69912
2225789004_17	2225789004.a:2227247448	32401
2225789004_17	2225789004.a:2227563509	52114
2225789004_18	2225789004.a:2227557953	14704
2225789004_18	2225789004.a:2227275234	30282
2225789004_28	2225789004.a:2227358548	125707
2225789004_28	2225789004.a:2227563495	54050
2225789004_5	2225789004.a:2227358547	127685
2225789004_5	2225789004.a:2227358542	136224
2225789004_5	2225789004.a:2227480176	87647
2225789004_9	2225789004.a:2227630183	11389
2225789004_9	2225789004.a:2227136359	36603
2225789004_9	2225789004.a:2227461350	5358
2225789004_9	2225789004.a:2227544073	15463
2225789004_9	2225789004.a:2227153018	8531
2225789004_9	2225789004.a:2227494075	20175
2225789004_9	2225789004.a:2227463518	25639
2228664008_3	2228664008.a:2230978154	4372
2228664008_3	2228664008.a:2230977715	10291
2228664011_1	2228664011.a:2231641069	7905
2228664011_1	2228664011.a:2231640968	108959
2228664011_1	2228664011.a:2231640971	87040
2228664011_1	2228664011.a:2231641002	30656
2228664011_1	2228664011.a:2231640974	77096
2228664011_1	2228664011.a:2231640991	40905
2228664011_1	2228664011.a:2231641076	7092
2228664011_1	2228664011.a:2231640964	120020
2228664011_1	2228664011.a:2231641111	4146
2228664011_1	2228664011.a:2231640962	276644
2236876025_11	2236876025.a:CowRDRAFT01_c0000077	50841
2236876025_11	2236876025.a:CowRDRAFT01_c0000097	47615
2236876025_11	2236876025.a:CowRDRAFT01_c0000001	201737
2236876025_14	2236876025.a:CowRDRAFT01_c0002355	8931
2236876025_14	2236876025.a:CowRDRAFT01_c0000537	21864
2236876025_14	2236876025.a:CowRDRAFT01_c0007168	4353
2236876025_14	2236876025.a:CowRDRAFT01_c0000236	32245
2236876025_14	2236876025.a:CowRDRAFT01_c0004048	6239
2236876025_14	2236876025.a:CowRDRAFT01_c0001863	10356
2236876025_14	2236876025.a:CowRDRAFT01_c0009314	3725
2236876025_14	2236876025.a:CowRDRAFT01_c0001783	10670
2236876025_14	2236876025.a:CowRDRAFT01_c0000239	32206
2236876025_17	2236876025.a:CowRDRAFT01_c0002569	8414
2236876025_8	2236876025.a:CowRDRAFT01_c0001897	10202
2236876025_8	2236876025.a:CowRDRAFT01_c0009611	3663
2236876025_8	2236876025.a:CowRDRAFT01_c0007257	4322
3300000024_2	3300000024.a:BSg3DRAFT_c0011983	4439
3300000024_2	3300000024.a:BSg3DRAFT_c0000157	14431
3300000030_4	3300000030.a:WSSedB1B_c000072	35270
3300000032_18	3300000032.a:Draft_c0007873	337588
3300000032_18	3300000032.a:Draft_c0041202	25515
3300000032_18	3300000032.a:Draft_c0006751	296223
3300000032_18	3300000032.a:Draft_c0003483	108473
3300000032_18	3300000032.a:Draft_c0006099	69692
3300000032_23	3300000032.a:Draft_c0015603	17165
3300000032_23	3300000032.a:Draft_c0013966	127993
3300000032_23	3300000032.a:Draft_c0041130	15252
3300000032_23	3300000032.a:Draft_c0008499	69388
3300000032_23	3300000032.a:Draft_c0007091	55161
3300000032_25	3300000032.a:Draft_c0000916	195924
3300000032_28	3300000032.a:Draft_c0019094	31226
3300000032_28	3300000032.a:Draft_c0015370	5363
3300000032_28	3300000032.a:Draft_c0041102	13577
3300000032_28	3300000032.a:Draft_c0028125	12385
3300000032_28	3300000032.a:Draft_c0027056	43381
3300000032_28	3300000032.a:Draft_c0041234	42918
3300000036_1	3300000036.a:IMNBGM34_c000809	7188
3300000036_1	3300000036.a:IMNBGM34_c000088	26475
3300000036_1	3300000036.a:IMNBGM34_c000024	40248
3300000036_1	3300000036.a:IMNBGM34_c000201	17777
3300000036_1	3300000036.a:IMNBGM34_c000514	10287
3300000036_1	3300000036.a:IMNBGM34_c001017	5712
3300000036_1	3300000036.a:IMNBGM34_c001155	5040
3300000036_1	3300000036.a:IMNBGM34_c000159	19990
3300000036_2	3300000036.a:IMNBGM34_c000168	19423
3300000036_2	3300000036.a:IMNBGM34_c000405	12065
3300000036_2	3300000036.a:IMNBGM34_c000407	12045
3300000036_2	3300000036.a:IMNBGM34_c000517	10226
3300000036_2	3300000036.a:IMNBGM34_c000202	17670
3300000036_2	3300000036.a:IMNBGM34_c000140	21018
3300000036_3	3300000036.a:IMNBGM34_c000086	26531
3300000036_3	3300000036.a:IMNBGM34_c000008	56275
3300000036_3	3300000036.a:IMNBGM34_c000055	32020
3300000036_3	3300000036.a:IMNBGM34_c000300	14169
3300000052_5	3300000052.a:Draft_c018434	36382
3300000052_5	3300000052.a:Draft_c003134	60781
3300000052_5	3300000052.a:Draft_c025810	26680
3300000052_5	3300000052.a:Draft_c017594	53984
3300000052_5	3300000052.a:Draft_c028253	25697
3300000052_5	3300000052.a:Draft_c019800	12453
3300000052_6	3300000052.a:Draft_c052914	400275
3300000052_6	3300000052.a:Draft_c141153	6675
3300000052_6	3300000052.a:Draft_c542595	7162
3300000052_7	3300000052.a:Draft_c055807	4768
3300000052_7	3300000052.a:Draft_c141089	5761
3300000052_7	3300000052.a:Draft_c140772	3765
3300000052_7	3300000052.a:Draft_c037915	4404
3300000052_7	3300000052.a:Draft_c008691	4655
3300000059_10	3300000059.a:PaHGMunAill_c0010929	3955
3300000059_12	3300000059.a:PaHGMunAill_c0016567	3096
3300000059_12	3300000059.a:PaHGMunAill_c0008835	4450
3300000059_12	3300000059.a:PaHGMunAill_c0001520	11963
3300000059_15	3300000059.a:PaHGMunAill_c0005829	5669
3300000059_15	3300000059.a:PaHGMunAill_c0003697	7337
3300000059_15	3300000059.a:PaHGMunAill_c0002605	8945
3300000059_15	3300000059.a:PaHGMunAill_c0005378	5937
3300000059_15	3300000059.a:PaHGMunAill_c0002355	9459
3300000059_15	3300000059.a:PaHGMunAill_c0002299	9601
3300000059_15	3300000059.a:PaHGMunAill_c0003019	8237
3300000059_15	3300000059.a:PaHGMunAill_c0002427	9304
3300000059_15	3300000059.a:PaHGMunAill_c0000214	31611
3300000059_16	3300000059.a:PaHGMunAill_c0009967	4156
3300000059_16	3300000059.a:PaHGMunAill_c0003256	7909
3300000059_16	3300000059.a:PaHGMunAill_c0004952	6222
3300000059_17	3300000059.a:PaHGMunAill_c0002372	9423
3300000059_17	3300000059.a:PaHGMunAill_c0000622	19484
3300000059_17	3300000059.a:PaHGMunAill_c0000299	27470
3300000059_17	3300000059.a:PaHGMunAill_c0001152	13982
3300000059_17	3300000059.a:PaHGMunAill_c0000506	21665
3300000059_17	3300000059.a:PaHGMunAill_c0000451	22671
3300000059_17	3300000059.a:PaHGMunAill_c0000920	16004
3300000059_17	3300000059.a:PaHGMunAill_c0000424	23945
3300000059_17	3300000059.a:PaHGMunAill_c0001236	13439
3300000059_18	3300000059.a:PaHGMunAill_c0000178	34635
3300000059_18	3300000059.a:PaHGMunAill_c0000799	17049
3300000059_18	3300000059.a:PaHGMunAill_c0001260	13358
3300000059_18	3300000059.a:PaHGMunAill_c0002714	8733
3300000059_20	3300000059.a:PaHGMunAill_c0011095	3922
3300000059_20	3300000059.a:PaHGMunAill_c0007222	5026
3300000059_23	3300000059.a:PaHGMunAill_c0001873	10793
3300000059_5	3300000059.a:PaHGMunAill_c0000021	104925
3300000059_5	3300000059.a:PaHGMunAill_c0012568	3639
3300000059_5	3300000059.a:PaHGMunAill_c0000051	68603
3300000059_5	3300000059.a:PaHGMunAill_c0000025	94578
3300000059_5	3300000059.a:PaHGMunAill_c0000127	41558
3300000059_8	3300000059.a:PaHGMunAill_c0000305	27289
3300000059_8	3300000059.a:PaHGMunAill_c0000301	27409
3300000059_8	3300000059.a:PaHGMunAill_c0000204	32165
3300000059_8	3300000059.a:PaHGMunAill_c0000005	155977
3300000059_8	3300000059.a:PaHGMunAill_c0000041	71917
3300000059_8	3300000059.a:PaHGMunAill_c0000039	74238
3300000059_8	3300000059.a:PaHGMunAill_c0000024	95898
3300000059_8	3300000059.a:PaHGMunAill_c0000318	26847
3300000059_8	3300000059.a:PaHGMunAill_c0000167	35951
3300000059_9	3300000059.a:PaHGMunAill_c0000280	28287
3300000059_9	3300000059.a:PaHGMunAill_c0000216	31488
3300000062_13	3300000062.a:IMNBL1DRAFT_c0001021	21624
3300000062_14	3300000062.a:IMNBL1DRAFT_c0015655	3283
3300000062_14	3300000062.a:IMNBL1DRAFT_c0000906	23002
3300000062_14	3300000062.a:IMNBL1DRAFT_c0002111	14160
3300000062_14	3300000062.a:IMNBL1DRAFT_c0011496	4130
3300000062_14	3300000062.a:IMNBL1DRAFT_c0000608	28712
3300000062_14	3300000062.a:IMNBL1DRAFT_c0001605	16777
3300000062_17	3300000062.a:IMNBL1DRAFT_c0000270	45954
3300000062_17	3300000062.a:IMNBL1DRAFT_c0000793	24891
3300000062_17	3300000062.a:IMNBL1DRAFT_c0000010	201282
3300000062_19	3300000062.a:IMNBL1DRAFT_c0011613	4099
3300000062_19	3300000062.a:IMNBL1DRAFT_c0000939	22477
3300000062_20	3300000062.a:IMNBL1DRAFT_c0002653	12242
3300000062_22	3300000062.a:IMNBL1DRAFT_c0000328	40370
3300000062_23	3300000062.a:IMNBL1DRAFT_c0000067	94761
3300000062_23	3300000062.a:IMNBL1DRAFT_c0002382	13110
3300000062_23	3300000062.a:IMNBL1DRAFT_c0000341	39600
3300000062_23	3300000062.a:IMNBL1DRAFT_c0000911	22928
3300000062_23	3300000062.a:IMNBL1DRAFT_c0000065	96605
3300000062_25	3300000062.a:IMNBL1DRAFT_c0000761	25465
3300000062_25	3300000062.a:IMNBL1DRAFT_c0002618	12344
3300000062_28	3300000062.a:IMNBL1DRAFT_c0002280	13512
3300000062_28	3300000062.a:IMNBL1DRAFT_c0014438	3486
3300000062_28	3300000062.a:IMNBL1DRAFT_c0006832	6143
3300000062_31	3300000062.a:IMNBL1DRAFT_c0000409	36350
3300000062_31	3300000062.a:IMNBL1DRAFT_c0000625	28263
3300000062_32	3300000062.a:IMNBL1DRAFT_c0001687	16299
3300000062_35	3300000062.a:IMNBL1DRAFT_c0000345	39398
3300000062_37	3300000062.a:IMNBL1DRAFT_c0000007	246638
3300000062_37	3300000062.a:IMNBL1DRAFT_c0000008	244959
3300000062_37	3300000062.a:IMNBL1DRAFT_c0000036	120012
3300000062_37	3300000062.a:IMNBL1DRAFT_c0000034	121424
3300000062_37	3300000062.a:IMNBL1DRAFT_c0000002	288751
3300000062_38	3300000062.a:IMNBL1DRAFT_c0002041	14437
3300000062_40	3300000062.a:IMNBL1DRAFT_c0000429	35300
3300000062_40	3300000062.a:IMNBL1DRAFT_c0000169	58557
3300000062_46	3300000062.a:IMNBL1DRAFT_c0003972	9130
3300000062_46	3300000062.a:IMNBL1DRAFT_c0000035	120274
3300000062_46	3300000062.a:IMNBL1DRAFT_c0000239	48249
3300000062_48	3300000062.a:IMNBL1DRAFT_c0002667	12191
3300000062_48	3300000062.a:IMNBL1DRAFT_c0000321	40770
3300000062_48	3300000062.a:IMNBL1DRAFT_c0002050	14419
3300000062_48	3300000062.a:IMNBL1DRAFT_c0003486	10078
3300000062_59	3300000062.a:IMNBL1DRAFT_c0006952	6055
3300000062_59	3300000062.a:IMNBL1DRAFT_c0005297	7427
3300000062_59	3300000062.a:IMNBL1DRAFT_c0006344	6481
3300000062_8	3300000062.a:IMNBL1DRAFT_c0003014	11162
3300000062_8	3300000062.a:IMNBL1DRAFT_c0000382	37904
3300000062_8	3300000062.a:IMNBL1DRAFT_c0000779	25178
3300000062_8	3300000062.a:IMNBL1DRAFT_c0001227	19373
3300000062_8	3300000062.a:IMNBL1DRAFT_c0000653	27767
3300000062_8	3300000062.a:IMNBL1DRAFT_c0006576	6320
3300000062_8	3300000062.a:IMNBL1DRAFT_c0002246	13602
3300000062_8	3300000062.a:IMNBL1DRAFT_c0001014	21687
3300000089_5	3300000089.a:AustNasuHG_c1006649	4119
3300000089_5	3300000089.a:AustNasuHG_c1003329	5798
3300000089_5	3300000089.a:AustNasuHG_c1000003	67820
3300000089_5	3300000089.a:AustNasuHG_c1002581	6539
3300000089_5	3300000089.a:AustNasuHG_c1000052	30308
3300000089_5	3300000089.a:AustNasuHG_c1000352	15981
3300000089_5	3300000089.a:AustNasuHG_c1000431	14632
3300000089_5	3300000089.a:AustNasuHG_c1000141	22417
