bin	contig	len
2019_TBCBL-01_bin.9.purify	2019_TBCBL-01_bin.9.purify_k141_15875	56580
2019_TBCBL-01_bin.9.purify	2019_TBCBL-01_bin.9.purify_k141_214072	25487
2019_TBCBL-01_bin.9.purify	2019_TBCBL-01_bin.9.purify_k141_287562	94723
2019_TBCBL-01_bin.9.purify	2019_TBCBL-01_bin.9.purify_k141_418956	10276
2019_TBCBL-02_bin.11.purify	2019_TBCBL-02_bin.11.purify_k141_61495	10708
2019_TBCBL-02_bin.27.purify	2019_TBCBL-02_bin.27.purify_k141_197217	3456
2019_TBCBL-02_bin.27.purify	2019_TBCBL-02_bin.27.purify_k141_649719	3421
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_254468	32442
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_268754	18651
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_274413	14171
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_291729	10996
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_339150	28985
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_339655	7498
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_356121	27894
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_356303	16448
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_423781	59533
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_468767	13510
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_483649	33424
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_543298	3726
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_544092	3635
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_557267	28274
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_577276	24955
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_632650	6103
2019_TBCBL-02_bin.33.purify	2019_TBCBL-02_bin.33.purify_k141_647929	9905
2019_TBCBL-02_bin.40.purify	2019_TBCBL-02_bin.40.purify_k141_117864	3306
2019_TBCBL-02_bin.40.purify	2019_TBCBL-02_bin.40.purify_k141_629172	4123
2019_TBCBL-02_bin.41.purify	2019_TBCBL-02_bin.41.purify_k141_391528	2927
2019_TBCBL-02_bin.41.purify	2019_TBCBL-02_bin.41.purify_k141_562705	4631
2019_TBCBL-02_bin.47.purify	2019_TBCBL-02_bin.47.purify_k141_484589	15826
2019_TBCBL-02_bin.5.purify	2019_TBCBL-02_bin.5.purify_k141_484556	4580
2019_TBCBL-02_bin.50.purify	2019_TBCBL-02_bin.50.purify_k141_185772	3819
2019_TBCBL-02_bin.50.purify	2019_TBCBL-02_bin.50.purify_k141_747921	1955
2019_TBCBL-02_bin.51.purify	2019_TBCBL-02_bin.51.purify_k141_206142	355237
2019_TBCBL-02_bin.51.purify	2019_TBCBL-02_bin.51.purify_k141_568225	284440
2019_TBCBL-02_bin.51.purify	2019_TBCBL-02_bin.51.purify_k141_614425	54892
2019_TBCBL-02_bin.51.purify	2019_TBCBL-02_bin.51.purify_k141_732049	297765
2019_TBCBL-02_bin.62.purify	2019_TBCBL-02_bin.62.purify_k141_347797	25155
2019_TBCBL-02_bin.66.purify	2019_TBCBL-02_bin.66.purify_k141_320205	7465
2019_TBCBL-03_bin.10.purify	2019_TBCBL-03_bin.10.purify_k141_88599	67877
2019_TBCBL-03_bin.2.purify	2019_TBCBL-03_bin.2.purify_k141_67836	3608
2019_TBCBL-03_bin.2.purify	2019_TBCBL-03_bin.2.purify_k141_160662	1732
2019_TBCBL-03_bin.2.purify	2019_TBCBL-03_bin.2.purify_k141_309797	5779
2019_TBCBL-03_bin.23.purify	2019_TBCBL-03_bin.23.purify_k141_263461	25015
2019_TBCBL-03_bin.23.purify	2019_TBCBL-03_bin.23.purify_k141_337109	5429
2019_TBCBL-03_bin.25.purify	2019_TBCBL-03_bin.25.purify_k141_94794	410902
2019_TBCBL-03_bin.25.purify	2019_TBCBL-03_bin.25.purify_k141_98691	163263
2019_TBCBL-03_bin.25.purify	2019_TBCBL-03_bin.25.purify_k141_100665	93962
2019_TBCBL-03_bin.25.purify	2019_TBCBL-03_bin.25.purify_k141_192186	40769
2019_TBCBL-03_bin.25.purify	2019_TBCBL-03_bin.25.purify_k141_263903	173142
2019_TBCBL-03_bin.29.purify	2019_TBCBL-03_bin.29.purify_k141_201749	19622
2019_TBCBL-03_bin.29.purify	2019_TBCBL-03_bin.29.purify_k141_274311	15615
2019_TBCBL-03_bin.3.purify	2019_TBCBL-03_bin.3.purify_k141_244928	10431
2019_TBCBL-03_bin.31.purify	2019_TBCBL-03_bin.31.purify_k141_98866	4578
2019_TBCBL-03_bin.31.purify	2019_TBCBL-03_bin.31.purify_k141_170116	2386
2019_TBCBL-03_bin.31.purify	2019_TBCBL-03_bin.31.purify_k141_252965	3028
2019_TBCBL-03_bin.31.purify	2019_TBCBL-03_bin.31.purify_k141_297066	2392
2019_TBCBL-03_bin.42.purify	2019_TBCBL-03_bin.42.purify_k141_47182	20519
2019_TBCBL-03_bin.42.purify	2019_TBCBL-03_bin.42.purify_k141_129270	11730
2019_TBCBL-03_bin.42.purify	2019_TBCBL-03_bin.42.purify_k141_206230	6954
2019_TBCBL-03_bin.42.purify	2019_TBCBL-03_bin.42.purify_k141_214153	4261
2019_TBCBL-03_bin.42.purify	2019_TBCBL-03_bin.42.purify_k141_222493	14774
2019_TBCBL-03_bin.42.purify	2019_TBCBL-03_bin.42.purify_k141_283508	8094
2019_TBCBL-03_bin.42.purify	2019_TBCBL-03_bin.42.purify_k141_296325	5022
2019_TBCBL-03_bin.43.purify	2019_TBCBL-03_bin.43.purify_k141_30112	16054
2019_TBCBL-03_bin.43.purify	2019_TBCBL-03_bin.43.purify_k141_282281	21302
2019_TBCBL-03_bin.44.purify	2019_TBCBL-03_bin.44.purify_k141_173533	4697
2019_TBCBL-03_bin.44.purify	2019_TBCBL-03_bin.44.purify_k141_290086	9017
2019_TBCBL-03_bin.56.purify	2019_TBCBL-03_bin.56.purify_k141_273553	4867
2019_TBCBL-04_bin.10.purify	2019_TBCBL-04_bin.10.purify_k141_289313	5823
2019_TBCBL-04_bin.10.purify	2019_TBCBL-04_bin.10.purify_k141_374374	4572
2019_TBCBL-04_bin.10.purify	2019_TBCBL-04_bin.10.purify_k141_497633	4307
2019_TBCBL-04_bin.10.purify	2019_TBCBL-04_bin.10.purify_k141_635152	2240
2019_TBCBL-04_bin.13.purify	2019_TBCBL-04_bin.13.purify_k141_111330	146055
2019_TBCBL-04_bin.13.purify	2019_TBCBL-04_bin.13.purify_k141_639472	86287
2019_TBCBL-04_bin.14.purify	2019_TBCBL-04_bin.14.purify_k141_546792	7218
2019_TBCBL-04_bin.18.purify	2019_TBCBL-04_bin.18.purify_k141_84044	11526
2019_TBCBL-04_bin.18.purify	2019_TBCBL-04_bin.18.purify_k141_561650	4047
2019_TBCBL-04_bin.18.purify	2019_TBCBL-04_bin.18.purify_k141_590374	6280
2019_TBCBL-04_bin.18.purify	2019_TBCBL-04_bin.18.purify_k141_631330	3190
2019_TBCBL-04_bin.21.purify	2019_TBCBL-04_bin.21.purify_k141_208932	75315
2019_TBCBL-04_bin.21.purify	2019_TBCBL-04_bin.21.purify_k141_338203	11500
2019_TBCBL-04_bin.21.purify	2019_TBCBL-04_bin.21.purify_k141_401725	4849
2019_TBCBL-04_bin.22.purify	2019_TBCBL-04_bin.22.purify_k141_120808	9975
2019_TBCBL-04_bin.22.purify	2019_TBCBL-04_bin.22.purify_k141_621979	41261
2019_TBCBL-04_bin.22.purify	2019_TBCBL-04_bin.22.purify_k141_629085	33943
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_9970	16320
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_71456	15143
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_94536	18486
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_120753	7989
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_137572	63780
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_139308	42744
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_163157	23084
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_206435	16298
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_208931	12166
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_220920	42929
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_270550	12386
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_305788	54798
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_342555	17935
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_437780	21890
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_496699	30184
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_512670	15989
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_525115	45606
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_573110	24381
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_598779	39967
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_611371	25692
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_616052	45450
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_707404	28199
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_713682	20848
2019_TBCBL-04_bin.28.purify	2019_TBCBL-04_bin.28.purify_k141_756547	40417
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_88975	27161
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_90535	34351
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_125966	33115
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_204054	19615
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_221250	88411
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_237394	14542
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_318373	33549
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_384267	45363
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_422708	68650
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_527594	58048
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_560509	13035
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_580712	106770
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_582117	9920
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_590696	38480
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_653259	10164
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_663710	101455
2019_TBCBL-04_bin.29.purify	2019_TBCBL-04_bin.29.purify_k141_693497	5713
2019_TBCBL-04_bin.3.purify	2019_TBCBL-04_bin.3.purify_k141_102456	39410
2019_TBCBL-04_bin.3.purify	2019_TBCBL-04_bin.3.purify_k141_153101	4957
2019_TBCBL-04_bin.3.purify	2019_TBCBL-04_bin.3.purify_k141_448547	10062
2019_TBCBL-04_bin.35.purify	2019_TBCBL-04_bin.35.purify_k141_154908	15128
2019_TBCBL-04_bin.35.purify	2019_TBCBL-04_bin.35.purify_k141_287716	43470
2019_TBCBL-04_bin.35.purify	2019_TBCBL-04_bin.35.purify_k141_301995	41990
2019_TBCBL-04_bin.35.purify	2019_TBCBL-04_bin.35.purify_k141_567788	12407
2019_TBCBL-04_bin.35.purify	2019_TBCBL-04_bin.35.purify_k141_616930	23129
2019_TBCBL-04_bin.35.purify	2019_TBCBL-04_bin.35.purify_k141_637227	12976
2019_TBCBL-04_bin.35.purify	2019_TBCBL-04_bin.35.purify_k141_655469	52803
2019_TBCBL-04_bin.36.purify	2019_TBCBL-04_bin.36.purify_k141_124803	5031
2019_TBCBL-04_bin.36.purify	2019_TBCBL-04_bin.36.purify_k141_467585	3947
2019_TBCBL-04_bin.38.purify	2019_TBCBL-04_bin.38.purify_k141_523928	3048
2019_TBCBL-04_bin.40.purify	2019_TBCBL-04_bin.40.purify_k141_246223	4282
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_97	2274
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_63696	3922
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_81173	2761
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_109218	2162
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_128205	3892
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_191144	8963
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_271037	3332
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_292125	3686
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_301516	4595
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_342879	5575
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_418205	3247
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_587254	2869
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_613598	2958
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_630907	4712
2019_TBCBL-04_bin.43.purify	2019_TBCBL-04_bin.43.purify_k141_664840	6001
2019_TBCBL-04_bin.45.purify	2019_TBCBL-04_bin.45.purify_k141_664060	12267
2019_TBCBL-04_bin.46.purify	2019_TBCBL-04_bin.46.purify_k141_175351	3366
2019_TBCBL-04_bin.5.purify	2019_TBCBL-04_bin.5.purify_k141_189654	866314
2019_TBCBL-04_bin.5.purify	2019_TBCBL-04_bin.5.purify_k141_336549	398952
2019_TBCBL-04_bin.54.purify	2019_TBCBL-04_bin.54.purify_k141_355347	7429
2019_TBCBL-04_bin.54.purify	2019_TBCBL-04_bin.54.purify_k141_396303	40680
2019_TBCBL-04_bin.54.purify	2019_TBCBL-04_bin.54.purify_k141_495705	62841
2019_TBCBL-04_bin.54.purify	2019_TBCBL-04_bin.54.purify_k141_525901	2156
2019_TBCBL-04_bin.54.purify	2019_TBCBL-04_bin.54.purify_k141_600177	50512
2019_TBCBL-04_bin.6.purify	2019_TBCBL-04_bin.6.purify_k141_209468	6814
2019_TBCBL-04_bin.6.purify	2019_TBCBL-04_bin.6.purify_k141_386501	6460
2019_TBCBL-04_bin.6.purify	2019_TBCBL-04_bin.6.purify_k141_408606	4231
2019_TBCBL-04_bin.6.purify	2019_TBCBL-04_bin.6.purify_k141_526790	10744
2019_TBCBL-04_bin.6.purify	2019_TBCBL-04_bin.6.purify_k141_657540	9568
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_82140	201533
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_140307	11910
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_194981	36413
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_261190	45009
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_348842	26404
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_368580	13330
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_388626	63122
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_557558	131199
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_581194	77771
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_673475	16751
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_689001	3311
2019_TBCBL-04_bin.65.purify	2019_TBCBL-04_bin.65.purify_k141_756697	237246
2019_TBCBL-04_bin.68.purify	2019_TBCBL-04_bin.68.purify_k141_280280	2328
2019_TBCBL-04_bin.68.purify	2019_TBCBL-04_bin.68.purify_k141_280926	3818
2019_TBCBL-04_bin.68.purify	2019_TBCBL-04_bin.68.purify_k141_446687	3220
2019_TBCBL-04_bin.68.purify	2019_TBCBL-04_bin.68.purify_k141_484073	3280
2019_TBCBL-04_bin.75.purify	2019_TBCBL-04_bin.75.purify_k141_516068	4279
2019_TBCBL-04_bin.76.purify	2019_TBCBL-04_bin.76.purify_k141_68766	3148
2019_TBCBL-04_bin.76.purify	2019_TBCBL-04_bin.76.purify_k141_528837	1637
2019_TBCBL-04_bin.76.purify	2019_TBCBL-04_bin.76.purify_k141_640833	4899
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_88913	27409
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_102458	23001
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_143271	4539
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_154103	25226
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_183820	23888
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_195760	23336
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_249778	50060
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_285133	27591
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_305246	6509
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_313299	16984
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_323220	6119
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_328529	24043
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_328953	2585
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_343092	14050
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_415759	10429
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_441677	21358
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_462372	12958
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_583634	12086
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_636264	9848
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_636981	10209
2019_TBCBL-04_bin.78.purify	2019_TBCBL-04_bin.78.purify_k141_679631	28251
2019_TBCBL-04_bin.8.purify	2019_TBCBL-04_bin.8.purify_k141_137771	9221
2019_TBCBL-04_bin.8.purify	2019_TBCBL-04_bin.8.purify_k141_175167	4261
2019_TBCBL-04_bin.8.purify	2019_TBCBL-04_bin.8.purify_k141_227763	2388
2019_TBCBL-04_bin.80.purify	2019_TBCBL-04_bin.80.purify_k141_485786	47635
2019_TBCBL-04_bin.81.purify	2019_TBCBL-04_bin.81.purify_k141_725819	26392
2019_TBCBL-04_bin.82.purify	2019_TBCBL-04_bin.82.purify_k141_364919	7823
2019_TBCBL-04_bin.82.purify	2019_TBCBL-04_bin.82.purify_k141_425868	9501
2019_TBCBL-04_bin.9.purify	2019_TBCBL-04_bin.9.purify_k141_150033	62859
2019_TBCBL-04_bin.9.purify	2019_TBCBL-04_bin.9.purify_k141_298881	7428
2019_TBCBL-04_bin.9.purify	2019_TBCBL-04_bin.9.purify_k141_512912	23629
2019_TBCBL-04_bin.9.purify	2019_TBCBL-04_bin.9.purify_k141_600087	21835
2019_TBCBL-05_bin.22.purify	2019_TBCBL-05_bin.22.purify_k141_167364	7423
2019_TBCBL-05_bin.23.purify	2019_TBCBL-05_bin.23.purify_k141_428163	4093
2019_TBCBL-05_bin.41.purify	2019_TBCBL-05_bin.41.purify_k141_239567	6142
2019_TBCBL-05_bin.48.purify	2019_TBCBL-05_bin.48.purify_k141_154817	6416
2019_TBCBL-05_bin.7.purify	2019_TBCBL-05_bin.7.purify_k141_71364	9145
2019_TBCBL-05_bin.7.purify	2019_TBCBL-05_bin.7.purify_k141_188795	3955
2019_TBLSH-01_bin.11.purify	2019_TBLSH-01_bin.11.purify_k141_150348	4057
2019_TBLSH-01_bin.12.purify	2019_TBLSH-01_bin.12.purify_k141_487188	5918
2019_TBLSH-01_bin.12.purify	2019_TBLSH-01_bin.12.purify_k141_641869	2287
2019_TBLSH-01_bin.12.purify	2019_TBLSH-01_bin.12.purify_k141_676604	40996
2019_TBLSH-01_bin.14.purify	2019_TBLSH-01_bin.14.purify_k141_332363	11067
2019_TBLSH-01_bin.14.purify	2019_TBLSH-01_bin.14.purify_k141_424846	5502
2019_TBLSH-01_bin.17.purify	2019_TBLSH-01_bin.17.purify_k141_239705	5278
2019_TBLSH-01_bin.21.purify	2019_TBLSH-01_bin.21.purify_k141_49022	4117
2019_TBLSH-01_bin.30.purify	2019_TBLSH-01_bin.30.purify_k141_329640	3867
2019_TBLSH-01_bin.30.purify	2019_TBLSH-01_bin.30.purify_k141_339303	2940
2019_TBLSH-01_bin.30.purify	2019_TBLSH-01_bin.30.purify_k141_353573	5936
2019_TBLSH-01_bin.30.purify	2019_TBLSH-01_bin.30.purify_k141_514848	5523
2019_TBLSH-01_bin.30.purify	2019_TBLSH-01_bin.30.purify_k141_734883	4978
2019_TBLSH-01_bin.30.purify	2019_TBLSH-01_bin.30.purify_k141_752400	12158
2019_TBLSH-01_bin.30.purify	2019_TBLSH-01_bin.30.purify_k141_785876	4445
2019_TBLSH-01_bin.36.purify	2019_TBLSH-01_bin.36.purify_k141_77774	5544
2019_TBLSH-01_bin.58.purify	2019_TBLSH-01_bin.58.purify_k141_287119	14182
2019_TBLSH-01_bin.58.purify	2019_TBLSH-01_bin.58.purify_k141_739548	48834
2019_TBLSH-01_bin.73.purify	2019_TBLSH-01_bin.73.purify_k141_206586	11559
2019_TBLSH-01_bin.73.purify	2019_TBLSH-01_bin.73.purify_k141_719962	18329
2019_TBLSH-01_bin.74.purify	2019_TBLSH-01_bin.74.purify_k141_550053	79305
2019_TBLSH-01_bin.74.purify	2019_TBLSH-01_bin.74.purify_k141_812357	113804
2019_TBLSH-01_bin.77.purify	2019_TBLSH-01_bin.77.purify_k141_193996	3675
2019_TBLSH-01_bin.77.purify	2019_TBLSH-01_bin.77.purify_k141_365459	3447
2019_TBLSH-01_bin.77.purify	2019_TBLSH-01_bin.77.purify_k141_386894	2633
2019_TBLSH-01_bin.77.purify	2019_TBLSH-01_bin.77.purify_k141_762735	9331
2019_TBLSH-01_bin.84.purify	2019_TBLSH-01_bin.84.purify_k141_145456	11104
2019_TBLSH-01_bin.88.purify	2019_TBLSH-01_bin.88.purify_k141_38681	29964
2019_TBLSH-01_bin.88.purify	2019_TBLSH-01_bin.88.purify_k141_73659	3283
2019_TBLSH-01_bin.88.purify	2019_TBLSH-01_bin.88.purify_k141_395516	60718
2019_TBLSH-01_bin.88.purify	2019_TBLSH-01_bin.88.purify_k141_472072	16478
2019_TBLSH-01_bin.88.purify	2019_TBLSH-01_bin.88.purify_k141_509126	21550
2019_TBLSH-01_bin.88.purify	2019_TBLSH-01_bin.88.purify_k141_790642	109805
2019_TBLSH-01_bin.88.purify	2019_TBLSH-01_bin.88.purify_k141_812040	45019
2019_TBLSH-01_bin.9.purify	2019_TBLSH-01_bin.9.purify_k141_341867	54952
2019_TBLSH-01_bin.9.purify	2019_TBLSH-01_bin.9.purify_k141_393719	7958
2019_TBLSH-01_bin.9.purify	2019_TBLSH-01_bin.9.purify_k141_708801	182331
2019_TBLSH-01_bin.91.purify	2019_TBLSH-01_bin.91.purify_k141_419991	7802
2019_TBLSH-02_bin.5.purify	2019_TBLSH-02_bin.5.purify_k141_85578	842686
2019_TBLSH-02_bin.5.purify	2019_TBLSH-02_bin.5.purify_k141_158334	182324
2019_TBLSH-02_bin.5.purify	2019_TBLSH-02_bin.5.purify_k141_239366	964620
2019_TBLSH-02_bin.5.purify	2019_TBLSH-02_bin.5.purify_k141_301465	104003
2019_TBLSH-02_bin.5.purify	2019_TBLSH-02_bin.5.purify_k141_335320	43610
2019_TBLSH-03_bin.105.purify	2019_TBLSH-03_bin.105.purify_k141_404918	4361
2019_TBLSH-03_bin.105.purify	2019_TBLSH-03_bin.105.purify_k141_822108	21422
2019_TBLSH-03_bin.13.purify	2019_TBLSH-03_bin.13.purify_k141_293329	239653
