bin	contig	len
MFD00008.bin.1.47	contig_29744	137551
MFD00008.bin.1.48	contig_42435	258997
MFD00008.bin.1.48	contig_50805	146224
MFD00008.bin.1.5	contig_14501	3121378
MFD00008.bin.1.61	contig_45146	529797
MFD00008.bin.1.61	contig_62095	350490
MFD00008.bin.1.63	contig_29164	3878339
MFD00008.bin.1.84	contig_21527	390298
MFD00008.bin.1.84	contig_6302	1797467
MFD00008.bin.1.84	contig_74218	202185
MFD00008.bin.1.87	contig_18343	76886
MFD00008.bin.1.87	contig_34853	46266
MFD00008.bin.1.87	contig_4903	452325
MFD00008.bin.1.87	contig_58152	101722
MFD00008.bin.1.87	contig_63640	48147
MFD00008.bin.1.9	contig_3880	886170
MFD00008.bin.1.91	contig_20100	398959
MFD00008.bin.1.91	contig_20929	756419
MFD00008.bin.1.91	contig_22294	1442458
MFD00008.bin.1.91	contig_23249	24422
MFD00008.bin.1.91	contig_44762	726009
MFD00008.bin.1.91	contig_58958	717278
MFD00008.bin.1.91	contig_69092	752961
MFD00008.bin.2.1	contig_22295	323801
MFD00008.bin.2.1	contig_39807	1235182
MFD00008.bin.2.10	contig_21434	582055
MFD00008.bin.2.10	contig_48268	654343
MFD00008.bin.2.100	contig_31787	1185399
MFD00008.bin.2.100	contig_9741	1857007
MFD00008.bin.2.104	contig_105502	53303
MFD00008.bin.2.105	contig_33272	679713
MFD00008.bin.2.105	contig_9356	711428
MFD00008.bin.2.105	contig_9361	409553
MFD00008.bin.2.106	contig_29672	491538
MFD00008.bin.2.106	contig_32055	162686
MFD00008.bin.2.107	contig_16906	406617
MFD00008.bin.2.107	contig_20508	764053
MFD00008.bin.2.107	contig_24576	1280566
MFD00008.bin.2.11	contig_54242	835918
MFD00008.bin.2.112	contig_25317	193045
MFD00008.bin.2.112	contig_27686	94618
MFD00008.bin.2.112	contig_30399	321864
MFD00008.bin.2.112	contig_8564	161489
MFD00008.bin.2.115	contig_10031	123515
MFD00008.bin.2.115	contig_30803	365318
MFD00008.bin.2.115	contig_43894	61925
MFD00008.bin.2.115	contig_56642	260367
MFD00008.bin.2.115	contig_60938	334243
MFD00008.bin.2.115	contig_67529	62291
MFD00008.bin.2.115	contig_82276	197866
MFD00008.bin.2.115	contig_89762	231908
MFD00008.bin.2.115	contig_91449	141133
MFD00008.bin.2.115	contig_9352	145953
MFD00008.bin.2.115	contig_9355	84516
MFD00008.bin.2.116	contig_47191	425366
MFD00008.bin.2.116	contig_62611	2074716
MFD00008.bin.2.116	contig_74540	203186
MFD00008.bin.2.116	contig_84213	671351
MFD00008.bin.2.117	contig_37627	363530
MFD00008.bin.2.117	contig_50290	266886
MFD00008.bin.2.118	contig_31250	336522
MFD00008.bin.2.118	contig_99310	62561
MFD00008.bin.2.119	contig_26489	125360
MFD00008.bin.2.120	contig_106327	30633
MFD00008.bin.2.120	contig_31196	132507
MFD00008.bin.2.120	contig_38756	152697
MFD00008.bin.2.120	contig_44263	166010
MFD00008.bin.2.120	contig_48699	73611
MFD00008.bin.2.120	contig_52996	238925
MFD00008.bin.2.120	contig_74551	35564
MFD00008.bin.2.120	contig_75743	69182
MFD00008.bin.2.120	contig_75930	108779
MFD00008.bin.2.121	contig_28004	1020040
MFD00008.bin.2.122	contig_8885	133578
MFD00008.bin.2.123	contig_4194	124606
MFD00008.bin.2.124	contig_108240	91594
MFD00008.bin.2.124	contig_14000	168599
MFD00008.bin.2.124	contig_39936	22017
MFD00008.bin.2.124	contig_52012	280662
MFD00008.bin.2.124	contig_60370	203411
MFD00008.bin.2.125	contig_14797	2755378
MFD00008.bin.2.125	contig_4736	2508339
MFD00008.bin.2.125	contig_4739	186896
MFD00008.bin.2.125	contig_48997	585068
MFD00008.bin.2.126	contig_19732	273969
MFD00008.bin.2.126	contig_33135	117280
MFD00008.bin.2.126	contig_51677	323098
MFD00008.bin.2.127	contig_20433	265968
MFD00008.bin.2.127	contig_41417	443959
MFD00008.bin.2.127	contig_46763	729956
MFD00008.bin.2.127	contig_5874	602418
MFD00008.bin.2.127	contig_63600	1234744
MFD00008.bin.2.127	contig_6507	1294098
MFD00008.bin.2.130	contig_19130	1129484
MFD00008.bin.2.131	contig_11586	1020499
MFD00008.bin.2.131	contig_15197	98203
MFD00008.bin.2.131	contig_33561	741585
MFD00008.bin.2.132	contig_42915	849387
MFD00008.bin.2.133	contig_106506	276022
MFD00008.bin.2.133	contig_13292	2521831
MFD00008.bin.2.133	contig_20377	2353867
MFD00008.bin.2.133	contig_20378	825851
MFD00008.bin.2.133	contig_33238	693214
MFD00008.bin.2.133	contig_49779	147816
MFD00008.bin.2.135	contig_15446	495293
MFD00008.bin.2.135	contig_18860	571480
MFD00008.bin.2.135	contig_65235	192544
MFD00008.bin.2.135	contig_6576	118607
MFD00008.bin.2.135	contig_9382	167944
MFD00008.bin.2.136	contig_108310	69673
MFD00008.bin.2.138	contig_4084	1576659
MFD00008.bin.2.138	contig_50355	168196
MFD00008.bin.2.14	contig_36570	317347
MFD00008.bin.2.143	contig_106969	27613
MFD00008.bin.2.143	contig_10917	39108
MFD00008.bin.2.143	contig_111341	14746
MFD00008.bin.2.143	contig_17498	399555
MFD00008.bin.2.143	contig_30171	55994
MFD00008.bin.2.143	contig_37484	41978
MFD00008.bin.2.143	contig_37485	93039
MFD00008.bin.2.143	contig_43069	111235
MFD00008.bin.2.143	contig_49456	110843
MFD00008.bin.2.143	contig_50000	104591
MFD00008.bin.2.143	contig_71812	125699
MFD00008.bin.2.143	contig_73873	38691
MFD00008.bin.2.143	contig_97129	43612
MFD00008.bin.2.148	contig_110114	37803
MFD00008.bin.2.148	contig_13057	104955
MFD00008.bin.2.148	contig_13792	270508
MFD00008.bin.2.148	contig_34152	286001
MFD00008.bin.2.148	contig_45219	353594
MFD00008.bin.2.149	contig_14596	1427617
MFD00008.bin.2.149	contig_28202	32795
MFD00008.bin.2.149	contig_43278	344252
MFD00008.bin.2.149	contig_43859	785191
MFD00008.bin.2.151	contig_31195	355749
MFD00008.bin.2.151	contig_37115	907734
MFD00008.bin.2.151	contig_56246	672216
MFD00008.bin.2.151	contig_56454	830093
MFD00008.bin.2.151	contig_56463	550863
MFD00008.bin.2.151	contig_56464	180559
MFD00008.bin.2.151	contig_56465	452346
MFD00008.bin.2.151	contig_56466	250808
MFD00008.bin.2.151	contig_56467	127163
MFD00008.bin.2.151	contig_56471	325423
MFD00008.bin.2.151	contig_56472	270117
MFD00008.bin.2.151	contig_56478	752680
MFD00008.bin.2.152	contig_13356	138360
MFD00008.bin.2.152	contig_31967	481663
MFD00008.bin.2.152	contig_98932	95524
MFD00008.bin.2.153	contig_10249	662706
MFD00008.bin.2.153	contig_31020	1435533
MFD00008.bin.2.153	contig_44647	356580
MFD00008.bin.2.153	contig_46583	788400
MFD00008.bin.2.154	contig_31421	809685
MFD00008.bin.2.154	contig_59887	547520
MFD00008.bin.2.154	contig_61171	540573
MFD00008.bin.2.154	contig_73383	264805
MFD00008.bin.2.154	contig_84261	338636
MFD00008.bin.2.157	contig_23017	27335
MFD00008.bin.2.160	contig_51848	369738
MFD00008.bin.2.160	contig_76240	117135
MFD00008.bin.2.160	contig_9947	1363356
MFD00008.bin.2.162	contig_72820	255800
MFD00008.bin.2.163	contig_35701	93133
MFD00008.bin.2.165	contig_34364	117347
MFD00008.bin.2.168	contig_23006	1004960
MFD00008.bin.2.17	contig_22796	3078525
MFD00008.bin.2.170	contig_17848	139792
MFD00008.bin.2.170	contig_6112	1184544
MFD00008.bin.2.171	contig_97145	43466
MFD00008.bin.2.173	contig_74945	213990
MFD00008.bin.2.174	contig_27622	3902028
MFD00008.bin.2.176	contig_77081	157602
MFD00008.bin.2.178	contig_15248	389273
MFD00008.bin.2.178	contig_70180	130692
MFD00008.bin.2.18	contig_10334	6433404
MFD00008.bin.2.180	contig_22667	1926804
MFD00008.bin.2.180	contig_40314	1532613
MFD00008.bin.2.19	contig_47407	2032566
MFD00008.bin.2.2	contig_40486	819224
MFD00008.bin.2.26	contig_67445	154594
MFD00008.bin.2.28	contig_5316	5141344
MFD00008.bin.2.30	contig_108410	224442
MFD00008.bin.2.30	contig_21486	866373
MFD00008.bin.2.35	contig_12977	176766
MFD00008.bin.2.35	contig_41406	953899
MFD00008.bin.2.35	contig_4316	229598
MFD00008.bin.2.35	contig_47786	364118
MFD00008.bin.2.37	contig_43315	325893
MFD00008.bin.2.37	contig_70873	202284
MFD00008.bin.2.38	contig_22133	104806
MFD00008.bin.2.40	contig_31535	976717
MFD00008.bin.2.40	contig_8502	2443144
MFD00008.bin.2.41	contig_30328	185339
MFD00008.bin.2.44	contig_17634	801877
MFD00008.bin.2.44	contig_23259	403973
MFD00008.bin.2.44	contig_37373	223074
MFD00008.bin.2.44	contig_56623	50514
MFD00008.bin.2.44	contig_8117	169388
MFD00008.bin.2.48	contig_27234	2574355
MFD00008.bin.2.48	contig_38174	128527
MFD00008.bin.2.53	contig_67483	432600
MFD00008.bin.2.53	contig_80975	46625
MFD00008.bin.2.55	contig_32068	494684
MFD00008.bin.2.56	contig_17466	29427
MFD00008.bin.2.56	contig_27818	589865
MFD00008.bin.2.57	contig_35034	994939
MFD00008.bin.2.57	contig_55234	452537
MFD00008.bin.2.58	contig_53858	424580
MFD00008.bin.2.58	contig_56132	920396
MFD00008.bin.2.6	contig_51026	352144
MFD00008.bin.2.6	contig_96888	112210
MFD00008.bin.2.60	contig_12600	200382
MFD00008.bin.2.60	contig_16096	176983
MFD00008.bin.2.61	contig_110569	72238
MFD00008.bin.2.61	contig_15593	784657
MFD00008.bin.2.63	contig_55967	389336
MFD00008.bin.2.63	contig_57778	584194
MFD00008.bin.2.63	contig_72940	342981
MFD00008.bin.2.65	contig_17630	822163
MFD00008.bin.2.66	contig_59099	916324
MFD00008.bin.2.68	contig_106663	60962
MFD00008.bin.2.7	contig_10676	6349037
MFD00008.bin.2.72	contig_46107	591934
MFD00008.bin.2.72	contig_49157	414144
MFD00008.bin.2.72	contig_64020	644239
MFD00008.bin.2.76	contig_21442	412139
MFD00008.bin.2.8	contig_90212	128414
MFD00008.bin.2.8	contig_91252	550450
MFD00008.bin.2.82	contig_26179	167244
MFD00008.bin.2.87	contig_34850	92647
MFD00008.bin.2.87	contig_4904	445447
MFD00008.bin.2.87	contig_79387	389341
MFD00008.bin.2.88	contig_5858	976951
MFD00008.bin.2.89	contig_3314	172680
MFD00008.bin.2.89	contig_3849	836262
MFD00008.bin.2.89	contig_4427	282125
MFD00008.bin.2.89	contig_4469	568376
MFD00008.bin.2.90	contig_101960	67965
MFD00008.bin.2.90	contig_34	1612039
MFD00008.bin.2.91	contig_16671	1077663
MFD00008.bin.2.91	contig_42954	524041
MFD00008.bin.2.92	contig_16915	537822
MFD00008.bin.2.92	contig_21022	1389529
MFD00008.bin.2.92	contig_21235	407939
MFD00008.bin.2.92	contig_79101	27313
MFD00008.bin.2.92	contig_8407	399216
MFD00008.bin.3.109	contig_32593	533525
MFD00008.bin.3.132	contig_19889	2359028
MFD00008.bin.3.132	contig_19891	3553542
MFD00008.bin.3.132	contig_19893	1559745
MFD00008.bin.3.132	contig_20320	1056095
MFD00008.bin.3.132	contig_81412	494428
MFD00008.bin.3.132	contig_89894	562210
MFD00008.bin.3.143	contig_102727	166772
MFD00008.bin.3.143	contig_22723	1362965
MFD00008.bin.3.158	contig_56394	640724
MFD00008.bin.3.171	contig_28654	288512
MFD00008.bin.3.241	contig_11431	481663
MFD00008.bin.3.241	contig_11621	2250663
MFD00008.bin.3.25	contig_1883	137115
MFD00008.bin.3.25	contig_2372	146652
MFD00008.bin.3.25	contig_2887	202677
MFD00008.bin.3.25	contig_38946	338308
MFD00008.bin.3.281	contig_5462	118693
MFD00008.bin.3.281	contig_73608	12073
MFD00008.bin.3.285	contig_59518	10646
MFD00008.bin.3.57	contig_33381	139627
MFD00008.bin.3.57	contig_45254	73061
MFD00008.bin.3.57	contig_65756	81761
MFD00008.bin.3.78	contig_21140	205757
MFD00008.bin.3.78	contig_23870	907800
MFD00008.bin.3.78	contig_41416	249477
MFD00008.bin.3.78	contig_44737	575803
MFD00008.bin.3.78	contig_6572	194340
MFD00008.bin.3.78	contig_71241	418805
MFD00008.bin.3.78	contig_89912	39895
MFD00008.bin.c.1	contig_10206	5675650
MFD00008.bin.c.2	contig_18828	5357122
MFD00008.bin.c.3	contig_15502	3572410
MFD00031.bin.1.1	contig_2183	65446
MFD00031.bin.1.1	contig_44412	356269
MFD00031.bin.1.1	contig_44417	206473
MFD00031.bin.1.108	contig_28527	228044
MFD00031.bin.1.108	contig_49127	381603
MFD00031.bin.1.108	contig_546	343728
MFD00031.bin.1.108	contig_561	1632501
MFD00031.bin.1.108	contig_579	522062
MFD00031.bin.1.108	contig_65190	281170
MFD00031.bin.1.108	contig_86383	117718
MFD00031.bin.1.111	contig_16012	172410
MFD00031.bin.1.111	contig_26325	279153
MFD00031.bin.1.111	contig_91206	19571
MFD00031.bin.1.112	contig_9444	1270608
MFD00031.bin.1.113	contig_28656	573190
MFD00031.bin.1.113	contig_48547	338293
MFD00031.bin.1.113	contig_7896	1668760
MFD00031.bin.1.117	contig_20140	463138
MFD00031.bin.1.117	contig_51414	132633
MFD00031.bin.1.117	contig_9814	795707
MFD00031.bin.1.117	contig_9819	92748
MFD00031.bin.1.165	contig_17164	1467027
MFD00031.bin.1.167	contig_2322	1253456
MFD00031.bin.1.167	contig_29444	56701
MFD00031.bin.1.167	contig_32741	54463
MFD00031.bin.1.167	contig_3573	65804
MFD00031.bin.1.167	contig_87661	36144
MFD00031.bin.1.169	contig_12748	257553
MFD00031.bin.1.169	contig_15071	138249
MFD00031.bin.1.169	contig_20389	225160
MFD00031.bin.1.169	contig_48639	142110
MFD00031.bin.1.177	contig_11265	509910
MFD00031.bin.1.177	contig_19789	910535
MFD00031.bin.1.177	contig_62397	504860
MFD00031.bin.1.178	contig_2763	856402
MFD00031.bin.1.178	contig_386	683594
MFD00031.bin.1.178	contig_41618	375245
MFD00031.bin.1.178	contig_53663	332395
MFD00031.bin.1.180	contig_11032	294346
MFD00031.bin.1.181	contig_7418	17586
MFD00031.bin.1.188	contig_28497	2516459
MFD00031.bin.1.201	contig_27385	1099763
MFD00031.bin.1.201	contig_49328	1155970
MFD00031.bin.1.203	contig_21718	536602
MFD00031.bin.1.208	contig_27188	1044555
MFD00031.bin.1.217	contig_22585	3667300
MFD00031.bin.1.29	contig_33292	163699
MFD00031.bin.1.29	contig_58796	91867
MFD00031.bin.1.4	contig_3654	3271659
MFD00031.bin.1.58	contig_16907	693214
MFD00031.bin.1.58	contig_43193	524059
MFD00031.bin.1.58	contig_7946	1276155
MFD00031.bin.1.66	contig_33304	533463
MFD00031.bin.1.66	contig_36201	131096
MFD00031.bin.1.66	contig_3664	536278
MFD00031.bin.1.66	contig_42638	828291
MFD00031.bin.1.66	contig_6470	81292
MFD00031.bin.1.66	contig_64823	118394
MFD00031.bin.1.8	contig_22879	251574
MFD00031.bin.1.8	contig_25711	34142
MFD00031.bin.1.8	contig_59957	34094
MFD00031.bin.1.8	contig_70227	117042
MFD00031.bin.1.8	contig_9514	347913
MFD00031.bin.1.92	contig_19541	476441
MFD00031.bin.1.92	contig_6516	606499
MFD00031.bin.2.1	contig_28346	574779
MFD00031.bin.2.100	contig_81602	15878
MFD00031.bin.2.101	contig_4071	634892
MFD00031.bin.2.101	contig_90449	101547
MFD00031.bin.2.102	contig_15087	545155
MFD00031.bin.2.102	contig_61294	270302
MFD00031.bin.2.104	contig_44680	206924
MFD00031.bin.2.107	contig_41998	298869
MFD00031.bin.2.107	contig_63327	209643
MFD00031.bin.2.107	contig_66949	459781
MFD00031.bin.2.110	contig_14357	498163
MFD00031.bin.2.110	contig_17180	70624
MFD00031.bin.2.110	contig_27106	303010
MFD00031.bin.2.110	contig_31653	377263
MFD00031.bin.2.110	contig_3257	190092
MFD00031.bin.2.114	contig_13336	244502
MFD00031.bin.2.116	contig_38544	307167
MFD00031.bin.2.116	contig_53937	779915
MFD00031.bin.2.119	contig_2721	294051
MFD00031.bin.2.121	contig_11034	751203
MFD00031.bin.2.121	contig_15277	159043
MFD00031.bin.2.121	contig_16982	990799
MFD00031.bin.2.121	contig_33031	30742
MFD00031.bin.2.121	contig_4845	1942370
MFD00031.bin.2.123	contig_17094	135579
MFD00031.bin.2.129	contig_32200	664062
MFD00031.bin.2.130	contig_18893	149596
MFD00031.bin.2.139	contig_21839	229691
MFD00031.bin.2.139	contig_2325	62597
MFD00031.bin.2.139	contig_2699	228126
MFD00031.bin.2.139	contig_3671	141517
MFD00031.bin.2.139	contig_46326	63854
MFD00031.bin.2.139	contig_61376	38927
MFD00031.bin.2.139	contig_7233	122763
MFD00031.bin.2.141	contig_18375	266528
MFD00031.bin.2.141	contig_47914	65828
MFD00031.bin.2.141	contig_88504	35891
MFD00031.bin.2.144	contig_22702	1697054
MFD00031.bin.2.145	contig_2722	2268411
MFD00031.bin.2.146	contig_91125	23691
MFD00031.bin.2.149	contig_17968	2242221
MFD00031.bin.2.149	contig_30167	798811
MFD00031.bin.2.149	contig_9580	714577
MFD00031.bin.2.154	contig_11264	1521980
MFD00031.bin.2.154	contig_56672	332784
MFD00031.bin.2.16	contig_34125	417568
MFD00031.bin.2.16	contig_50330	349796
MFD00031.bin.2.16	contig_52584	136515
MFD00031.bin.2.16	contig_64574	1050156
MFD00031.bin.2.164	contig_12689	2145556
MFD00031.bin.2.166	contig_11267	681386
MFD00031.bin.2.166	contig_57839	26448
MFD00031.bin.2.170	contig_16455	2605584
MFD00031.bin.2.173	contig_24751	499923
MFD00031.bin.2.173	contig_27870	606099
MFD00031.bin.2.173	contig_35380	270690
MFD00031.bin.2.173	contig_37751	755967
MFD00031.bin.2.173	contig_41914	196715
MFD00031.bin.2.173	contig_7433	981780
MFD00031.bin.2.176	contig_32058	207220
MFD00031.bin.2.176	contig_52921	281255
MFD00031.bin.2.176	contig_62262	150954
MFD00031.bin.2.176	contig_69815	55572
MFD00031.bin.2.176	contig_94045	36577
MFD00031.bin.2.178	contig_10552	2197897
MFD00031.bin.2.178	contig_28080	293549
MFD00031.bin.2.178	contig_83437	258406
MFD00031.bin.2.179	contig_38239	367503
MFD00031.bin.2.179	contig_7974	53671
MFD00031.bin.2.179	contig_9443	192358
MFD00031.bin.2.181	contig_362	274168
MFD00031.bin.2.181	contig_51743	341745
MFD00031.bin.2.181	contig_53741	234261
MFD00031.bin.2.181	contig_56192	248319
MFD00031.bin.2.181	contig_65403	232591
MFD00031.bin.2.181	contig_7543	1255346
MFD00031.bin.2.181	contig_93421	170623
MFD00031.bin.2.183	contig_14870	675648
MFD00031.bin.2.19	contig_15023	2082591
MFD00031.bin.2.2	contig_6569	528453
MFD00031.bin.2.2	contig_6589	772437
MFD00031.bin.2.29	contig_5579	93971
MFD00031.bin.2.29	contig_7719	146903
MFD00031.bin.2.3	contig_2882	1266500
MFD00031.bin.2.3	contig_3596	1545854
MFD00031.bin.2.3	contig_9407	388392
MFD00031.bin.2.33	contig_15636	465272
MFD00031.bin.2.33	contig_6958	121429
MFD00031.bin.2.4	contig_1374	1050255
MFD00031.bin.2.48	contig_40654	276844
MFD00031.bin.2.48	contig_58544	241436
MFD00031.bin.2.48	contig_59002	378975
MFD00031.bin.2.5	contig_15280	1803362
MFD00031.bin.2.5	contig_2236	4795655
MFD00031.bin.2.50	contig_10487	1927490
MFD00031.bin.2.50	contig_30729	439216
MFD00031.bin.2.51	contig_91911	178305
MFD00031.bin.2.51	contig_92739	79738
MFD00031.bin.2.58	contig_33094	39926
MFD00031.bin.2.58	contig_38622	127783
MFD00031.bin.2.66	contig_14167	103190
MFD00031.bin.2.66	contig_59966	187399
MFD00031.bin.2.68	contig_26720	361208
MFD00031.bin.2.68	contig_52527	76477
MFD00031.bin.2.7	contig_17021	835414
MFD00031.bin.2.7	contig_22817	427583
MFD00031.bin.2.73	contig_30634	498745
MFD00031.bin.2.73	contig_36625	981654
MFD00031.bin.2.81	contig_19401	221177
MFD00031.bin.2.81	contig_2315	859550
MFD00031.bin.2.81	contig_2814	594446
MFD00031.bin.2.84	contig_71084	127146
MFD00031.bin.2.87	contig_42598	93615
MFD00031.bin.2.87	contig_5050	867807
MFD00031.bin.2.93	contig_36147	1120326
MFD00031.bin.2.93	contig_49449	177515
MFD00031.bin.2.93	contig_53538	116519
MFD00031.bin.2.93	contig_57547	90718
MFD00031.bin.2.93	contig_65808	271914
MFD00031.bin.2.96	contig_40868	161897
MFD00031.bin.2.96	contig_42572	170261
MFD00031.bin.2.96	contig_92148	64678
MFD00031.bin.2.98	contig_31580	44626
MFD00031.bin.2.99	contig_12385	838757
MFD00031.bin.3.16	contig_40362	40190
MFD00031.bin.3.170	contig_68901	55387
MFD00031.bin.3.170	contig_84606	38769
MFD00031.bin.3.170	contig_86769	146244
MFD00031.bin.3.170	contig_86770	169528
MFD00031.bin.3.182	contig_87836	116445
MFD00031.bin.3.182	contig_90914	26508
MFD00031.bin.3.26	contig_30363	75843
MFD00031.bin.3.26	contig_75651	158088
MFD00031.bin.3.285	contig_18663	25937
MFD00031.bin.3.312	contig_32511	93923
MFD00031.bin.3.60	contig_12228	285184
MFD00031.bin.3.60	contig_566	122116
MFD00031.bin.3.69	contig_2890	1754325
MFD00031.bin.3.7	contig_36923	113429
MFD00031.bin.3.7	contig_37948	278121
MFD00031.bin.3.83	contig_20836	1280483
MFD00031.bin.3.83	contig_3101	880571
MFD00031.bin.3.83	contig_59737	298352
MFD00031.bin.3.83	contig_69262	45566
MFD00031.bin.3.83	contig_91642	77621
MFD00031.bin.3.84	contig_30338	85412
MFD00031.bin.c.1	contig_21277	3331632
MFD00031.bin.c.3	contig_15622	2851686
MFD00032.bin.1.110	contig_11422	452700
MFD00032.bin.1.110	contig_14128	678802
MFD00032.bin.1.110	contig_25579	259908
MFD00032.bin.1.110	contig_27770	456451
MFD00032.bin.1.110	contig_38820	408937
MFD00032.bin.1.110	contig_80730	153597
MFD00032.bin.1.124	contig_108	131938
MFD00032.bin.1.124	contig_3	78466
MFD00032.bin.1.135	contig_97628	164844
MFD00032.bin.1.138	contig_12025	241582
MFD00032.bin.1.140	contig_25547	124147
MFD00032.bin.1.149	contig_71433	626202
MFD00032.bin.1.150	contig_24082	34183
MFD00032.bin.1.150	contig_3567	577893
MFD00032.bin.1.150	contig_39362	228148
MFD00032.bin.1.150	contig_45557	545661
MFD00032.bin.1.150	contig_65117	275568
MFD00032.bin.1.150	contig_72512	11580
MFD00032.bin.1.150	contig_7985	117363
MFD00032.bin.1.156	contig_37200	448369
MFD00032.bin.1.163	contig_38768	321378
MFD00032.bin.1.163	contig_51601	189711
MFD00032.bin.1.163	contig_71378	42970
MFD00032.bin.1.166	contig_110830	72948
MFD00032.bin.1.166	contig_122209	38819
MFD00032.bin.1.166	contig_7359	1096071
MFD00032.bin.1.201	contig_62041	927300
MFD00032.bin.1.201	contig_86933	77400
MFD00032.bin.1.209	contig_103803	87669
MFD00032.bin.1.209	contig_25536	408529
MFD00032.bin.1.209	contig_5065	767471
MFD00032.bin.1.211	contig_29983	468223
MFD00032.bin.1.220	contig_12033	288747
MFD00032.bin.1.221	contig_35669	807842
MFD00032.bin.1.221	contig_37908	354552
MFD00032.bin.1.221	contig_44872	212645
MFD00032.bin.1.221	contig_49014	358039
MFD00032.bin.1.221	contig_55481	510757
MFD00032.bin.1.232	contig_47827	835661
MFD00032.bin.1.235	contig_13604	2278901
MFD00032.bin.1.235	contig_25086	474053
MFD00032.bin.1.235	contig_35342	558128
MFD00032.bin.1.241	contig_47481	41917
MFD00032.bin.1.256	contig_130848	78335
MFD00032.bin.1.256	contig_18486	1112448
MFD00032.bin.1.256	contig_25380	356714
MFD00032.bin.1.256	contig_41863	358895
MFD00032.bin.1.256	contig_50914	426948
MFD00032.bin.1.256	contig_74539	61125
MFD00032.bin.1.256	contig_8383	318261
MFD00032.bin.1.257	contig_39542	5553
MFD00032.bin.1.257	contig_9683	289992
MFD00032.bin.1.264	contig_72983	696518
MFD00032.bin.1.264	contig_76530	290280
MFD00032.bin.1.267	contig_16309	416044
MFD00032.bin.1.267	contig_3079	1591289
MFD00032.bin.1.267	contig_32261	804861
MFD00032.bin.1.267	contig_55143	280899
