Genus,n_observations,n_abundant,mean_abundance,Genus_type,complex3,group_size,Core,prevalence,fidelity
Spirochaeta,38,33,0.736621994107025,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.904761904761905,8
Mycobacterium,42,36,0.731869594145043,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,1,50
Methanosaeta,38,34,0.65107879479137,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.904761904761905,5
Methanoregula,37,34,0.563159395494725,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.880952380952381,5
MFD_g_782,41,41,0.548902195608783,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.976190476190476,28
Syntrophorhabdus,38,36,0.53464499572284,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.904761904761905,6
Ca_Solibacter,29,21,0.520387795836898,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.690476190476191,44
Haliangium,40,32,0.503754395969965,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.952380952380952,44
MFD_g_7353,35,30,0.491873396065013,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.833333333333333,4
MFD_g_40582,39,32,0.482368596141051,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.928571428571429,5
Methanobacterium,37,32,0.463358996293128,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.880952380952381,7
Clostridium_sensu_stricto_12,36,26,0.456230396350157,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.857142857142857,1
Nocardioides,33,21,0.434844596521244,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.785714285714286,37
Anaerolinea,33,30,0.422963596616292,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.785714285714286,5
Gaiella,34,29,0.408706396730349,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.80952380952381,29
MFD_g_4212,38,31,0.408706396730349,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.904761904761905,8
Pseudolabrys,31,25,0.406330196749359,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.738095238095238,24
MFD_g_2750,36,31,0.403953996768368,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.857142857142857,5
Methanosarcina,36,31,0.396825396825397,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.857142857142857,4
Hyphomicrobium,40,30,0.373063397015493,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.952380952380952,22
MFD_g_5535,39,32,0.35405379716757,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.928571428571429,31
MFD_g_6,33,23,0.344548997243608,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.785714285714286,27
MFD_g_1100,28,22,0.337420397300637,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.666666666666667,4
Leptolinea,36,27,0.337420397300637,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.857142857142857,4
MFD_g_12187,30,25,0.332667997338656,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.714285714285714,2
Pir4_lineage,37,27,0.313658397490733,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.880952380952381,36
Bryobacter,30,22,0.308905997528752,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.714285714285714,44
Anaeromyxobacter,31,24,0.304153597566771,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.738095238095238,7
Pelosinus,38,26,0.275639197794886,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.904761904761905,5
MFD_g_1394,32,25,0.254253397965973,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.761904761904762,4
MFD_g_8204,33,21,0.244748598042011,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.785714285714286,33
MFD_g_4101,31,24,0.244748598042011,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.738095238095238,4
Syntrophus,35,23,0.244748598042011,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.833333333333333,3
Romboutsia,32,22,0.239996198080031,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.761904761904762,6
Sva0081_sediment_group,31,23,0.232867598137059,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.738095238095238,9
ADurb.Bin063-1,36,28,0.230491398156069,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.857142857142857,7
Desulfomonile,31,23,0.223362798213098,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.738095238095238,3
MFD_g_561,31,24,0.223362798213098,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.738095238095238,5
MFD_g_1509,26,21,0.220986598232107,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.619047619047619,1
MFD_g_983,32,25,0.220986598232107,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.761904761904762,1
Paenibacillus,32,24,0.216234198270126,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.761904761904762,43
MFD_g_2480,33,22,0.216234198270126,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.785714285714286,10
Luteolibacter,33,22,0.213857998289136,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.785714285714286,8
Longilinea,31,21,0.211481798308146,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.738095238095238,2
Crenothrix,29,21,0.206729398346165,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.690476190476191,3
Clostridium_sensu_stricto_9,30,21,0.204353198365174,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.714285714285714,1
Pajaroellobacter,32,23,0.197224598422203,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.761904761904762,42
Syntrophobacter,33,21,0.197224598422203,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.785714285714286,4
Desulfatiglans,30,22,0.194848398441213,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.714285714285714,6
MFD_g_758,29,21,0.173462598612299,Core,"Sediment, Natural, Freshwater, Standing freshwater, Lake, Rich pondweed",42,21,0.690476190476191,4
Woeseia,11,11,3.06659408455816,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,4
Subgroup_10,11,11,1.89620758483034,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,28
Maribacter,11,11,1.47886046089639,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,3
Maritimimonas,10,9,1.36998729813101,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,2
Muriicola,10,10,1.25204137180185,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,2
MFD_g_3995,11,11,1.08873162765378,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,3
Ilumatobacter,11,11,1.07965886409,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,12
Subgroup_23,9,8,0.807475957176556,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,4
Cocleimonas,9,8,0.798403193612775,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,1
Blastopirellula,11,10,0.743966612230086,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,3
Granulosicoccus,11,10,0.743966612230085,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,2
MFD_g_251212,11,9,0.644166213028489,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,2
Sva0081_sediment_group,11,10,0.635093449464707,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,9
Lutibacter,10,10,0.626020685900926,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,1
Rhodopirellula,11,11,0.626020685900926,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,4
Arcticiflavibacter,10,9,0.626020685900925,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,2
Schleiferia,9,7,0.5897296316458,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,1
Leucothrix,9,8,0.589729631645799,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,1
Ca_Thiobios,8,7,0.580656868082018,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.727272727272727,2
Sva0996_marine_group,10,10,0.580656868082018,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,2
Portibacter,9,8,0.499001996007984,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,2
MFD_g_99352,9,8,0.480856468880421,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,1
Urania-1B-19_marine_sediment_group,11,10,0.480856468880421,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,2
Klebsiella,11,11,0.471783705316639,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,3
Roseibacillus,11,8,0.453638178189077,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,2
MFD_g_85185,9,9,0.435492651061513,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,1
Lewinella,11,8,0.417347123933951,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,3
OM27_clade,11,10,0.399201596806387,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,1
MFD_g_10515,6,6,0.390128833242607,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.545454545454545,3
MFD_g_9796,10,9,0.390128833242606,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,2
MFD_g_13382,11,10,0.381056069678824,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,1
Thiogranum,10,8,0.381056069678824,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,2
MFD_g_12100,10,6,0.362910542551262,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,2
MFD_g_26747,9,9,0.362910542551261,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,2
Aquibacter,7,6,0.317546724732354,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.636363636363636,1
Winogradskyella,7,6,0.29940119760479,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.636363636363636,2
Cm1-21,10,8,0.281255670477227,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,1
MFD_g_13940,7,7,0.263110143349664,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.636363636363636,1
Spirochaeta_2,9,6,0.244964616222101,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,1
BD1-7_clade,8,6,0.23589185265832,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.727272727272727,1
MFD_g_43312,9,6,0.23589185265832,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,1
IheB3-7,9,7,0.226819089094538,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.818181818181818,2
Anderseniella,11,7,0.217746325530757,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,1,2
Rubripirellula,10,7,0.217746325530757,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,2
Ulvibacter,10,6,0.208673561966975,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.909090909090909,2
MFD_g_34995,7,6,0.199600798403194,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.636363636363636,2
Nitrospira,8,6,0.199600798403193,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.727272727272727,19
MFD_g_21206,7,6,0.190528034839412,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Rocky coastal seabed",11,6,0.636363636363636,1
Woeseia,10,10,2.60479041916168,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,4
Sva0081_sediment_group,10,10,2.5249500998004,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,9
MFD_g_251212,10,10,2.375249500998,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
Subgroup_10,9,9,1.9061876247505,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.9,28
Ilumatobacter,10,10,1.62674650698603,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,12
Subgroup_23,10,10,1.55688622754491,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,4
MFD_g_3995,10,10,1.51696606786427,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,3
Muriicola,9,9,1.17764471057884,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.9,2
Blastopirellula,10,10,1.1377245508982,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,3
Cyanobium_PCC-6307,8,7,0.998003992015968,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,1
MFD_g_3142,10,10,0.978043912175649,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
Rhodopirellula,10,10,0.838323353293414,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,4
MFD_g_1342,10,8,0.798403193612775,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
MFD_g_21713,6,6,0.768463073852296,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.6,1
Maribacter,9,7,0.748502994011977,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.9,3
MFD_g_12100,10,9,0.738522954091817,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
MFD_g_11276,8,5,0.698602794411179,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,1
Ca_Thiobios,10,10,0.678642714570858,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
MFD_g_34995,9,7,0.65868263473054,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.9,2
Halioglobus,10,9,0.658682634730539,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,1
Urania-1B-19_marine_sediment_group,10,7,0.6187624750499,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
Klebsiella,10,10,0.598802395209581,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,3
Arcticiflavibacter,10,10,0.578842315369261,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
MFD_g_10515,9,6,0.508982035928144,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.9,3
Sva0996_marine_group,9,9,0.499001996007984,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.9,2
Desulfosarcina,8,7,0.479041916167665,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,2
MFD_g_26747,8,6,0.479041916167664,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,2
Lutimonas,8,7,0.469061876247505,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,1
Robiginitalea,7,6,0.449101796407185,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.7,1
Thiogranum,10,7,0.439121756487026,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
MFD_g_938,8,7,0.439121756487026,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,1
MFD_g_15278,10,9,0.429141716566866,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,1
MFD_g_9796,9,8,0.409181636726547,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.9,2
Lewinella,8,7,0.379241516966068,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,3
Maritimimonas,10,6,0.359281437125749,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
Winogradskyella,10,7,0.359281437125749,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
MFD_g_15309,10,9,0.329341317365269,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,1
MFD_g_32337,7,7,0.329341317365269,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.7,1
Eudoraea,8,7,0.31936127744511,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,1
MFD_g_2943,8,7,0.31936127744511,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,1
Pir4_lineage,10,10,0.31936127744511,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,36
Ulvibacter,9,6,0.30938123752495,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.9,2
MFD_g_13556,8,5,0.29940119760479,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,1
OM60NOR5_clade,10,8,0.29940119760479,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,3
MFD_g_2744,9,8,0.29940119760479,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.9,8
MFD_g_17283,8,5,0.289421157684631,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,1
MFD_g_3425,10,8,0.279441117764471,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,2
MFD_g_12425,7,7,0.259481037924152,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.7,1
MFD_g_5611,8,7,0.239520958083833,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.8,2
Pirellula,10,5,0.239520958083832,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,1,21
Rubripirellula,7,5,0.239520958083832,Core,"Sediment, Natural, Saltwater, Open sea and tidal areas, Sandy coastal seabed",10,5,0.7,2
