file	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_perc	record_desc
OWC_1191	OWC_1191_scaffold_8859	1	0	4389	True	terpene				OWC_1191_scaffold_8859
OWC_1120	OWC_1120_k121_7539897	1	6626	17085	True	RRE-containing				OWC_1120_k121_7539897
OWC_1120	OWC_1120_k121_5048242	1	0	10426	True	NRPS / NRPS-like	nostopeptolide A2	BGC0001028	50	OWC_1120_k121_5048242
OWC_1120	OWC_1120_k121_1059560	1	0	6299	True	terpene				OWC_1120_k121_1059560
OWC_1120	OWC_1120_k121_2871283	1	12944	40612	True	NRPS	gacamide A	BGC0001842	42	OWC_1120_k121_2871283
OWC_1120	OWC_1120_k121_4684665	1	0	5325	True	lanthipeptide-class-iv				OWC_1120_k121_4684665
OWC_1120	OWC_1120_k121_10227981	1	0	23813	True	NRPS	barbamide	BGC0000962	16	OWC_1120_k121_10227981
OWC_1120	OWC_1120_k121_1223319	1	0	26723	True	NRPS-like				OWC_1120_k121_1223319
OWC_1173	OWC_1173_scaffold_3238	1	0	5925	True	arylpolyene				OWC_1173_scaffold_3238
OWC_1173	OWC_1173_scaffold_21024	1	0	2936	True	arylpolyene				OWC_1173_scaffold_21024
OWC_2111	OWC_2111_k121_594684	1	0	3058	True	NRPS-like				OWC_2111_k121_594684
OWC_2111	OWC_2111_k121_4084417	1	0	4775	True	RiPP-like				OWC_2111_k121_4084417
OWC_2111	OWC_2111_k121_3865959	1	0	5791	True	terpene				OWC_2111_k121_3865959
OWC_2111	OWC_2111_k121_368823	1	0	8636	True	NRPS				OWC_2111_k121_368823
OWC_2111	OWC_2111_k121_3340787	1	5677	14600	True	RiPP-like				OWC_2111_k121_3340787
OWC_2111	OWC_2111_k121_3098050	1	0	2869	True	NRPS-like				OWC_2111_k121_3098050
OWC_2111	OWC_2111_k121_6093024	1	0	4303	True	NRPS-like				OWC_2111_k121_6093024
OWC_2111	OWC_2111_k121_1057939	1	0	5476	True	NRPS-like				OWC_2111_k121_1057939
OWC_1626	OWC_1626_scaffold_185	1	8457	20884	True	thioamitides				OWC_1626_scaffold_185
OWC_1626	OWC_1626_scaffold_376	1	0	15978	True	terpene	carotenoid	BGC0000648	90	OWC_1626_scaffold_376
OWC_1626	OWC_1626_scaffold_813	1	5028	12045	True	RiPP-like				OWC_1626_scaffold_813
OWC_1626	OWC_1626_scaffold_1149	1	0	11257	True	terpene				OWC_1626_scaffold_1149
OWC_1626	OWC_1626_scaffold_2073	1	0	8310	True	NRPS-like	VEPE/AEPE/TG-1	BGC0000871	40	OWC_1626_scaffold_2073
OWC_1626	OWC_1626_scaffold_6505	1	0	5257	True	arylpolyene				OWC_1626_scaffold_6505
OWC_1626	OWC_1626_scaffold_8745	1	0	4624	True	T3PKS	alkylpyrone-407/alkylpyrone-393	BGC0001831	33	OWC_1626_scaffold_8745
OWC_1626	OWC_1626_scaffold_20080	1	0	3286	True	RiPP-like				OWC_1626_scaffold_20080
OWC_0588	OWC_0588_k121_14619483	1	0	2893	True	T3PKS				OWC_0588_k121_14619483
OWC_0588	OWC_0588_k121_13216788	1	0	2599	True	terpene				OWC_0588_k121_13216788
OWC_0588	OWC_0588_k121_7938825	1	0	4985	True	NRPS-like				OWC_0588_k121_7938825
OWC_0569	OWC_0569_k121_2552762	1	0	5152	True	terpene				OWC_0569_k121_2552762
OWC_0569	OWC_0569_k121_10516500	1	0	6810	True	NRPS-like				OWC_0569_k121_10516500
OWC_0097	OWC_0097_k121_4551450	1	0	3566	True	terpene				OWC_0097_k121_4551450
OWC_0097	OWC_0097_k121_29834303	1	0	2989	True	RRE-containing				OWC_0097_k121_29834303
OWC_0097	OWC_0097_k121_29847220	1	0	5873	True	hserlactone				OWC_0097_k121_29847220
OWC_0097	OWC_0097_k121_6261538	1	0	1644	True	arylpolyene	APE Vf	BGC0000837	10	OWC_0097_k121_6261538
OWC_0097	OWC_0097_k121_12433193	1	0	1108	True	RiPP-like				OWC_0097_k121_12433193
OWC_0097	OWC_0097_k121_16224655	1	0	1474	True	terpene				OWC_0097_k121_16224655
OWC_0097	OWC_0097_k121_16806105	1	0	2056	True	T1PKS				OWC_0097_k121_16806105
OWC_0097	OWC_0097_k121_19000206	1	0	1211	True	RiPP-like				OWC_0097_k121_19000206
OWC_0097	OWC_0097_k121_22666182	1	0	2016	True	RiPP-like				OWC_0097_k121_22666182
OWC_0097	OWC_0097_k121_22683395	1	0	1188	True	arylpolyene				OWC_0097_k121_22683395
OWC_0097	OWC_0097_k121_27116851	1	0	1784	True	resorcinol				OWC_0097_k121_27116851
OWC_0097	OWC_0097_k121_28498743	1	0	1332	True	NRPS-like	icosalide A/icosalide B	BGC0001833	100	OWC_0097_k121_28498743
OWC_0097	OWC_0097_k121_30974790	1	0	1051	True	RiPP-like				OWC_0097_k121_30974790
OWC_0335	OWC_0335_k121_3381476	1	0	7191	True	terpene				OWC_0335_k121_3381476
OWC_0335	OWC_0335_k121_3672076	1	0	16737	True	NRPS-like				OWC_0335_k121_3672076
OWC_0335	OWC_0335_k121_5526679	1	0	5768	True	terpene				OWC_0335_k121_5526679
OWC_0335	OWC_0335_k121_5609053	1	0	7843	True	ranthipeptide				OWC_0335_k121_5609053
OWC_0335	OWC_0335_k121_23159804	1	0	11585	True	terpene				OWC_0335_k121_23159804
OWC_2287	OWC_2287_scaffold_6796	1	0	7637	True	terpene				OWC_2287_scaffold_6796
OWC_2287	OWC_2287_scaffold_31324	1	0	4011	True	RiPP-like				OWC_2287_scaffold_31324
OWC_2287	OWC_2287_scaffold_31506	1	0	4001	True	redox-cofactor				OWC_2287_scaffold_31506
OWC_1303	OWC_1303_scaffold_38787	1	0	4289	True	terpene				OWC_1303_scaffold_38787
OWC_0860	OWC_0860_k121_5884354	1	0	4077	True	hglE-KS				OWC_0860_k121_5884354
OWC_0860	OWC_0860_k121_11648453	1	115	6694	True	RiPP-like				OWC_0860_k121_11648453
OWC_0252	OWC_0252_k121_2803275	1	0	19209	True	NRPS-like				OWC_0252_k121_2803275
OWC_1984	OWC_1984_k121_1498446	1	0	12326	True	NRPS-like				OWC_1984_k121_1498446
OWC_1984	OWC_1984_k121_3103241	1	0	11105	True	ranthipeptide	fortimicin	BGC0000695	6	OWC_1984_k121_3103241
OWC_1984	OWC_1984_k121_4530913	1	0	5366	True	redox-cofactor				OWC_1984_k121_4530913
OWC_1984	OWC_1984_k121_5483024	1	0	6428	True	NRPS-like				OWC_1984_k121_5483024
OWC_1984	OWC_1984_k121_6205522	1	0	12401	True	T3PKS				OWC_1984_k121_6205522
OWC_1984	OWC_1984_k121_7051338	1	0	2817	True	terpene				OWC_1984_k121_7051338
OWC_1984	OWC_1984_k121_12629151	1	0	9581	True	terpene				OWC_1984_k121_12629151
OWC_1984	OWC_1984_k121_22682760	1	0	3756	True	NRPS				OWC_1984_k121_22682760
OWC_0254	OWC_0254_k121_14644901	1	0	6817	True	NRPS-like				OWC_0254_k121_14644901
OWC_0015	OWC_0015_k121_23534572	1	0	8226	True	thioamitides				OWC_0015_k121_23534572
OWC_1137	OWC_1137_k121_5454902	1	0	6945	True	terpene	β-carotein	BGC0000646	33	OWC_1137_k121_5454902
OWC_1137	OWC_1137_k121_11295820	1	0	4824	True	NRPS-like				OWC_1137_k121_11295820
OWC_1137	OWC_1137_k121_12319732	1	0	2922	True	NRPS-like				OWC_1137_k121_12319732
OWC_1137	OWC_1137_k121_14600451	1	0	3125	True	terpene				OWC_1137_k121_14600451
OWC_1137	OWC_1137_k121_30930857	1	0	3552	True	NRPS				OWC_1137_k121_30930857
OWC_0833	OWC_0833_scaffold04196	1	0	13260	True	terpene				OWC_0833_scaffold04196
OWC_0833	OWC_0833_scaffold41084	1	0	4700	True	T3PKS				OWC_0833_scaffold41084
OWC_0661	OWC_0661_k121_1211105	1	0	8402	True	terpene	isorenieratene	BGC0000664	42	OWC_0661_k121_1211105
OWC_1879	OWC_1879_k121_817052	1	0	7950	True	NRPS-like				OWC_1879_k121_817052
OWC_2076	OWC_2076_scaffold_3917	1	0	5391	True	NRPS-like				OWC_2076_scaffold_3917
OWC_2076	OWC_2076_scaffold_20155	1	0	3030	True	arylpolyene				OWC_2076_scaffold_20155
OWC_2076	OWC_2076_scaffold_24146	1	0	2823	True	indole				OWC_2076_scaffold_24146
OWC_2076	OWC_2076_scaffold_52665	1	0	2968	True	terpene				OWC_2076_scaffold_52665
OWC_0165	OWC_0165_k121_6280545	1	0	4884	True	NRPS-like				OWC_0165_k121_6280545
OWC_0165	OWC_0165_k121_2426610	1	4586	19473	True	RRE-containing				OWC_0165_k121_2426610
OWC_0165	OWC_0165_k121_4158320	1	0	5055	True	NRPS-like				OWC_0165_k121_4158320
OWC_2483	OWC_2483_k121_12310574	1	0	4117	True	T3PKS				OWC_2483_k121_12310574
OWC_2483	OWC_2483_k121_69896140	1	0	12487	True	RRE-containing				OWC_2483_k121_69896140
OWC_1684	OWC_1684_k121_12072022	1	0	5842	True	RiPP-like				OWC_1684_k121_12072022
OWC_1684	OWC_1684_k121_13514451	1	0	2527	True	hglE-KS				OWC_1684_k121_13514451
OWC_1684	OWC_1684_k121_27211233	1	0	3087	True	hglE-KS				OWC_1684_k121_27211233
OWC_0745	OWC_0745_k121_11121476	1	0	3718	True	terpene				OWC_0745_k121_11121476
OWC_1151	OWC_1151_k121_2627449	1	0	8363	True	RRE-containing				OWC_1151_k121_2627449
OWC_1151	OWC_1151_k121_5416378	1	0	3498	True	T3PKS				OWC_1151_k121_5416378
OWC_1874	OWC_1874_k121_62899246	1	0	3854	True	CDPS				OWC_1874_k121_62899246
OWC_1874	OWC_1874_k121_20581903	1	0	4855	True	NRPS				OWC_1874_k121_20581903
OWC_0519	OWC_0519_k121_11269049	1	0	2753	True	NRPS-like				OWC_0519_k121_11269049
OWC_0519	OWC_0519_k121_15961329	1	0	2717	True	T1PKS				OWC_0519_k121_15961329
OWC_0519	OWC_0519_k121_16027595	1	0	5974	True	terpene				OWC_0519_k121_16027595
OWC_0519	OWC_0519_k121_19572662	1	0	4632	True	NRPS-like				OWC_0519_k121_19572662
OWC_0519	OWC_0519_k121_20425339	1	0	5256	True	hglE-KS				OWC_0519_k121_20425339
OWC_0519	OWC_0519_k121_20896069	1	0	6403	True	NRPS-like				OWC_0519_k121_20896069
OWC_0519	OWC_0519_k121_22791796	1	0	4884	True	terpene				OWC_0519_k121_22791796
OWC_0971	OWC_0971_k121_6260109	1	0	4712	True	terpene				OWC_0971_k121_6260109
OWC_0971	OWC_0971_k121_8820044	1	1737	12189	True	RRE-containing				OWC_0971_k121_8820044
OWC_0971	OWC_0971_k121_623360	1	0	5641	True	RRE-containing				OWC_0971_k121_623360
OWC_0971	OWC_0971_k121_8375075	1	0	3387	True	NRPS-like				OWC_0971_k121_8375075
OWC_0971	OWC_0971_k121_9455494	1	0	3973	True	terpene				OWC_0971_k121_9455494
OWC_0602	OWC_0602_k121_5447644	1	0	6558	True	terpene				OWC_0602_k121_5447644
OWC_0602	OWC_0602_k121_2799621	1	0	4289	True	NRPS-like				OWC_0602_k121_2799621
OWC_0602	OWC_0602_k121_140631	1	0	5364	True	NRPS-like				OWC_0602_k121_140631
OWC_1121	OWC_1121_k121_2850533	1	0	6763	True	RiPP-like				OWC_1121_k121_2850533
OWC_1121	OWC_1121_k121_7728656	1	0	4952	True	NRPS				OWC_1121_k121_7728656
OWC_1121	OWC_1121_k121_8956561	1	0	3506	True	NRPS-like	ririwpeptide A/ririwpeptide B/ririwpeptide C	BGC0002286	100	OWC_1121_k121_8956561
OWC_1121	OWC_1121_k121_17207579	1	0	11799	True	lassopeptide				OWC_1121_k121_17207579
OWC_1121	OWC_1121_k121_23315047	1	0	6206	True	NRPS	kolossin	BGC0001641	100	OWC_1121_k121_23315047
OWC_1230	OWC_1230_scaffold_6909	1	0	7640	True	T1PKS				OWC_1230_scaffold_6909
OWC_1230	OWC_1230_scaffold_11118	1	0	3519	True	RRE-containing				OWC_1230_scaffold_11118
OWC_1230	OWC_1230_scaffold_13228	1	0	3221	True	hydrogen-cyanide				OWC_1230_scaffold_13228
OWC_1230	OWC_1230_scaffold_23215	1	0	2786	True	RRE-containing				OWC_1230_scaffold_23215
OWC_1230	OWC_1230_scaffold_28390	1	0	3295	True	arylpolyene				OWC_1230_scaffold_28390
OWC_1230	OWC_1230_scaffold_30538	1	0	3826	True	RiPP-like				OWC_1230_scaffold_30538
OWC_2152	OWC_2152_scaffold_1409	1	0	10197	True	RiPP-like				OWC_2152_scaffold_1409
OWC_2152	OWC_2152_scaffold_8112	1	0	4514	True	arylpolyene	APE Vf	BGC0000837	10	OWC_2152_scaffold_8112
OWC_2152	OWC_2152_scaffold_20342	1	0	3088	True	acyl_amino_acids				OWC_2152_scaffold_20342
OWC_2152	OWC_2152_scaffold_24984	1	0	2828	True	acyl_amino_acids				OWC_2152_scaffold_24984
OWC_0092	OWC_0092_scaffold_14336	1	0	3647	True	RiPP-like				OWC_0092_scaffold_14336
OWC_0092	OWC_0092_scaffold_15913	1	0	3523	True	terpene				OWC_0092_scaffold_15913
OWC_0715	OWC_0715_k121_4603131	1	22477	44271	True	terpene				OWC_0715_k121_4603131
OWC_0548	OWC_0548_k121_1605523	1	1301	24580	True	lanthipeptide-class-ii				OWC_0548_k121_1605523
OWC_0548	OWC_0548_k121_1976159	1	526	21405	True	terpene				OWC_0548_k121_1976159
OWC_0548	OWC_0548_k121_3281382	1	0	3518	True	HR-T2PKS				OWC_0548_k121_3281382
OWC_0548	OWC_0548_k121_3649614	1	851	12156	True	RiPP-like				OWC_0548_k121_3649614
OWC_0548	OWC_0548_k121_4763220	1	16503	28057	True	ranthipeptide				OWC_0548_k121_4763220
OWC_0548	OWC_0548_k121_7148362	1	30531	46461	True	thioamitides / thiopeptide				OWC_0548_k121_7148362
OWC_0548	OWC_0548_k121_8089316	1	0	15586	True	hglE-KS				OWC_0548_k121_8089316
OWC_0548	OWC_0548_k121_9620834	1	18450	50962	False	terpene				OWC_0548_k121_9620834
OWC_0548	OWC_0548_k121_9703437	1	130	38600	True	NRPS-like				OWC_0548_k121_9703437
OWC_0548	OWC_0548_k121_16787263	1	34477	59198	True	NRPS-like				OWC_0548_k121_16787263
OWC_0548	OWC_0548_k121_23582463	1	0	25206	True	T3PKS				OWC_0548_k121_23582463
OWC_1131	OWC_1131_k121_5264383	1	0	3078	True	arylpolyene				OWC_1131_k121_5264383
OWC_1131	OWC_1131_k121_6255294	1	0	3679	True	resorcinol				OWC_1131_k121_6255294
OWC_1131	OWC_1131_k121_3973735	1	820	16325	True	terpene				OWC_1131_k121_3973735
OWC_1131	OWC_1131_k121_4405115	1	0	6815	True	arylpolyene				OWC_1131_k121_4405115
OWC_1131	OWC_1131_k121_7046667	1	0	17690	True	NRPS-like / T1PKS / NRPS				OWC_1131_k121_7046667
OWC_1131	OWC_1131_k121_568069	1	0	7459	True	arylpolyene				OWC_1131_k121_568069
OWC_1935	OWC_1935_scaffold_322	1	0	27085	True	NRPS-like				OWC_1935_scaffold_322
OWC_1935	OWC_1935_scaffold_445	1	388	23676	True	NRPS-like				OWC_1935_scaffold_445
OWC_1935	OWC_1935_scaffold_620	1	5514	20648	True	RRE-containing				OWC_1935_scaffold_620
OWC_1935	OWC_1935_scaffold_663	1	0	19770	True	T3PKS				OWC_1935_scaffold_663
OWC_1935	OWC_1935_scaffold_891	1	0	15445	True	redox-cofactor				OWC_1935_scaffold_891
OWC_1935	OWC_1935_scaffold_1221	1	0	14140	True	hserlactone				OWC_1935_scaffold_1221
OWC_1935	OWC_1935_scaffold_1402	1	0	13241	True	terpene				OWC_1935_scaffold_1402
OWC_1935	OWC_1935_scaffold_1629	1	0	12621	True	T1PKS				OWC_1935_scaffold_1629
OWC_1935	OWC_1935_scaffold_2289	1	0	8038	True	RiPP-like				OWC_1935_scaffold_2289
OWC_1935	OWC_1935_scaffold_6204	1	0	6561	True	lanthipeptide-class-v				OWC_1935_scaffold_6204
OWC_1935	OWC_1935_scaffold_8222	1	0	9613	True	lanthipeptide-class-iv				OWC_1935_scaffold_8222
OWC_1687	OWC_1687_k121_75477637	1	0	9163	True	hydrogen-cyanide				OWC_1687_k121_75477637
OWC_1687	OWC_1687_k121_64610	1	0	11832	True	terpene				OWC_1687_k121_64610
OWC_1687	OWC_1687_k121_67537403	1	0	2877	True	terpene				OWC_1687_k121_67537403
OWC_1687	OWC_1687_k121_23716643	1	0	12097	True	arylpolyene	flexirubin	BGC0000838	5	OWC_1687_k121_23716643
OWC_1687	OWC_1687_k121_61826762	1	0	12527	True	T3PKS	alkylpyrone-407/alkylpyrone-393	BGC0001831	50	OWC_1687_k121_61826762
OWC_0090	OWC_0090_scaffold_12512	1	0	5973	True	terpene				OWC_0090_scaffold_12512
OWC_0090	OWC_0090_scaffold_22296	1	0	4824	True	RiPP-like				OWC_0090_scaffold_22296
OWC_1609	OWC_1609_k121_11642085	1	0	10192	True	NRPS-like	VEPE/AEPE/TG-1	BGC0000871	80	OWC_1609_k121_11642085
OWC_1609	OWC_1609_k121_15649916	1	0	2693	True	RRE-containing				OWC_1609_k121_15649916
OWC_1609	OWC_1609_k121_1904656	1	0	6667	True	NRPS-like / T1PKS	tubulysin A/tubulysin B/tubulysin C/tubulysin D/tubulysin E/tubulysin F/tubulysin G/tubulysin H/tubulysin I	BGC0001344	17	OWC_1609_k121_1904656
OWC_1609	OWC_1609_k121_5620412	1	0	3020	True	RRE-containing				OWC_1609_k121_5620412
OWC_1609	OWC_1609_k121_2738689	1	0	4001	True	NRPS				OWC_1609_k121_2738689
OWC_1609	OWC_1609_k121_3483858	1	0	5224	True	betalactone				OWC_1609_k121_3483858
OWC_1609	OWC_1609_k121_632843	1	0	6234	True	T3PKS	alkylpyrone-407/alkylpyrone-393	BGC0001964	9	OWC_1609_k121_632843
OWC_1317	OWC_1317_k121_22496155	1	0	10763	True	arylpolyene				OWC_1317_k121_22496155
OWC_1317	OWC_1317_k121_26971326	1	0	3021	True	RiPP-like				OWC_1317_k121_26971326
OWC_1317	OWC_1317_k121_36399497	1	5688	12246	True	RiPP-like				OWC_1317_k121_36399497
OWC_2172	OWC_2172_k121_2471881	1	7667	18659	True	terpene				OWC_2172_k121_2471881
OWC_2172	OWC_2172_k121_924930	1	0	3337	True	NRPS-like				OWC_2172_k121_924930
OWC_2072	OWC_2072_scaffold_1843	1	0	7744	True	arylpolyene				OWC_2072_scaffold_1843
OWC_2072	OWC_2072_scaffold_3139	1	0	6448	True	indole				OWC_2072_scaffold_3139
OWC_2072	OWC_2072_scaffold_19405	1	0	3709	True	terpene				OWC_2072_scaffold_19405
OWC_0855	OWC_0855_k121_2545848	1	0	6433	True	terpene				OWC_0855_k121_2545848
OWC_0855	OWC_0855_k121_17246287	1	0	3606	True	hydrogen-cyanide				OWC_0855_k121_17246287
OWC_0855	OWC_0855_k121_20958536	1	0	7693	True	RRE-containing				OWC_0855_k121_20958536
OWC_0855	OWC_0855_k121_21216528	1	0	8107	True	terpene				OWC_0855_k121_21216528
OWC_1908	OWC_1908_k121_50265613	1	0	6397	True	NRPS-like				OWC_1908_k121_50265613
OWC_1908	OWC_1908_k121_33452772	1	0	20535	True	terpene				OWC_1908_k121_33452772
OWC_0014	OWC_0014_k121_12263242	1	28706	41528	True	thioamitides				OWC_0014_k121_12263242
OWC_2337	OWC_2337_k121_10753436	1	33976	75170	False	arylpolyene	APE Vf	BGC0000837	10	OWC_2337_k121_10753436
OWC_2337	OWC_2337_k121_4535324	1	104195	127290	False	terpene				OWC_2337_k121_4535324
OWC_2337	OWC_2337_k121_6569090	1	73731	115696	False	NRPS-like				OWC_2337_k121_6569090
OWC_2337	OWC_2337_k121_6569090	2	245494	285641	True	betalactone / RiPP-like	leucomycin	BGC0002452	3	OWC_2337_k121_6569090
OWC_2337	OWC_2337_k121_8129608	1	59946	82059	False	redox-cofactor				OWC_2337_k121_8129608
OWC_2337	OWC_2337_k121_8129608	2	109175	140079	False	betalactone	xantholipin	BGC0000279	4	OWC_2337_k121_8129608
OWC_2045	OWC_2045_k121_2644377	1	1668	12220	True	RiPP-like				OWC_2045_k121_2644377
OWC_2045	OWC_2045_k121_3519636	1	0	2882	True	terpene				OWC_2045_k121_3519636
OWC_2045	OWC_2045_k121_9028568	1	0	5778	True	terpene				OWC_2045_k121_9028568
OWC_0417	OWC_0417_k121_2040094	1	0	7235	True	T1PKS / NRPS-like				OWC_0417_k121_2040094
OWC_1496	OWC_1496_k121_4272823	1	0	16024	True	NRPS-like				OWC_1496_k121_4272823
OWC_1496	OWC_1496_k121_14116272	1	12662	32983	False	RRE-containing				OWC_1496_k121_14116272
OWC_1496	OWC_1496_k121_15731926	1	0	7035	True	RRE-containing				OWC_1496_k121_15731926
OWC_0453	OWC_0453_scaffold_131	1	2110	40050	True	T3PKS	alkylpyrone-407/alkylpyrone-393	BGC0001964	6	OWC_0453_scaffold_131
OWC_0453	OWC_0453_scaffold_293	1	4439	24721	False	RRE-containing				OWC_0453_scaffold_293
OWC_0453	OWC_0453_scaffold_676	1	0	12995	True	RRE-containing				OWC_0453_scaffold_676
OWC_0453	OWC_0453_scaffold_838	1	353	18474	True	ranthipeptide				OWC_0453_scaffold_838
OWC_0453	OWC_0453_scaffold_994	1	4780	17083	True	RRE-containing				OWC_0453_scaffold_994
OWC_0453	OWC_0453_scaffold_1220	1	1454	14744	False	hydrogen-cyanide				OWC_0453_scaffold_1220
OWC_0453	OWC_0453_scaffold_2358	1	0	11600	True	lassopeptide / RRE-containing				OWC_0453_scaffold_2358
OWC_0453	OWC_0453_scaffold_4827	1	0	8686	True	terpene				OWC_0453_scaffold_4827
OWC_0453	OWC_0453_scaffold_6570	1	0	7644	True	RRE-containing				OWC_0453_scaffold_6570
OWC_0453	OWC_0453_scaffold_8681	1	0	9736	True	NRPS-like				OWC_0453_scaffold_8681
OWC_0453	OWC_0453_scaffold_9191	1	0	6640	True	T3PKS	kendomycin B	BGC0002671	6	OWC_0453_scaffold_9191
OWC_0453	OWC_0453_scaffold_19202	1	0	4904	True	RRE-containing				OWC_0453_scaffold_19202
OWC_1451	OWC_1451_k121_19606330	1	0	7955	True	terpene				OWC_1451_k121_19606330
OWC_1593	OWC_1593_k121_4281684	1	0	11864	True	NRPS-like	pyrronazol B	BGC0001750	9	OWC_1593_k121_4281684
OWC_1593	OWC_1593_k121_1814068	1	0	10640	True	T3PKS	alkylpyrone-407/alkylpyrone-393	BGC0001831	66	OWC_1593_k121_1814068
OWC_1593	OWC_1593_k121_3112025	1	0	9471	True	betalactone				OWC_1593_k121_3112025
OWC_1593	OWC_1593_k121_10372255	1	0	14930	True	RRE-containing				OWC_1593_k121_10372255
OWC_1593	OWC_1593_k121_4671586	1	0	6893	True	NRPS-like	VEPE/AEPE/TG-1	BGC0000871	40	OWC_1593_k121_4671586
OWC_1593	OWC_1593_k121_2680726	1	0	16809	True	thioamitides				OWC_1593_k121_2680726
OWC_2457	OWC_2457_k121_34653	1	0	3269	True	ladderane				OWC_2457_k121_34653
OWC_2457	OWC_2457_k121_12912254	1	0	6399	True	terpene				OWC_2457_k121_12912254
OWC_2457	OWC_2457_k121_9850724	1	0	5764	True	terpene				OWC_2457_k121_9850724
OWC_1860	OWC_1860_k121_3079548	1	0	4509	True	RiPP-like				OWC_1860_k121_3079548
OWC_1860	OWC_1860_k121_16841617	1	0	2507	True	HR-T2PKS				OWC_1860_k121_16841617
OWC_1860	OWC_1860_k121_27840786	1	1130	6998	True	RiPP-like				OWC_1860_k121_27840786
OWC_0525	OWC_0525_scaffold_475	1	0	9815	True	T3PKS				OWC_0525_scaffold_475
OWC_0525	OWC_0525_scaffold_1433	1	0	7385	True	NRPS-like				OWC_0525_scaffold_1433
OWC_0525	OWC_0525_scaffold_3480	1	0	10523	True	terpene				OWC_0525_scaffold_3480
OWC_0525	OWC_0525_scaffold_3764	1	0	5507	True	terpene				OWC_0525_scaffold_3764
OWC_0525	OWC_0525_scaffold_11668	1	0	3719	True	terpene				OWC_0525_scaffold_11668
OWC_0525	OWC_0525_scaffold_11852	1	0	3698	True	NRPS-like				OWC_0525_scaffold_11852
OWC_0550	OWC_0550_k121_268536	1	0	12950	True	hglE-KS				OWC_0550_k121_268536
OWC_0550	OWC_0550_k121_668067	1	6403	19641	False	hydrogen-cyanide				OWC_0550_k121_668067
OWC_0550	OWC_0550_k121_1715039	1	0	8808	True	terpene				OWC_0550_k121_1715039
