file	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_perc	record_desc
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_213232	1	9832	15734	True	RiPP-like				LIB-MJ197-A8_03.9.k127_213232
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_244542	1	728	10121	True	RiPP-like				LIB-MJ197-A8_03.9.k127_244542
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_10335	1	734	23415	False	crocagin				LIB-MJ197-A8_03.9.k127_10335
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_92661	1	0	13776	True	NRPS				LIB-MJ197-A8_03.9.k127_92661
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_124427	1	0	8350	True	RiPP-like				LIB-MJ197-A8_03.9.k127_124427
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_45802	1	0	4646	True	arylpolyene				LIB-MJ197-A8_03.9.k127_45802
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_99604	1	0	2848	True	NRPS	kolossin	BGC0001641	100	LIB-MJ197-A8_03.9.k127_99604
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_126234	1	8170	27227	True	lanthipeptide-class-ii				LIB-MJ197-A8_03.9.k127_126234
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_64181	1	0	6233	True	NRPS	nunapeptin/nunamycin	BGC0001416	35	LIB-MJ197-A8_03.9.k127_64181
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_229638	1	0	7240	True	T1PKS / NRPS				LIB-MJ197-A8_03.9.k127_229638
LIB-MJ197-A8_03.9	LIB-MJ197-A8_03.9.k127_179604	1	0	7734	True	RiPP-like				LIB-MJ197-A8_03.9.k127_179604
LIB-MJ386-F2_04.4	LIB-MJ386-F2_04.4.k127_65244	1	24041	74703	False	T1PKS				LIB-MJ386-F2_04.4.k127_65244
LIB-MJ386-F2_04.4	LIB-MJ386-F2_04.4.k127_2501	1	0	10292	True	ranthipeptide				LIB-MJ386-F2_04.4.k127_2501
LIB-MJ386-F2_04.4	LIB-MJ386-F2_04.4.k127_45517	1	5485	44605	True	T1PKS				LIB-MJ386-F2_04.4.k127_45517
LIB-MJ386-F2_04.4	LIB-MJ386-F2_04.4.k127_47893	1	0	22864	True	T1PKS				LIB-MJ386-F2_04.4.k127_47893
LIB-MJ386-F2_04.4	LIB-MJ386-F2_04.4.k127_37671	1	17112	30125	True	betalactone				LIB-MJ386-F2_04.4.k127_37671
LIB-MJ386-F2_04.4	LIB-MJ386-F2_04.4.k127_7536	1	21615	42909	False	ranthipeptide				LIB-MJ386-F2_04.4.k127_7536
LIB-MJ386-F2_04.4	LIB-MJ386-F2_04.4.k127_103653	1	10541	31882	True	RRE-containing / lassopeptide				LIB-MJ386-F2_04.4.k127_103653
LIB-MJ386-F2_04.4	LIB-MJ386-F2_04.4.k127_93460	1	558	21981	True	ranthipeptide				LIB-MJ386-F2_04.4.k127_93460
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_932	1	0	3675	True	hglE-KS	heterocyst glycolipids	BGC0000869	28	LIB-MJ388-F6_02.11.k127_932
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_74704	1	0	2873	True	hglE-KS				LIB-MJ388-F6_02.11.k127_74704
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_9184	1	536	15802	True	terpene				LIB-MJ388-F6_02.11.k127_9184
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_106544	1	5148	16382	True	terpene				LIB-MJ388-F6_02.11.k127_106544
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_108886	1	0	19189	True	NRPS				LIB-MJ388-F6_02.11.k127_108886
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_156860	1	738	39109	True	T3PKS				LIB-MJ388-F6_02.11.k127_156860
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_133590	1	0	10228	True	hglE-KS				LIB-MJ388-F6_02.11.k127_133590
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_158366	1	0	32841	True	NRPS-like / T1PKS	phosphonoglycans	BGC0000806	3	LIB-MJ388-F6_02.11.k127_158366
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_136878	1	0	7753	True	NRPS				LIB-MJ388-F6_02.11.k127_136878
LIB-MJ388-F6_02.11	LIB-MJ388-F6_02.11.k127_214370	1	0	20506	True	ranthipeptide				LIB-MJ388-F6_02.11.k127_214370
LIB-MJ390-E7_03.14	LIB-MJ390-E7_03.14.k127_274314	1	0	9119	True	LAP				LIB-MJ390-E7_03.14.k127_274314
LIB-MJ390-E7_03.14	LIB-MJ390-E7_03.14.k127_175777	1	0	2132	True	terpene	isorenieratene	BGC0001456	25	LIB-MJ390-E7_03.14.k127_175777
LIB-MJ390-E7_03.14	LIB-MJ390-E7_03.14.k127_210644	1	0	1561	True	RiPP-like				LIB-MJ390-E7_03.14.k127_210644
LIB-MJ390-E7_03.14	LIB-MJ390-E7_03.14.k127_286130	1	0	3279	True	NRPS-like				LIB-MJ390-E7_03.14.k127_286130
LIB-MJ339-H7_03.54	LIB-MJ339-H7_03.54.k127_107241	1	0	8931	True	RRE-containing	lipopolysaccharide	BGC0000774	5	LIB-MJ339-H7_03.54.k127_107241
LIB-MJ339-H7_03.54	LIB-MJ339-H7_03.54.k127_1024120	1	0	4990	True	RiPP-like				LIB-MJ339-H7_03.54.k127_1024120
LIB-MJ196-F6_02.18	LIB-MJ196-F6_02.18.k127_38906	1	0	9815	True	betalactone	fengycin	BGC0001095	13	LIB-MJ196-F6_02.18.k127_38906
LIB-MJ251-C7_04.11	LIB-MJ251-C7_04.11.k127_471351	1	0	2514	True	NRPS-like				LIB-MJ251-C7_04.11.k127_471351
LIB-MJ251-C7_04.11	LIB-MJ251-C7_04.11.k127_213364	1	0	1590	True	terpene				LIB-MJ251-C7_04.11.k127_213364
LIB-MJ251-C7_04.11	LIB-MJ251-C7_04.11.k127_163995	1	0	2895	True	RiPP-like				LIB-MJ251-C7_04.11.k127_163995
LIB-MJ251-C7_04.11	LIB-MJ251-C7_04.11.k127_216657	1	0	5161	True	terpene				LIB-MJ251-C7_04.11.k127_216657
LIB-MJ251-C7_04.11	LIB-MJ251-C7_04.11.k127_222974	1	0	5241	True	RiPP-like				LIB-MJ251-C7_04.11.k127_222974
LIB-MJ251-C7_04.11	LIB-MJ251-C7_04.11.k127_443572	1	0	1618	True	NRPS-like	icosalide A/icosalide B	BGC0001833	100	LIB-MJ251-C7_04.11.k127_443572
LIB-MJ251-C7_04.11	LIB-MJ251-C7_04.11.k127_503872	1	0	2127	True	RiPP-like				LIB-MJ251-C7_04.11.k127_503872
LIB-MJ251-C7_04.11	LIB-MJ251-C7_04.11.k127_139780	1	0	1890	True	NRPS				LIB-MJ251-C7_04.11.k127_139780
LIB-MJ251-C7_04.11	LIB-MJ251-C7_04.11.k127_455744	1	0	5273	True	lassopeptide				LIB-MJ251-C7_04.11.k127_455744
LIB-MJ281-F6_01.10	LIB-MJ281-F6_01.10.k127_267284	1	0	6359	True	betalactone				LIB-MJ281-F6_01.10.k127_267284
LIB-MJ281-F6_01.10	LIB-MJ281-F6_01.10.k127_241495	1	0	7174	True	ectoine	kosinostatin	BGC0001073	6	LIB-MJ281-F6_01.10.k127_241495
LIB-MJ281-F6_01.10	LIB-MJ281-F6_01.10.k127_65755	1	0	2411	True	RRE-containing				LIB-MJ281-F6_01.10.k127_65755
LIB-MJ281-F6_01.10	LIB-MJ281-F6_01.10.k127_256525	1	0	4724	True	NRPS-like				LIB-MJ281-F6_01.10.k127_256525
LIB-MJ281-F6_01.10	LIB-MJ281-F6_01.10.k127_170271	1	0	3163	True	ranthipeptide				LIB-MJ281-F6_01.10.k127_170271
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_114851	1	0	2055	True	RiPP-like				LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_114851
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_117899	1	0	3831	True	hserlactone				LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_117899
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_155364	1	0	1732	True	RiPP-like				LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_155364
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_274281	1	0	1934	True	hserlactone	N-acyl alanine	BGC0001680	100	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_274281
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_59274	1	0	1519	True	RiPP-like				LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_59274
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_282258	1	0	7937	True	terpene				LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_282258
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_205053	1	0	3843	True	RRE-containing	lankacidin C	BGC0001100	13	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_205053
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_209254	1	0	1934	True	terpene				LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_209254
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_212109	1	4088	14523	True	terpene				LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_212109
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_365605	1	0	8474	True	lanthipeptide-class-ii				LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_365605
LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18	LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_330132	1	0	5954	True	LAP				LIB-MJ353-D9_03_v_LIB-MJ407-C4_04.18.k127_330132
LIB-MJ251-D5_04.19	LIB-MJ251-D5_04.19.k127_388190	1	0	4657	True	ranthipeptide				LIB-MJ251-D5_04.19.k127_388190
LIB-MJ251-D5_04.19	LIB-MJ251-D5_04.19.k127_398794	1	0	5265	True	terpene				LIB-MJ251-D5_04.19.k127_398794
LIB-MJ251-D5_04.19	LIB-MJ251-D5_04.19.k127_259711	1	0	10646	True	thioamitides / thiopeptide				LIB-MJ251-D5_04.19.k127_259711
LIB-MJ251-D5_04.19	LIB-MJ251-D5_04.19.k127_117393	1	0	7045	True	terpene				LIB-MJ251-D5_04.19.k127_117393
LIB-MJ251-D5_04.19	LIB-MJ251-D5_04.19.k127_123887	1	0	11106	True	lassopeptide				LIB-MJ251-D5_04.19.k127_123887
LIB-MJ251-D5_04.19	LIB-MJ251-D5_04.19.k127_235324	1	0	4969	True	lanthipeptide-class-ii / proteusin				LIB-MJ251-D5_04.19.k127_235324
LIB-MJ251-D5_04.19	LIB-MJ251-D5_04.19.k127_280366	1	0	2848	True	NRPS-like				LIB-MJ251-D5_04.19.k127_280366
LIB-MJ139-E5_01.160	LIB-MJ139-E5_01.160.k127_2766584	1	0	5725	True	RRE-containing				LIB-MJ139-E5_01.160.k127_2766584
LIB-MJ139-E5_01.160	LIB-MJ139-E5_01.160.k127_2773884	1	0	1983	True	ranthipeptide				LIB-MJ139-E5_01.160.k127_2773884
LIB-MJ139-E5_01.160	LIB-MJ139-E5_01.160.k127_795498	1	0	3164	True	RiPP-like				LIB-MJ139-E5_01.160.k127_795498
LIB-MJ139-E5_01.160	LIB-MJ139-E5_01.160.k127_1845982	1	0	3376	True	RiPP-like				LIB-MJ139-E5_01.160.k127_1845982
LIB-MJ139-E5_01.160	LIB-MJ139-E5_01.160.k127_2231894	1	0	4513	True	terpene				LIB-MJ139-E5_01.160.k127_2231894
LIB-MJ139-E5_01.160	LIB-MJ139-E5_01.160.k127_184565	1	0	10591	True	terpene				LIB-MJ139-E5_01.160.k127_184565
LIB-MJ139-E5_01.160	LIB-MJ139-E5_01.160.k127_2976875	1	0	2152	True	T3PKS				LIB-MJ139-E5_01.160.k127_2976875
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_1890	1	0	2863	True	RiPP-like				LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_1890
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_422681	1	0	2225	True	RiPP-like				LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_422681
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_807345	1	0	37124	True	NRP-metallophore / NRPS	pyoverdine SMX-1	BGC0002693	12	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_807345
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_809976	1	0	16467	True	arylpolyene	APE Ec	BGC0000836	15	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_809976
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_913573	1	0	12286	True	redox-cofactor	lankacidin C	BGC0001100	13	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_913573
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_34698	1	0	2475	True	hydrogen-cyanide				LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_34698
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_334304	1	0	21749	True	NRPS / NRP-metallophore	azotobactin D	BGC0002433	50	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_334304
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_936262	1	0	5603	True	NAGGN				LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_936262
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_351595	1	0	4231	True	CDPS				LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_351595
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_659082	1	0	14030	True	arylpolyene	APE Vf	BGC0000837	30	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_659082
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_951046	1	0	4868	True	hserlactone				LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_951046
LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_72127	1	0	59319	True	NRPS-like / thioamide-NRP	pyoverdine DC3000	BGC0002571	7	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.57.k127_72127
LIB-MJ335-B12_02.5	LIB-MJ335-B12_02.5.k127_35212	1	0	7159	True	arylpolyene				LIB-MJ335-B12_02.5.k127_35212
LIB-MJ335-B12_02.5	LIB-MJ335-B12_02.5.k127_5816	1	0	8233	True	T1PKS / hglE-KS				LIB-MJ335-B12_02.5.k127_5816
LIB-MJ335-B12_02.5	LIB-MJ335-B12_02.5.k127_21118	1	0	3485	True	RiPP-like				LIB-MJ335-B12_02.5.k127_21118
LIB-MJ335-B12_02.5	LIB-MJ335-B12_02.5.k127_41252	1	0	11003	True	arylpolyene	flexirubin	BGC0000838	8	LIB-MJ335-B12_02.5.k127_41252
LIB-MJ335-B12_02.5	LIB-MJ335-B12_02.5.k127_1412	1	0	3019	True	arylpolyene				LIB-MJ335-B12_02.5.k127_1412
LIB-MJ335-B12_02.5	LIB-MJ335-B12_02.5.k127_36910	1	0	2516	True	resorcinol				LIB-MJ335-B12_02.5.k127_36910
LIB-MJ335-B12_02.5	LIB-MJ335-B12_02.5.k127_22925	1	0	1755	True	hglE-KS	heterocyst glycolipids	BGC0000869	28	LIB-MJ335-B12_02.5.k127_22925
LIB-MJ335-B12_02.5	LIB-MJ335-B12_02.5.k127_38057	1	0	5974	True	resorcinol				LIB-MJ335-B12_02.5.k127_38057
LIB-MJ335-B12_02.5	LIB-MJ335-B12_02.5.k127_42994	1	0	2581	True	arylpolyene				LIB-MJ335-B12_02.5.k127_42994
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_85445	1	16372	48454	True	T1PKS / NRPS	bonnevillamide D/bonnevillamide E	BGC0002373	6	LIB-MJ389-G5_03.12.k127_85445
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_47680	1	0	14289	True	NRPS				LIB-MJ389-G5_03.12.k127_47680
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_28816	1	23130	33523	False	ectoine	ectoine	BGC0000853	100	LIB-MJ389-G5_03.12.k127_28816
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_85651	1	59511	105058	False	T1PKS	funisamine	BGC0001944	5	LIB-MJ389-G5_03.12.k127_85651
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_1245	1	0	10652	True	terpene				LIB-MJ389-G5_03.12.k127_1245
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_76522	1	0	19433	True	T1PKS				LIB-MJ389-G5_03.12.k127_76522
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_48285	1	0	19861	True	NRPS				LIB-MJ389-G5_03.12.k127_48285
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_39229	1	9885	30830	True	terpene	isorenieratene	BGC0001227	27	LIB-MJ389-G5_03.12.k127_39229
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_20411	1	0	24271	True	T1PKS	glycopeptidolipid	BGC0000365	26	LIB-MJ389-G5_03.12.k127_20411
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_77769	1	0	8609	True	NRPS	mycobactin	BGC0001021	40	LIB-MJ389-G5_03.12.k127_77769
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_21965	1	0	1790	True	T1PKS				LIB-MJ389-G5_03.12.k127_21965
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_40988	1	0	34157	True	NRPS-like	BE-7585A	BGC0000203	19	LIB-MJ389-G5_03.12.k127_40988
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_88152	1	0	19508	True	NRPS-like				LIB-MJ389-G5_03.12.k127_88152
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_78440	1	0	15966	True	NRPS / NRP-metallophore	mycobactin	BGC0001021	50	LIB-MJ389-G5_03.12.k127_78440
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_32279	1	0	7456	True	T1PKS				LIB-MJ389-G5_03.12.k127_32279
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_23001	1	0	11776	True	T1PKS				LIB-MJ389-G5_03.12.k127_23001
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_41916	1	0	15755	True	terpene	isorenieratene	BGC0000664	57	LIB-MJ389-G5_03.12.k127_41916
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_7928	1	0	16923	True	NRPS-like				LIB-MJ389-G5_03.12.k127_7928
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_81740	1	4406	15204	True	RiPP-like	TVA-YJ-2	BGC0002669	4	LIB-MJ389-G5_03.12.k127_81740
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_36436	1	0	13282	True	T3PKS	alkylresorcinol	BGC0000282	100	LIB-MJ389-G5_03.12.k127_36436
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_36826	1	0	17954	True	T1PKS				LIB-MJ389-G5_03.12.k127_36826
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_37087	1	0	16118	True	redox-cofactor				LIB-MJ389-G5_03.12.k127_37087
LIB-MJ389-G5_03.12	LIB-MJ389-G5_03.12.k127_65827	1	0	26143	True	T1PKS				LIB-MJ389-G5_03.12.k127_65827
LIB-MJ108-A4_02.1	LIB-MJ108-A4_02.1.k127_158050	1	0	2189	True	RRE-containing				LIB-MJ108-A4_02.1.k127_158050
LIB-MJ108-A4_02.1	LIB-MJ108-A4_02.1.k127_137685	1	0	13769	True	NRPS-like	youssoufene A1/youssoufene B1/youssoufene B2/youssoufene B3/youssoufene B4	BGC0002510	14	LIB-MJ108-A4_02.1.k127_137685
LIB-MJ108-A4_02.1	LIB-MJ108-A4_02.1.k127_123424	1	0	12277	True	NRPS-like				LIB-MJ108-A4_02.1.k127_123424
LIB-MJ108-A4_02.1	LIB-MJ108-A4_02.1.k127_63613	1	0	7004	True	RiPP-like				LIB-MJ108-A4_02.1.k127_63613
LIB-MJ108-A4_02.1	LIB-MJ108-A4_02.1.k127_72132	1	0	7626	True	lassopeptide				LIB-MJ108-A4_02.1.k127_72132
LIB-MJ108-A4_02.1	LIB-MJ108-A4_02.1.k127_92825	1	0	7301	True	T3PKS				LIB-MJ108-A4_02.1.k127_92825
LIB-MJ089-D6_02.1	LIB-MJ089-D6_02.1.k127_204626	1	0	2018	True	arylpolyene				LIB-MJ089-D6_02.1.k127_204626
LIB-MJ089-D6_02.1	LIB-MJ089-D6_02.1.k127_41419	1	0	2257	True	arylpolyene				LIB-MJ089-D6_02.1.k127_41419
LIB-MJ089-D6_02.1	LIB-MJ089-D6_02.1.k127_14302	1	0	5373	True	arylpolyene	flexirubin	BGC0000838	5	LIB-MJ089-D6_02.1.k127_14302
LIB-MJ089-D6_02.1	LIB-MJ089-D6_02.1.k127_157869	1	0	2985	True	arylpolyene	flexirubin	BGC0000839	16	LIB-MJ089-D6_02.1.k127_157869
LIB-MJ089-D6_02.1	LIB-MJ089-D6_02.1.k127_165277	1	0	2609	True	resorcinol	flexirubin	BGC0000838	8	LIB-MJ089-D6_02.1.k127_165277
LIB-MJ305-H2_04.29	LIB-MJ305-H2_04.29.k127_158682	1	14592	26098	True	RiPP-like				LIB-MJ305-H2_04.29.k127_158682
LIB-MJ305-H2_04.29	LIB-MJ305-H2_04.29.k127_1885	1	4	7851	True	RiPP-like				LIB-MJ305-H2_04.29.k127_1885
LIB-MJ305-H2_04.29	LIB-MJ305-H2_04.29.k127_226174	1	0	2808	True	NRPS-like				LIB-MJ305-H2_04.29.k127_226174
LIB-MJ305-H2_04.29	LIB-MJ305-H2_04.29.k127_261705	1	6764	29290	True	terpene				LIB-MJ305-H2_04.29.k127_261705
LIB-MJ305-H2_04.29	LIB-MJ305-H2_04.29.k127_40804	1	0	5204	True	NAGGN				LIB-MJ305-H2_04.29.k127_40804
